Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Tombstone, City of",Bromodichloromethane,0.488 ppb,0.06 ppb,
"Tombstone, City of",Bromoform,1.39 ppb,0.5 ppb,
"Tombstone, City of",Dibromochloromethane,0.738 ppb,0.1 ppb,
"Tombstone, City of",Haloacetic acids (HAA5)†,0.983 ppb,0.1 ppb,60 ppb
"Tombstone, City of",Nitrate,3.39 ppm,0.14 ppm,10 ppm
"Tombstone, City of",Nitrate and nitrite,2.07 ppm,0.14 ppm,10 ppm
"Tombstone, City of","Radium, combined (-226 &amp; -228)",0.60 pCi/L,0.05 pCi/L,5 pCi/L
"Tombstone, City of",Total trihalomethanes (TTHMs)†,7.91 ppb,0.15 ppb,80 ppb
"Tombstone, City of",Barium,137.0 ppb,700 ppb,"2,000 ppb"
"Tombstone, City of",Chloroform,0.363 ppb,0.4 ppb,
"Tombstone, City of",Fluoride,0.665 ppm,,4 ppm
"Tombstone, City of",Mercury (inorganic),0.0850 ppb,1.2 ppb,2 ppb
"Tombstone, City of",Selenium,2.03 ppb,30 ppb,50 ppb
"Tombstone, City of",Xylenes (total),0.160 ppb,"1,800 ppb","10,000 ppb"
"Tombstone, City of",None,,,
Avalon Gardens Water System,Arsenic,2.15 ppb,0.004 ppb,10 ppb
Avalon Gardens Water System,Nitrate,1.14 ppm,0.14 ppm,10 ppm
Avalon Gardens Water System,Barium,30.8 ppb,700 ppb,"2,000 ppb"
Avalon Gardens Water System,Fluoride,0.410 ppm,,4 ppm
Avalon Gardens Water System,Pentachlorophenol,0.500 ppb,0.3 ppb,1 ppb
Avalon Gardens Water System,None,,,
Baca Float Water Company,Arsenic,4.57 ppb,0.004 ppb,10 ppb
Baca Float Water Company,Haloacetic acids (HAA5)†,2.35 ppb,0.1 ppb,60 ppb
Baca Float Water Company,Haloacetic acids (HAA9)†,2.24 ppb,0.06 ppb,
Baca Float Water Company,Nitrate,0.467 ppm,0.14 ppm,10 ppm
Baca Float Water Company,Total trihalomethanes (TTHMs)†,14.7 ppb,0.15 ppb,80 ppb
Baca Float Water Company,Barium,12.5 ppb,700 ppb,"2,000 ppb"
Baca Float Water Company,Chromium (total),0.550 ppb,,100 ppb
Baca Float Water Company,Di(2-ethylhexyl) phthalate,0.425 ppb,3 ppb,6 ppb
Baca Float Water Company,Fluoride,1.10 ppm,,4 ppm
Baca Float Water Company,Germanium,0.360 ppb,,
Baca Float Water Company,None,,,
Saguaro Water Company,Bromodichloromethane,0.500 ppb,0.06 ppb,
Saguaro Water Company,Dibromochloromethane,0.650 ppb,0.1 ppb,
Saguaro Water Company,Haloacetic acids (HAA5)†,0.218 ppb,0.1 ppb,60 ppb
Saguaro Water Company,Nitrate,1.29 ppm,0.14 ppm,10 ppm
Saguaro Water Company,Nitrate and nitrite,1.30 ppm,0.14 ppm,10 ppm
Saguaro Water Company,Total trihalomethanes (TTHMs)†,2.00 ppb,0.15 ppb,80 ppb
Saguaro Water Company,Barium,35.0 ppb,700 ppb,"2,000 ppb"
Saguaro Water Company,Bromoform,0.300 ppb,0.5 ppb,
Saguaro Water Company,Chloroform,0.350 ppb,0.4 ppb,
Saguaro Water Company,Fluoride,0.150 ppm,,4 ppm
Saguaro Water Company,None,,,
Rincon Water Company,None,,,
Pantano Water Co-op,Nitrate,0.567 ppm,0.14 ppm,10 ppm
Pantano Water Co-op,None,,,
Dome Well Co-op,Arsenic,1.20 ppb,0.004 ppb,10 ppb
Dome Well Co-op,"Radium, combined (-226 &amp; -228)",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Dome Well Co-op,Barium,21.0 ppb,700 ppb,"2,000 ppb"
Dome Well Co-op,Fluoride,0.610 ppm,,4 ppm
Dome Well Co-op,Nitrate,0.237 ppm,0.14 ppm,10 ppm
Dome Well Co-op,Selenium,5.20 ppb,30 ppb,50 ppb
Dome Well Co-op,None,,,
Mount Fagan Water Co-op,Arsenic*,3.44 ppb,0.004 ppb,10 ppb
Mount Fagan Water Co-op,Haloacetic acids (HAA5)†,3.93 ppb,0.1 ppb,60 ppb
Mount Fagan Water Co-op,Nitrate*,1.15 ppm,0.14 ppm,10 ppm
Mount Fagan Water Co-op,Nitrate and nitrite*,1.20 ppm,0.14 ppm,10 ppm
Mount Fagan Water Co-op,Total trihalomethanes (TTHMs)†,37.9 ppb,0.15 ppb,80 ppb
Mount Fagan Water Co-op,Barium*,66.8 ppb,700 ppb,"2,000 ppb"
Mount Fagan Water Co-op,Fluoride*,0.330 ppm,,4 ppm
Mount Fagan Water Co-op,"Radium, combined (-226 &amp; -228)*",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Pocketknife Water Co-op,Arsenic,4.40 ppb,0.004 ppb,10 ppb
Pocketknife Water Co-op,Nitrate,0.788 ppm,0.14 ppm,10 ppm
Pocketknife Water Co-op,Nitrate and nitrite,0.790 ppm,0.14 ppm,10 ppm
Pocketknife Water Co-op,Barium,24.0 ppb,700 ppb,"2,000 ppb"
Pocketknife Water Co-op,Fluoride,0.520 ppm,,4 ppm
Pocketknife Water Co-op,None,,,
Rincon Mesa Landowners,Nitrate,0.715 ppm,0.14 ppm,10 ppm
Rincon Mesa Landowners,None,,,
Superstition Water Company,Arsenic,2.20 ppb,0.004 ppb,10 ppb
Superstition Water Company,Nitrate,1.83 ppm,0.14 ppm,10 ppm
Superstition Water Company,Barium,28.0 ppb,700 ppb,"2,000 ppb"
Superstition Water Company,Fluoride,0.510 ppm,,4 ppm
Superstition Water Company,None,,,
Kahlua Well Co-op,Arsenic,5.25 ppb,0.004 ppb,10 ppb
Kahlua Well Co-op,Nitrate,0.633 ppm,0.14 ppm,10 ppm
Kahlua Well Co-op,Nitrate and nitrite,0.600 ppm,0.14 ppm,10 ppm
Kahlua Well Co-op,Barium,21.5 ppb,700 ppb,"2,000 ppb"
Kahlua Well Co-op,Di(2-ethylhexyl) phthalate,0.365 ppb,3 ppb,6 ppb
Kahlua Well Co-op,Fluoride,0.500 ppm,,4 ppm
Kahlua Well Co-op,None,,,
Garigons Gulch Water Co-op,Arsenic,3.45 ppb,0.004 ppb,10 ppb
Garigons Gulch Water Co-op,Nitrate,0.555 ppm,0.14 ppm,10 ppm
Garigons Gulch Water Co-op,"Radium, combined (-226 &amp; -228)",1.30 pCi/L,0.05 pCi/L,5 pCi/L
Garigons Gulch Water Co-op,Barium,30.5 ppb,700 ppb,"2,000 ppb"
Garigons Gulch Water Co-op,Fluoride,0.435 ppm,,4 ppm
Garigons Gulch Water Co-op,None,,,
Spanish Trail Water Company,Nitrate,2.03 ppm,0.14 ppm,10 ppm
Spanish Trail Water Company,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Spanish Trail Water Company,None,,,
Winchester Water Company,Arsenic,2.50 ppb,0.004 ppb,10 ppb
Winchester Water Company,Nitrate,0.874 ppm,0.14 ppm,10 ppm
Winchester Water Company,Barium,91.0 ppb,700 ppb,"2,000 ppb"
Winchester Water Company,Chromium (total),8.80 ppb,,100 ppb
Winchester Water Company,Fluoride,0.505 ppm,,4 ppm
Winchester Water Company,None,,,
Bgwc Lakewood Estates (sc3250005),Bromodichloromethane,0.515 ppb,0.06 ppb,
Bgwc Lakewood Estates (sc3250005),Bromoform,3.93 ppb,0.5 ppb,
Bgwc Lakewood Estates (sc3250005),Dibromoacetic acid,2.91 ppb,0.04 ppb,
Bgwc Lakewood Estates (sc3250005),Dibromochloromethane,3.59 ppb,0.1 ppb,
Bgwc Lakewood Estates (sc3250005),Dichloroacetic acid,2.40 ppb,0.2 ppb,
Bgwc Lakewood Estates (sc3250005),Haloacetic acids (HAA5)†,6.23 ppb,0.1 ppb,60 ppb
Bgwc Lakewood Estates (sc3250005),"Radium, combined (-226 &amp; -228)",1.84 pCi/L,0.05 pCi/L,5 pCi/L
Bgwc Lakewood Estates (sc3250005),Total trihalomethanes (TTHMs)†,8.03 ppb,0.15 ppb,80 ppb
Bgwc Lakewood Estates (sc3250005),Trichloroacetic acid,0.925 ppb,0.1 ppb,
Bgwc Lakewood Estates (sc3250005),Barium,76.9 ppb,700 ppb,"2,000 ppb"
Bgwc Lakewood Estates (sc3250005),Fluoride,0.0314 ppm,,4 ppm
Bgwc Lakewood Estates (sc3250005),Nitrate,0.0857 ppm,0.14 ppm,10 ppm
Bgwc Lakewood Estates (sc3250005),Selenium,4.76 ppb,30 ppb,50 ppb
Bgwc Lakewood Estates (sc3250005),None,,,
Pita Water Company,Arsenic,6.50 ppb,0.004 ppb,10 ppb
Pita Water Company,Nitrate,3.06 ppm,0.14 ppm,10 ppm
Pita Water Company,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Pita Water Company,Fluoride,0.370 ppm,,4 ppm
Pita Water Company,None,,,
Desert Paradise Mobile Home Park,Arsenic,15.0 ppb,0.004 ppb,10 ppb
Desert Paradise Mobile Home Park,Nitrate,2.77 ppm,0.14 ppm,10 ppm
Desert Paradise Mobile Home Park,Nitrate and nitrite,4.46 ppm,0.14 ppm,10 ppm
Desert Paradise Mobile Home Park,Uranium,1.61 pCi/L,0.43 pCi/L,20 pCi/L
Desert Paradise Mobile Home Park,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Desert Paradise Mobile Home Park,Fluoride,0.580 ppm,,4 ppm
Desert Paradise Mobile Home Park,Selenium,3.40 ppb,30 ppb,50 ppb
Desert Paradise Mobile Home Park,None,,,
100 Mountain View Road Park,Bromodichloromethane,0.729 ppb,0.06 ppb,
100 Mountain View Road Park,Chloroform,30.3 ppb,0.4 ppb,
100 Mountain View Road Park,Chromium (hexavalent)*,0.0656 ppb,0.02 ppb,
100 Mountain View Road Park,Dichloroacetic acid,10.6 ppb,0.2 ppb,
100 Mountain View Road Park,Haloacetic acids (HAA5)†,19.7 ppb,0.1 ppb,60 ppb
100 Mountain View Road Park,Haloacetic acids (HAA9)*†,24.4 ppb,0.06 ppb,
100 Mountain View Road Park,"Radium, combined (-226 &amp; -228)*",0.36 pCi/L,0.05 pCi/L,5 pCi/L
100 Mountain View Road Park,Total trihalomethanes (TTHMs)†,31.1 ppb,0.15 ppb,80 ppb
100 Mountain View Road Park,Trichloroacetic acid,9.19 ppb,0.1 ppb,
100 Mountain View Road Park,"1,1-Dichloroethane*",0.0106 ppb,3 ppb,
100 Mountain View Road Park,"1,4-Dioxane*",0.0184 ppb,0.35 ppb,
100 Mountain View Road Park,Barium*,13.3 ppb,700 ppb,"2,000 ppb"
100 Mountain View Road Park,Chlorate*,82.0 ppb,210 ppb,
100 Mountain View Road Park,Chromium (total)*,0.0117 ppb,,100 ppb
100 Mountain View Road Park,Manganese*,1.38 ppb,100 ppb,
100 Mountain View Road Park,Nitrate*,0.242 ppm,0.14 ppm,10 ppm
100 Mountain View Road Park,Strontium*,0.0237 ppb,"1,500 ppb",
100 Mountain View Road Park,Vanadium*,1.08 ppb,21 ppb,
100 Mountain View Road Park,None,,,
Epcor Water - Tierra Del Rio,Arsenic,4.40 ppb,0.004 ppb,10 ppb
Epcor Water - Tierra Del Rio,Nitrate,0.522 ppm,0.14 ppm,10 ppm
Epcor Water - Tierra Del Rio,Total trihalomethanes (TTHMs)†,3.79 ppb,0.15 ppb,80 ppb
Epcor Water - Tierra Del Rio,Barium,66.5 ppb,700 ppb,"2,000 ppb"
Epcor Water - Tierra Del Rio,Fluoride,0.250 ppm,,4 ppm
Epcor Water - Tierra Del Rio,None,,,
Aliso Springs Property Owner Association Inc.,Arsenic,7.22 ppb,0.004 ppb,10 ppb
Aliso Springs Property Owner Association Inc.,Nitrate,0.871 ppm,0.14 ppm,10 ppm
Aliso Springs Property Owner Association Inc.,Nitrate and nitrite,1.40 ppm,0.14 ppm,10 ppm
Aliso Springs Property Owner Association Inc.,Barium,30.8 ppb,700 ppb,"2,000 ppb"
Aliso Springs Property Owner Association Inc.,Chromium (total),2.06 ppb,,100 ppb
Aliso Springs Property Owner Association Inc.,Fluoride,0.410 ppm,,4 ppm
Aliso Springs Property Owner Association Inc.,"Radium, combined (-226 &amp; -228)",0.04 pCi/L,0.05 pCi/L,5 pCi/L
Aliso Springs Property Owner Association Inc.,None,,,
Southland Utilities - Golden Acres,Nitrate,1.37 ppm,0.14 ppm,10 ppm
Southland Utilities - Golden Acres,None,,,
East Slope Water - West,Bromodichloromethane,0.300 ppb,0.06 ppb,
East Slope Water - West,Dibromochloromethane,0.400 ppb,0.1 ppb,
East Slope Water - West,Nitrate,1.94 ppm,0.14 ppm,10 ppm
East Slope Water - West,Nitrate and nitrite,1.15 ppm,0.14 ppm,10 ppm
East Slope Water - West,Total trihalomethanes (TTHMs)†,1.19 ppb,0.15 ppb,80 ppb
East Slope Water - West,Uranium,9.25 pCi/L,0.43 pCi/L,20 pCi/L
East Slope Water - West,Barium,68.5 ppb,700 ppb,"2,000 ppb"
East Slope Water - West,Bromoform,0.500 ppb,0.5 ppb,
East Slope Water - West,Fluoride,0.184 ppm,,4 ppm
East Slope Water - West,Haloacetic acids (HAA5)†,0.158 ppb,0.1 ppb,60 ppb
East Slope Water - West,Mercury (inorganic),0.130 ppb,1.2 ppb,2 ppb
East Slope Water - West,None,,,
Marana Domestic Water Improvement District - Culver,Nitrate,2.82 ppm,0.14 ppm,10 ppm
Marana Domestic Water Improvement District - Culver,Di(2-ethylhexyl) phthalate,0.297 ppb,3 ppb,6 ppb
Marana Domestic Water Improvement District - Culver,Total trihalomethanes (TTHMs)†,0.0425 ppb,0.15 ppb,80 ppb
Marana Domestic Water Improvement District - Culver,None,,,
Marana Domestic Water Improvement District - Culver,Nitrate,2.82 ppm,0.14 ppm,10 ppm
Marana Domestic Water Improvement District - Culver,Di(2-ethylhexyl) phthalate,0.297 ppb,3 ppb,6 ppb
Marana Domestic Water Improvement District - Culver,Total trihalomethanes (TTHMs)†,0.0425 ppb,0.15 ppb,80 ppb
Marana Domestic Water Improvement District - Culver,None,,,
Tucson Water Rancho Del Sol Lindo,Arsenic,4.33 ppb,0.004 ppb,10 ppb
Tucson Water Rancho Del Sol Lindo,Nitrate,4.87 ppm,0.14 ppm,10 ppm
Tucson Water Rancho Del Sol Lindo,Total trihalomethanes (TTHMs)†,5.33 ppb,0.15 ppb,80 ppb
Tucson Water Rancho Del Sol Lindo,Barium,119.3 ppb,700 ppb,"2,000 ppb"
Tucson Water Rancho Del Sol Lindo,Chromium (total),2.30 ppb,,100 ppb
Tucson Water Rancho Del Sol Lindo,Ethylbenzene,0.183 ppb,300 ppb,700 ppb
Tucson Water Rancho Del Sol Lindo,Fluoride,0.537 ppm,,4 ppm
Tucson Water Rancho Del Sol Lindo,Selenium,2.30 ppb,30 ppb,50 ppb
Tucson Water Rancho Del Sol Lindo,Xylenes (total),0.817 ppb,"1,800 ppb","10,000 ppb"
Tucson Water Rancho Del Sol Lindo,None,,,
Anway Manville Water Company,Arsenic,2.90 ppb,0.004 ppb,10 ppb
Anway Manville Water Company,Bromoform,1.05 ppb,0.5 ppb,
Anway Manville Water Company,Haloacetic acids (HAA5)†,0.743 ppb,0.1 ppb,60 ppb
Anway Manville Water Company,Nitrate,2.94 ppm,0.14 ppm,10 ppm
Anway Manville Water Company,Total trihalomethanes (TTHMs)†,3.13 ppb,0.15 ppb,80 ppb
Anway Manville Water Company,Barium,70.0 ppb,700 ppb,"2,000 ppb"
Anway Manville Water Company,Chromium (total),2.70 ppb,,100 ppb
Anway Manville Water Company,Fluoride,0.540 ppm,,4 ppm
Anway Manville Water Company,None,,,
Rancho Tierra Blanca Property Owners Association,Nitrate,1.10 ppm,0.14 ppm,10 ppm
Rancho Tierra Blanca Property Owners Association,Di(2-ethylhexyl) phthalate,0.713 ppb,3 ppb,6 ppb
Rancho Tierra Blanca Property Owners Association,None,,,
Rillito Water Users Association,Haloacetic acids (HAA5)†,0.720 ppb,0.1 ppb,60 ppb
Rillito Water Users Association,Nitrate,5.18 ppm,0.14 ppm,10 ppm
Rillito Water Users Association,Total trihalomethanes (TTHMs)†,3.08 ppb,0.15 ppb,80 ppb
Rillito Water Users Association,Xylenes (total),0.295 ppb,"1,800 ppb","10,000 ppb"
Rillito Water Users Association,None,,,
Marana Municipal - Airline Lambert,Arsenic,5.07 ppb,0.004 ppb,10 ppb
Marana Municipal - Airline Lambert,Bromodichloromethane,1.40 ppb,0.06 ppb,
Marana Municipal - Airline Lambert,Bromoform,5.00 ppb,0.5 ppb,
Marana Municipal - Airline Lambert,Dibromochloromethane,4.20 ppb,0.1 ppb,
Marana Municipal - Airline Lambert,Haloacetic acids (HAA5)†,3.57 ppb,0.1 ppb,60 ppb
Marana Municipal - Airline Lambert,Nitrate,3.61 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,Nitrate and nitrite,3.40 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Marana Municipal - Airline Lambert,Total trihalomethanes (TTHMs)†,21.6 ppb,0.15 ppb,80 ppb
Marana Municipal - Airline Lambert,Barium,39.3 ppb,700 ppb,"2,000 ppb"
Marana Municipal - Airline Lambert,Ethylbenzene,0.0257 ppb,300 ppb,700 ppb
Marana Municipal - Airline Lambert,Fluoride,0.540 ppm,,4 ppm
Marana Municipal - Airline Lambert,Monochlorobenzene (chlorobenzene),0.0261 ppb,70 ppb,100 ppb
Marana Municipal - Airline Lambert,Xylenes (total),0.348 ppb,"1,800 ppb","10,000 ppb"
Marana Municipal - Airline Lambert,None,,,
Lyn Lee Water Company,Nitrate,9.26 ppm,0.14 ppm,10 ppm
Lyn Lee Water Company,None,,,
Marana Municipal - Airline Lambert,Arsenic,5.07 ppb,0.004 ppb,10 ppb
Marana Municipal - Airline Lambert,Bromodichloromethane,1.40 ppb,0.06 ppb,
Marana Municipal - Airline Lambert,Bromoform,5.00 ppb,0.5 ppb,
Marana Municipal - Airline Lambert,Dibromochloromethane,4.20 ppb,0.1 ppb,
Marana Municipal - Airline Lambert,Haloacetic acids (HAA5)†,3.57 ppb,0.1 ppb,60 ppb
Marana Municipal - Airline Lambert,Nitrate,3.61 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,Nitrate and nitrite,3.40 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Marana Municipal - Airline Lambert,Total trihalomethanes (TTHMs)†,21.6 ppb,0.15 ppb,80 ppb
Marana Municipal - Airline Lambert,Barium,39.3 ppb,700 ppb,"2,000 ppb"
Marana Municipal - Airline Lambert,Ethylbenzene,0.0257 ppb,300 ppb,700 ppb
Marana Municipal - Airline Lambert,Fluoride,0.540 ppm,,4 ppm
Marana Municipal - Airline Lambert,Monochlorobenzene (chlorobenzene),0.0261 ppb,70 ppb,100 ppb
Marana Municipal - Airline Lambert,Xylenes (total),0.348 ppb,"1,800 ppb","10,000 ppb"
Marana Municipal - Airline Lambert,None,,,
Tucson Water Sierrita Foothills,Arsenic,6.15 ppb,0.004 ppb,10 ppb
Tucson Water Sierrita Foothills,Nitrate,1.66 ppm,0.14 ppm,10 ppm
Tucson Water Sierrita Foothills,"Radium, combined (-226 &amp; -228)",0.45 pCi/L,0.05 pCi/L,5 pCi/L
Tucson Water Sierrita Foothills,Total trihalomethanes (TTHMs)†,16.0 ppb,0.15 ppb,80 ppb
Tucson Water Sierrita Foothills,Barium,14.0 ppb,700 ppb,"2,000 ppb"
Tucson Water Sierrita Foothills,Chromium (total),2.20 ppb,,100 ppb
Tucson Water Sierrita Foothills,Fluoride,0.470 ppm,,4 ppm
Tucson Water Sierrita Foothills,Xylenes (total),0.0833 ppb,"1,800 ppb","10,000 ppb"
Tucson Water Sierrita Foothills,None,,,
Marana Correctional Facility,Arsenic,4.65 ppb,0.004 ppb,10 ppb
Marana Correctional Facility,Nitrate,3.57 ppm,0.14 ppm,10 ppm
Marana Correctional Facility,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Marana Correctional Facility,Total trihalomethanes (TTHMs)†,2.44 ppb,0.15 ppb,80 ppb
Marana Correctional Facility,Barium,70.5 ppb,700 ppb,"2,000 ppb"
Marana Correctional Facility,Di(2-ethylhexyl) phthalate,0.142 ppb,3 ppb,6 ppb
Marana Correctional Facility,Fluoride,0.450 ppm,,4 ppm
Marana Correctional Facility,None,,,
Avra Water Co-op Inc.,Arsenic,7.05 ppb,0.004 ppb,10 ppb
Avra Water Co-op Inc.,Chromium (hexavalent),1.14 ppb,0.02 ppb,
Avra Water Co-op Inc.,Nitrate,1.67 ppm,0.14 ppm,10 ppm
Avra Water Co-op Inc.,Nitrate and nitrite,1.90 ppm,0.14 ppm,10 ppm
Avra Water Co-op Inc.,"Radium, combined (-226 &amp; -228)",0.63 pCi/L,0.05 pCi/L,5 pCi/L
Avra Water Co-op Inc.,Total trihalomethanes (TTHMs)†,0.900 ppb,0.15 ppb,80 ppb
Avra Water Co-op Inc.,Barium,93.5 ppb,700 ppb,"2,000 ppb"
Avra Water Co-op Inc.,Chlorate,31.2 ppb,210 ppb,
Avra Water Co-op Inc.,Chloroform,0.700 ppb,0.4 ppb,
Avra Water Co-op Inc.,Chromium (total),0.747 ppb,,100 ppb
Avra Water Co-op Inc.,Di(2-ethylhexyl) phthalate,0.150 ppb,3 ppb,6 ppb
Avra Water Co-op Inc.,Fluoride,0.345 ppm,,4 ppm
Avra Water Co-op Inc.,Manganese,0.760 ppb,100 ppb,
Avra Water Co-op Inc.,Molybdenum,3.50 ppb,40 ppb,
Avra Water Co-op Inc.,n-Propylbenzene,0.0216 ppb,,
Avra Water Co-op Inc.,Strontium,0.500 ppb,"1,500 ppb",
Avra Water Co-op Inc.,Vanadium,9.45 ppb,21 ppb,
Avra Water Co-op Inc.,None,,,
Davis Ranch Land Owners,Nitrate,2.56 ppm,0.14 ppm,10 ppm
Davis Ranch Land Owners,None,,,
Marana Municipal - Airline Lambert,Arsenic,5.07 ppb,0.004 ppb,10 ppb
Marana Municipal - Airline Lambert,Bromodichloromethane,1.40 ppb,0.06 ppb,
Marana Municipal - Airline Lambert,Bromoform,5.00 ppb,0.5 ppb,
Marana Municipal - Airline Lambert,Dibromochloromethane,4.20 ppb,0.1 ppb,
Marana Municipal - Airline Lambert,Haloacetic acids (HAA5)†,3.57 ppb,0.1 ppb,60 ppb
Marana Municipal - Airline Lambert,Nitrate,3.61 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,Nitrate and nitrite,3.40 ppm,0.14 ppm,10 ppm
Marana Municipal - Airline Lambert,"Radium, combined (-226 &amp; -228)",0.13 pCi/L,0.05 pCi/L,5 pCi/L
Marana Municipal - Airline Lambert,Total trihalomethanes (TTHMs)†,21.6 ppb,0.15 ppb,80 ppb
Marana Municipal - Airline Lambert,Barium,39.3 ppb,700 ppb,"2,000 ppb"
Marana Municipal - Airline Lambert,Ethylbenzene,0.0257 ppb,300 ppb,700 ppb
Marana Municipal - Airline Lambert,Fluoride,0.540 ppm,,4 ppm
Marana Municipal - Airline Lambert,Monochlorobenzene (chlorobenzene),0.0261 ppb,70 ppb,100 ppb
Marana Municipal - Airline Lambert,Xylenes (total),0.348 ppb,"1,800 ppb","10,000 ppb"
Marana Municipal - Airline Lambert,None,,,
Mesaland Water Company,Nitrate,1.48 ppm,0.14 ppm,10 ppm
Mesaland Water Company,None,,,
Samalayucca Improvement Association,Nitrate,1.38 ppm,0.14 ppm,10 ppm
Samalayucca Improvement Association,Total trihalomethanes (TTHMs)†,0.475 ppb,0.15 ppb,80 ppb
Samalayucca Improvement Association,None,,,
Mission Palms Apartments,Nitrate,2.32 ppm,0.14 ppm,10 ppm
Mission Palms Apartments,"Radium, combined (-226 &amp; -228)",2.50 pCi/L,0.05 pCi/L,5 pCi/L
Mission Palms Apartments,Total trihalomethanes (TTHMs)†,0.473 ppb,0.15 ppb,80 ppb
Mission Palms Apartments,None,,,
Amber Ridge/park Place Apartments,Barium,11.8 ppb,700 ppb,"2,000 ppb"
Amber Ridge/park Place Apartments,Nitrate and nitrite,0.0412 ppm,0.14 ppm,10 ppm
Amber Ridge/park Place Apartments,None,,,
Casitas De Castilian,Nitrate,2.88 ppm,0.14 ppm,10 ppm
Casitas De Castilian,None,,,
Oracle North Homeowners Association,Arsenic,3.20 ppb,0.004 ppb,10 ppb
Oracle North Homeowners Association,Nitrate,4.46 ppm,0.14 ppm,10 ppm
Oracle North Homeowners Association,Barium,200.0 ppb,700 ppb,"2,000 ppb"
Oracle North Homeowners Association,Fluoride,0.540 ppm,,4 ppm
Oracle North Homeowners Association,None,,,
Villa Capri Mobile Home Park,Nitrate,6.14 ppm,0.14 ppm,10 ppm
Villa Capri Mobile Home Park,Total trihalomethanes (TTHMs)†,3.49 ppb,0.15 ppb,80 ppb
Villa Capri Mobile Home Park,None,,,
Diamond Grove Mobile Home Estates,Haloacetic acids (HAA5)†,0.525 ppb,0.1 ppb,60 ppb
Diamond Grove Mobile Home Estates,Nitrate,6.28 ppm,0.14 ppm,10 ppm
Diamond Grove Mobile Home Estates,Total trihalomethanes (TTHMs)†,3.49 ppb,0.15 ppb,80 ppb
Diamond Grove Mobile Home Estates,None,,,
Crescent Manor Mobile Home Park,Nitrate,2.57 ppm,0.14 ppm,10 ppm
Crescent Manor Mobile Home Park,None,,,
Desert Shores Rv Mobile Home Park,Nitrate,4.59 ppm,0.14 ppm,10 ppm
Desert Shores Rv Mobile Home Park,None,,,
Silver Cholla Mobile Home Park,Nitrate,7.42 ppm,0.14 ppm,10 ppm
Silver Cholla Mobile Home Park,Nitrate and nitrite,7.84 ppm,0.14 ppm,10 ppm
Silver Cholla Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.35 pCi/L,0.05 pCi/L,5 pCi/L
Silver Cholla Mobile Home Park,Trichloroethylene,1.28 ppb,0.4 ppb,5 ppb
Silver Cholla Mobile Home Park,"1,1-Dichloroethylene",0.360 ppb,,7 ppb
Silver Cholla Mobile Home Park,None,,,
Bermuda Gardens Trailer Park,Arsenic,1.30 ppb,0.004 ppb,10 ppb
Bermuda Gardens Trailer Park,Nitrate,2.10 ppm,0.14 ppm,10 ppm
Bermuda Gardens Trailer Park,Barium,95.0 ppb,700 ppb,"2,000 ppb"
Bermuda Gardens Trailer Park,Fluoride,0.0970 ppm,,4 ppm
Bermuda Gardens Trailer Park,None,,,
North La Cholla Mobile Home Park,Nitrate,6.50 ppm,0.14 ppm,10 ppm
North La Cholla Mobile Home Park,Trichloroethylene,1.10 ppb,0.4 ppb,5 ppb
North La Cholla Mobile Home Park,"1,1-Dichloroethylene",0.467 ppb,,7 ppb
North La Cholla Mobile Home Park,None,,,
Ray Water Company Inc.,Nitrate,0.676 ppm,0.14 ppm,10 ppm
Ray Water Company Inc.,"Radium, combined (-226 &amp; -228)",0.17 pCi/L,0.05 pCi/L,5 pCi/L
Ray Water Company Inc.,None,,,
Town Country Mobile Home Park,Nitrate,0.665 ppm,0.14 ppm,10 ppm
Town Country Mobile Home Park,None,,,
Ranchwood Mobile Park Community,Nitrate,1.91 ppm,0.14 ppm,10 ppm
Ranchwood Mobile Park Community,Nitrate and nitrite,1.80 ppm,0.14 ppm,10 ppm
Ranchwood Mobile Park Community,Di(2-ethylhexyl) phthalate,1.07 ppb,3 ppb,6 ppb
Ranchwood Mobile Park Community,None,,,
Colonial Mobile Court,"Radium, combined (-226 &amp; -228)",0.51 pCi/L,0.05 pCi/L,5 pCi/L
Colonial Mobile Court,Barium,110.0 ppb,700 ppb,"2,000 ppb"
Colonial Mobile Court,Chloroform,0.450 ppb,0.4 ppb,
Colonial Mobile Court,Chromium (total),0.500 ppb,,100 ppb
