Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Town of Utica,None,,,
City of Brandon,Arsenic,0.0250 ppb,0.004 ppb,10 ppb
City of Brandon,Bromodichloromethane,4.95 ppb,0.06 ppb,
City of Brandon,Bromoform,2.29 ppb,0.5 ppb,
City of Brandon,Chloroform,10.7 ppb,0.4 ppb,
City of Brandon,Dibromoacetic acid,1.06 ppb,0.04 ppb,
City of Brandon,Dibromochloromethane,3.88 ppb,0.1 ppb,
City of Brandon,Dichloroacetic acid,5.39 ppb,0.2 ppb,
City of Brandon,Haloacetic acids (HAA5)†,13.9 ppb,0.1 ppb,60 ppb
City of Brandon,Haloacetic acids (HAA9)†,17.1 ppb,0.06 ppb,
City of Brandon,"Radium, combined (-226 &amp; -228)",0.56 pCi/L,0.05 pCi/L,5 pCi/L
City of Brandon,Total trihalomethanes (TTHMs)†,21.8 ppb,0.15 ppb,80 ppb
City of Brandon,Trichloroacetic acid,4.89 ppb,0.1 ppb,
City of Brandon,Barium,2.48 ppb,700 ppb,"2,000 ppb"
City of Brandon,Chromium (hexavalent),0.0151 ppb,0.02 ppb,
City of Brandon,Chromium (total),0.303 ppb,,100 ppb
City of Brandon,Fluoride,0.569 ppm,,4 ppm
City of Brandon,Manganese,0.852 ppb,100 ppb,
City of Brandon,Monobromoacetic acid,0.0556 ppb,25 ppb,
City of Brandon,Monochloroacetic acid,2.50 ppb,53 ppb,
City of Brandon,Nitrite,0.00182 ppm,,1 ppm
City of Brandon,Strontium,0.0148 ppb,"1,500 ppb",
City of Brandon,Vanadium,0.0116 ppb,21 ppb,
City of Brandon,Xylenes (total),0.0384 ppb,"1,800 ppb","10,000 ppb"
City of Brandon,None,,,
City of Pearl,Bromodichloromethane,3.42 ppb,0.06 ppb,
City of Pearl,Chloroform,17.8 ppb,0.4 ppb,
City of Pearl,Dibromochloromethane,0.295 ppb,0.1 ppb,
City of Pearl,Dichloroacetic acid,7.89 ppb,0.2 ppb,
City of Pearl,Haloacetic acids (HAA5)†,16.4 ppb,0.1 ppb,60 ppb
City of Pearl,Haloacetic acids (HAA9)†,12.1 ppb,0.06 ppb,
City of Pearl,"Radium, combined (-226 &amp; -228)",0.31 pCi/L,0.05 pCi/L,5 pCi/L
City of Pearl,Total trihalomethanes (TTHMs)†,21.5 ppb,0.15 ppb,80 ppb
City of Pearl,Trichloroacetic acid,7.00 ppb,0.1 ppb,
City of Pearl,Barium,1.43 ppb,700 ppb,"2,000 ppb"
City of Pearl,butylated hydroxyanisole ,0.00650 ppb,,
City of Pearl,Chromium (hexavalent),0.00350 ppb,0.02 ppb,
City of Pearl,Chromium (total),1.45 ppb,,100 ppb
City of Pearl,Fluoride,0.958 ppm,,4 ppm
City of Pearl,Manganese,0.150 ppb,100 ppb,
City of Pearl,Monochloroacetic acid,1.47 ppb,53 ppb,
City of Pearl,o-toluidine ,0.00155 ppb,,
City of Pearl,Quinoline,0.00480 ppb,,
City of Pearl,Strontium,0.00717 ppb,"1,500 ppb",
City of Pearl,Vanadium,0.0224 ppb,21 ppb,
City of Pearl,None,,,
City of Flowood,Arsenic,0.0263 ppb,0.004 ppb,10 ppb
City of Flowood,Bromodichloromethane,3.65 ppb,0.06 ppb,
City of Flowood,Chloroform,14.5 ppb,0.4 ppb,
City of Flowood,Dibromoacetic acid,0.531 ppb,0.04 ppb,
City of Flowood,Dibromochloromethane,1.54 ppb,0.1 ppb,
City of Flowood,Dichloroacetic acid,6.57 ppb,0.2 ppb,
City of Flowood,Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
City of Flowood,Haloacetic acids (HAA9)†,15.6 ppb,0.06 ppb,
City of Flowood,"Radium, combined (-226 &amp; -228)",0.54 pCi/L,0.05 pCi/L,5 pCi/L
City of Flowood,Total trihalomethanes (TTHMs)†,19.8 ppb,0.15 ppb,80 ppb
City of Flowood,Trichloroacetic acid,7.19 ppb,0.1 ppb,
City of Flowood,1-Butanol ,0.361 ppb,,
City of Flowood,Barium,2.55 ppb,700 ppb,"2,000 ppb"
City of Flowood,Bromoform,0.127 ppb,0.5 ppb,
City of Flowood,Chromium (hexavalent),0.0114 ppb,0.02 ppb,
City of Flowood,Chromium (total),0.451 ppb,,100 ppb
City of Flowood,Cyanide,2.17 ppb,,200 ppb
City of Flowood,Fluoride,0.749 ppm,,4 ppm
City of Flowood,Manganese,1.13 ppb,100 ppb,
City of Flowood,Monobromoacetic acid,0.500 ppb,25 ppb,
City of Flowood,Monochloroacetic acid,0.990 ppb,53 ppb,
City of Flowood,Strontium,0.0138 ppb,"1,500 ppb",
City of Flowood,Vanadium,0.0512 ppb,21 ppb,
City of Flowood,None,,,
PRVWSD-Pelahatchie Bay,Bromodichloromethane,3.97 ppb,0.06 ppb,
PRVWSD-Pelahatchie Bay,Chloroform,9.86 ppb,0.4 ppb,
PRVWSD-Pelahatchie Bay,Dibromochloromethane,1.35 ppb,0.1 ppb,
PRVWSD-Pelahatchie Bay,Dichloroacetic acid,6.24 ppb,0.2 ppb,
PRVWSD-Pelahatchie Bay,Haloacetic acids (HAA5)†,16.2 ppb,0.1 ppb,60 ppb
PRVWSD-Pelahatchie Bay,Haloacetic acids (HAA9)†,18.4 ppb,0.06 ppb,
PRVWSD-Pelahatchie Bay,Total trihalomethanes (TTHMs)†,15.2 ppb,0.15 ppb,80 ppb
PRVWSD-Pelahatchie Bay,Trichloroacetic acid,7.08 ppb,0.1 ppb,
PRVWSD-Pelahatchie Bay,Barium,7.44 ppb,700 ppb,"2,000 ppb"
PRVWSD-Pelahatchie Bay,Chromium (total),14.4 ppb,,100 ppb
PRVWSD-Pelahatchie Bay,Dibromoacetic acid,0.0784 ppb,0.04 ppb,
PRVWSD-Pelahatchie Bay,Fluoride,1.10 ppm,,4 ppm
PRVWSD-Pelahatchie Bay,Manganese,1.40 ppb,100 ppb,
PRVWSD-Pelahatchie Bay,Monobromoacetic acid,0.0784 ppb,25 ppb,
PRVWSD-Pelahatchie Bay,Monochloroacetic acid,2.71 ppb,53 ppb,
PRVWSD-Pelahatchie Bay,None,,,
City of Richland,Bromodichloromethane,3.32 ppb,0.06 ppb,
City of Richland,Chloroform,38.8 ppb,0.4 ppb,
City of Richland,Dichloroacetic acid,17.8 ppb,0.2 ppb,
City of Richland,Haloacetic acids (HAA5)†,31.4 ppb,0.1 ppb,60 ppb
City of Richland,Total trihalomethanes (TTHMs)†,42.1 ppb,0.15 ppb,80 ppb
City of Richland,Trichloroacetic acid,14.0 ppb,0.1 ppb,
City of Richland,Barium,1.24 ppb,700 ppb,"2,000 ppb"
City of Richland,Chromium (total),2.47 ppb,,100 ppb
City of Richland,Fluoride,1.30 ppm,,4 ppm
City of Richland,Monochloroacetic acid,0.400 ppb,53 ppb,
City of Richland,Xylenes (total),0.0589 ppb,"1,800 ppb","10,000 ppb"
City of Richland,None,,,
Fannin Water Association-north,Bromodichloromethane,4.81 ppb,0.06 ppb,
Fannin Water Association-north,Chloroform,12.2 ppb,0.4 ppb,
Fannin Water Association-north,Dibromochloromethane,1.63 ppb,0.1 ppb,
Fannin Water Association-north,Dichloroacetic acid,5.00 ppb,0.2 ppb,
Fannin Water Association-north,Haloacetic acids (HAA5)†,14.0 ppb,0.1 ppb,60 ppb
Fannin Water Association-north,Total trihalomethanes (TTHMs)†,18.6 ppb,0.15 ppb,80 ppb
Fannin Water Association-north,Trichloroacetic acid,7.00 ppb,0.1 ppb,
Fannin Water Association-north,Barium,2.48 ppb,700 ppb,"2,000 ppb"
Fannin Water Association-north,Chromium (total),2.85 ppb,,100 ppb
Fannin Water Association-north,Fluoride,0.128 ppm,,4 ppm
Fannin Water Association-north,Monobromoacetic acid,2.00 ppb,25 ppb,
Fannin Water Association-north,None,,,
Okatoma Water Association #1,Bromodichloromethane,1.16 ppb,0.06 ppb,
Okatoma Water Association #1,Haloacetic acids (HAA5)†,2.00 ppb,0.1 ppb,60 ppb
Okatoma Water Association #1,Nitrate,3.98 ppm,0.14 ppm,10 ppm
Okatoma Water Association #1,Nitrate and nitrite,3.98 ppm,0.14 ppm,10 ppm
Okatoma Water Association #1,"Radium, combined (-226 &amp; -228)",2.17 pCi/L,0.05 pCi/L,5 pCi/L
Okatoma Water Association #1,Total trihalomethanes (TTHMs)†,1.16 ppb,0.15 ppb,80 ppb
Okatoma Water Association #1,Barium,39.9 ppb,700 ppb,"2,000 ppb"
Okatoma Water Association #1,Monochloroacetic acid,2.00 ppb,53 ppb,
Okatoma Water Association #1,None,,,
Town of Florence,Arsenic,0.300 ppb,0.004 ppb,10 ppb
Town of Florence,Bromodichloromethane,10.0 ppb,0.06 ppb,
Town of Florence,Bromoform,2.79 ppb,0.5 ppb,
Town of Florence,Chloroform,11.2 ppb,0.4 ppb,
Town of Florence,Dibromoacetic acid,2.00 ppb,0.04 ppb,
Town of Florence,Dibromochloromethane,10.7 ppb,0.1 ppb,
Town of Florence,Dichloroacetic acid,14.8 ppb,0.2 ppb,
Town of Florence,Haloacetic acids (HAA5)†,40.8 ppb,0.1 ppb,60 ppb
Town of Florence,Total trihalomethanes (TTHMs)†,34.7 ppb,0.15 ppb,80 ppb
Town of Florence,Trichloroacetic acid,18.0 ppb,0.1 ppb,
Town of Florence,Barium,2.69 ppb,700 ppb,"2,000 ppb"
Town of Florence,Chromium (total),2.21 ppb,,100 ppb
Town of Florence,Fluoride,0.355 ppm,,4 ppm
Town of Florence,Manganese,4.00 ppb,100 ppb,
Town of Florence,Monobromoacetic acid,3.40 ppb,25 ppb,
Town of Florence,Monochloroacetic acid,2.00 ppb,53 ppb,
Town of Florence,Selenium,1.01 ppb,30 ppb,50 ppb
Town of Florence,Xylenes (total),0.205 ppb,"1,800 ppb","10,000 ppb"
Town of Florence,None,,,
Greenfield Water and Sewer,Arsenic,3.00 ppb,0.004 ppb,10 ppb
Greenfield Water and Sewer,Nitrate,2.32 ppm,0.14 ppm,10 ppm
Greenfield Water and Sewer,Nitrate and nitrite,2.36 ppm,0.14 ppm,10 ppm
Greenfield Water and Sewer,"Radium, combined (-226 &amp; -228)",1.90 pCi/L,0.05 pCi/L,5 pCi/L
Greenfield Water and Sewer,Uranium,2.18 pCi/L,0.43 pCi/L,20 pCi/L
Greenfield Water and Sewer,Barium,94.0 ppb,700 ppb,"2,000 ppb"
Greenfield Water and Sewer,Fluoride,0.200 ppm,,4 ppm
Greenfield Water and Sewer,Selenium,2.00 ppb,30 ppb,50 ppb
Greenfield Water and Sewer,None,,,
City of Flowood,Arsenic,0.0263 ppb,0.004 ppb,10 ppb
City of Flowood,Bromodichloromethane,3.65 ppb,0.06 ppb,
City of Flowood,Chloroform,14.5 ppb,0.4 ppb,
City of Flowood,Dibromoacetic acid,0.531 ppb,0.04 ppb,
City of Flowood,Dibromochloromethane,1.54 ppb,0.1 ppb,
City of Flowood,Dichloroacetic acid,6.57 ppb,0.2 ppb,
City of Flowood,Haloacetic acids (HAA5)†,15.7 ppb,0.1 ppb,60 ppb
City of Flowood,Haloacetic acids (HAA9)†,15.6 ppb,0.06 ppb,
City of Flowood,"Radium, combined (-226 &amp; -228)",0.54 pCi/L,0.05 pCi/L,5 pCi/L
City of Flowood,Total trihalomethanes (TTHMs)†,19.8 ppb,0.15 ppb,80 ppb
City of Flowood,Trichloroacetic acid,7.19 ppb,0.1 ppb,
City of Flowood,1-Butanol ,0.361 ppb,,
City of Flowood,Barium,2.55 ppb,700 ppb,"2,000 ppb"
City of Flowood,Bromoform,0.127 ppb,0.5 ppb,
City of Flowood,Chromium (hexavalent),0.0114 ppb,0.02 ppb,
City of Flowood,Chromium (total),0.451 ppb,,100 ppb
City of Flowood,Cyanide,2.17 ppb,,200 ppb
City of Flowood,Fluoride,0.749 ppm,,4 ppm
City of Flowood,Manganese,1.13 ppb,100 ppb,
City of Flowood,Monobromoacetic acid,0.500 ppb,25 ppb,
City of Flowood,Monochloroacetic acid,0.990 ppb,53 ppb,
City of Flowood,Strontium,0.0138 ppb,"1,500 ppb",
City of Flowood,Vanadium,0.0512 ppb,21 ppb,
City of Flowood,None,,,
Bear Creek W/A-West,Bromodichloromethane,1.93 ppb,0.06 ppb,
Bear Creek W/A-West,Chloroform,13.2 ppb,0.4 ppb,
Bear Creek W/A-West,Dibromochloromethane,0.227 ppb,0.1 ppb,
Bear Creek W/A-West,Dichloroacetic acid,5.85 ppb,0.2 ppb,
Bear Creek W/A-West,Haloacetic acids (HAA5)†,12.8 ppb,0.1 ppb,60 ppb
Bear Creek W/A-West,Haloacetic acids (HAA9)†,14.9 ppb,0.06 ppb,
Bear Creek W/A-West,"Radium, combined (-226 &amp; -228)",0.38 pCi/L,0.05 pCi/L,5 pCi/L
Bear Creek W/A-West,Total trihalomethanes (TTHMs)†,15.3 ppb,0.15 ppb,80 ppb
Bear Creek W/A-West,Trichloroacetic acid,5.10 ppb,0.1 ppb,
Bear Creek W/A-West,Barium,8.04 ppb,700 ppb,"2,000 ppb"
Bear Creek W/A-West,Chromium (total),1.13 ppb,,100 ppb
Bear Creek W/A-West,Fluoride,0.228 ppm,,4 ppm
Bear Creek W/A-West,Manganese,1.59 ppb,100 ppb,
Bear Creek W/A-West,Molybdenum,0.205 ppb,40 ppb,
Bear Creek W/A-West,Monochloroacetic acid,1.85 ppb,53 ppb,
Bear Creek W/A-West,Strontium,0.0282 ppb,"1,500 ppb",
Bear Creek W/A-West,None,,,
Bear Creek WA - East,Bromodichloromethane,3.52 ppb,0.06 ppb,
Bear Creek WA - East,Chloroform,13.9 ppb,0.4 ppb,
Bear Creek WA - East,Dibromoacetic acid,0.1000 ppb,0.04 ppb,
Bear Creek WA - East,Dibromochloromethane,0.584 ppb,0.1 ppb,
Bear Creek WA - East,Dichloroacetic acid,4.95 ppb,0.2 ppb,
Bear Creek WA - East,Haloacetic acids (HAA5)†,10.9 ppb,0.1 ppb,60 ppb
Bear Creek WA - East,Haloacetic acids (HAA9)†,22.2 ppb,0.06 ppb,
Bear Creek WA - East,"Radium, combined (-226 &amp; -228)",0.63 pCi/L,0.05 pCi/L,5 pCi/L
Bear Creek WA - East,Total trihalomethanes (TTHMs)†,18.0 ppb,0.15 ppb,80 ppb
Bear Creek WA - East,Trichloroacetic acid,4.85 ppb,0.1 ppb,
Bear Creek WA - East,Barium,14.3 ppb,700 ppb,"2,000 ppb"
Bear Creek WA - East,Bromoform,0.0568 ppb,0.5 ppb,
Bear Creek WA - East,Chromium (hexavalent),0.0267 ppb,0.02 ppb,
Bear Creek WA - East,Chromium (total),1.10 ppb,,100 ppb
Bear Creek WA - East,Fluoride,0.250 ppm,,4 ppm
Bear Creek WA - East,Manganese,26.3 ppb,100 ppb,
Bear Creek WA - East,Monochloroacetic acid,1.000 ppb,53 ppb,
Bear Creek WA - East,Strontium,0.0547 ppb,"1,500 ppb",
Bear Creek WA - East,Xylenes (total),0.142 ppb,"1,800 ppb","10,000 ppb"
Bear Creek WA - East,None,,,
Big Black W/a-camden,Bromodichloromethane,3.50 ppb,0.06 ppb,
Big Black W/a-camden,Chloroform,41.0 ppb,0.4 ppb,
Big Black W/a-camden,Dibromoacetic acid,0.188 ppb,0.04 ppb,
Big Black W/a-camden,Dichloroacetic acid,16.3 ppb,0.2 ppb,
Big Black W/a-camden,Haloacetic acids (HAA5)†,39.3 ppb,0.1 ppb,60 ppb
Big Black W/a-camden,Total trihalomethanes (TTHMs)†,44.6 ppb,0.15 ppb,80 ppb
Big Black W/a-camden,Trichloroacetic acid,21.1 ppb,0.1 ppb,
Big Black W/a-camden,Barium,5.65 ppb,700 ppb,"2,000 ppb"
Big Black W/a-camden,Chromium (total),0.500 ppb,,100 ppb
Big Black W/a-camden,Fluoride,0.254 ppm,,4 ppm
Big Black W/a-camden,Monobromoacetic acid,0.0938 ppb,25 ppb,
Big Black W/a-camden,Monochloroacetic acid,1.69 ppb,53 ppb,
Big Black W/a-camden,None,,,
Big Black Water Association,Bromodichloromethane,2.64 ppb,0.06 ppb,
Big Black Water Association,Chloroform,41.4 ppb,0.4 ppb,
Big Black Water Association,Dichloroacetic acid,13.8 ppb,0.2 ppb,
Big Black Water Association,Haloacetic acids (HAA5)†,30.5 ppb,0.1 ppb,60 ppb
Big Black Water Association,Total trihalomethanes (TTHMs)†,44.1 ppb,0.15 ppb,80 ppb
Big Black Water Association,Trichloroacetic acid,16.0 ppb,0.1 ppb,
Big Black Water Association,Barium,6.50 ppb,700 ppb,"2,000 ppb"
Big Black Water Association,Chromium (total),1.25 ppb,,100 ppb
Big Black Water Association,Fluoride,0.349 ppm,,4 ppm
Big Black Water Association,Monobromoacetic acid,0.0208 ppb,25 ppb,
Big Black Water Association,Monochloroacetic acid,0.542 ppb,53 ppb,
Big Black Water Association,None,,,
Cameron Community Water System,Bromodichloromethane,3.54 ppb,0.06 ppb,
Cameron Community Water System,Chloroform,30.6 ppb,0.4 ppb,
Cameron Community Water System,Dichloroacetic acid,14.0 ppb,0.2 ppb,
Cameron Community Water System,Haloacetic acids (HAA5)†,32.2 ppb,0.1 ppb,60 ppb
Cameron Community Water System,"Radium, combined (-226 &amp; -228)",0.82 pCi/L,0.05 pCi/L,5 pCi/L
Cameron Community Water System,Total trihalomethanes (TTHMs)†,34.2 ppb,0.15 ppb,80 ppb
Cameron Community Water System,Trichloroacetic acid,16.4 ppb,0.1 ppb,
Cameron Community Water System,Barium,10.2 ppb,700 ppb,"2,000 ppb"
Cameron Community Water System,Chromium (total),1.40 ppb,,100 ppb
Cameron Community Water System,Fluoride,0.156 ppm,,4 ppm
Cameron Community Water System,Monochloroacetic acid,1.80 ppb,53 ppb,
Cameron Community Water System,Xylenes (total),0.259 ppb,"1,800 ppb","10,000 ppb"
Cameron Community Water System,None,,,
City of Canton,Arsenic,0.150 ppb,0.004 ppb,10 ppb
City of Canton,Bromodichloromethane,2.80 ppb,0.06 ppb,
City of Canton,Chloroform,8.00 ppb,0.4 ppb,
City of Canton,Dibromochloromethane,1.52 ppb,0.1 ppb,
City of Canton,Dichloroacetic acid,4.26 ppb,0.2 ppb,
City of Canton,Haloacetic acids (HAA5)†,9.74 ppb,0.1 ppb,60 ppb
City of Canton,Haloacetic acids (HAA9)†,8.46 ppb,0.06 ppb,
City of Canton,"Radium, combined (-226 &amp; -228)",1.85 pCi/L,0.05 pCi/L,5 pCi/L
City of Canton,Total trihalomethanes (TTHMs)†,12.3 ppb,0.15 ppb,80 ppb
City of Canton,Trichloroacetic acid,2.84 ppb,0.1 ppb,
City of Canton,Barium,25.8 ppb,700 ppb,"2,000 ppb"
City of Canton,Chlorate,5.81 ppb,210 ppb,
City of Canton,Chromium (total),0.640 ppb,,100 ppb
City of Canton,Dibromoacetic acid,0.0526 ppb,0.04 ppb,
City of Canton,Fluoride,0.845 ppm,,4 ppm
City of Canton,Manganese,24.4 ppb,100 ppb,
City of Canton,Monobromoacetic acid,0.316 ppb,25 ppb,
City of Canton,Monochloroacetic acid,2.26 ppb,53 ppb,
City of Canton,Strontium,0.129 ppb,"1,500 ppb",
City of Canton,Vanadium,0.0347 ppb,21 ppb,
City of Canton,None,,,
City of Madison,Bromodichloromethane,5.78 ppb,0.06 ppb,
City of Madison,Bromoform,1.30 ppb,0.5 ppb,
City of Madison,Chloroform,31.2 ppb,0.4 ppb,
City of Madison,Dibromoacetic acid,0.500 ppb,0.04 ppb,
City of Madison,Dibromochloromethane,3.14 ppb,0.1 ppb,
City of Madison,Dichloroacetic acid,7.27 ppb,0.2 ppb,
City of Madison,Haloacetic acids (HAA5)†,16.2 ppb,0.1 ppb,60 ppb
City of Madison,Haloacetic acids (HAA9)†,28.6 ppb,0.06 ppb,
City of Madison,"Radium, combined (-226 &amp; -228)",0.49 pCi/L,0.05 pCi/L,5 pCi/L
City of Madison,Total trihalomethanes (TTHMs)†,41.5 ppb,0.15 ppb,80 ppb
City of Madison,Trichloroacetic acid,7.93 ppb,0.1 ppb,
City of Madison,Barium,13.4 ppb,700 ppb,"2,000 ppb"
City of Madison,Chromium (hexavalent),0.0194 ppb,0.02 ppb,
City of Madison,Chromium (total),0.267 ppb,,100 ppb
City of Madison,Fluoride,0.899 ppm,,4 ppm
City of Madison,Manganese,2.60 ppb,100 ppb,
City of Madison,Monobromoacetic acid,0.0111 ppb,25 ppb,
City of Madison,Monochloroacetic acid,0.278 ppb,53 ppb,
City of Madison,Nitrate,0.00409 ppm,0.14 ppm,10 ppm
City of Madison,Nitrate and nitrite,0.00455 ppm,0.14 ppm,10 ppm
City of Madison,Strontium,0.0527 ppb,"1,500 ppb",
City of Madison,Vanadium,0.0596 ppb,21 ppb,
City of Madison,None,,,
City of Ridgeland,Arsenic,0.0278 ppb,0.004 ppb,10 ppb
City of Ridgeland,Bromodichloromethane,3.87 ppb,0.06 ppb,
City of Ridgeland,Chloroform,32.4 ppb,0.4 ppb,
City of Ridgeland,Dibromoacetic acid,0.325 ppb,0.04 ppb,
City of Ridgeland,Dibromochloromethane,0.948 ppb,0.1 ppb,
City of Ridgeland,Dichloroacetic acid,13.3 ppb,0.2 ppb,
City of Ridgeland,Haloacetic acids (HAA5)†,32.4 ppb,0.1 ppb,60 ppb
City of Ridgeland,Haloacetic acids (HAA9)†,34.8 ppb,0.06 ppb,
City of Ridgeland,"Radium, combined (-226 &amp; -228)",0.21 pCi/L,0.05 pCi/L,5 pCi/L
City of Ridgeland,Total trihalomethanes (TTHMs)†,37.7 ppb,0.15 ppb,80 ppb
City of Ridgeland,Trichloroacetic acid,16.3 ppb,0.1 ppb,
City of Ridgeland,Barium,3.33 ppb,700 ppb,"2,000 ppb"
City of Ridgeland,Bromoform,0.412 ppb,0.5 ppb,
City of Ridgeland,Carbon tetrachloride,0.0517 ppb,0.1 ppb,5 ppb
City of Ridgeland,Chromium (hexavalent),0.00300 ppb,0.02 ppb,
City of Ridgeland,Chromium (total),1.36 ppb,,100 ppb
City of Ridgeland,Fluoride,0.772 ppm,,4 ppm
City of Ridgeland,Manganese,0.716 ppb,100 ppb,
City of Ridgeland,Monobromoacetic acid,0.150 ppb,25 ppb,
City of Ridgeland,Monochloroacetic acid,2.18 ppb,53 ppb,
City of Ridgeland,Nitrate,0.00367 ppm,0.14 ppm,10 ppm
City of Ridgeland,Nitrate and nitrite,0.00367 ppm,0.14 ppm,10 ppm
City of Ridgeland,Strontium,0.0200 ppb,"1,500 ppb",
City of Ridgeland,Vanadium,0.0603 ppb,21 ppb,
City of Ridgeland,Xylenes (total),0.136 ppb,"1,800 ppb","10,000 ppb"
City of Ridgeland,None,,,
Cmu - Lake Caroline,Bromodichloromethane,1.58 ppb,0.06 ppb,
Cmu - Lake Caroline,Carbon tetrachloride,0.408 ppb,0.1 ppb,5 ppb
Cmu - Lake Caroline,Chloroform,2.99 ppb,0.4 ppb,
Cmu - Lake Caroline,Dibromochloromethane,0.833 ppb,0.1 ppb,
Cmu - Lake Caroline,Dichloroacetic acid,1.67 ppb,0.2 ppb,
Cmu - Lake Caroline,Haloacetic acids (HAA5)†,3.33 ppb,0.1 ppb,60 ppb
Cmu - Lake Caroline,Haloacetic acids (HAA9)†,8.16 ppb,0.06 ppb,
Cmu - Lake Caroline,Total trihalomethanes (TTHMs)†,5.40 ppb,0.15 ppb,80 ppb
Cmu - Lake Caroline,Trichloroacetic acid,1.67 ppb,0.1 ppb,
Cmu - Lake Caroline,Barium,17.2 ppb,700 ppb,"2,000 ppb"
Cmu - Lake Caroline,Chromium (total),0.800 ppb,,100 ppb
Cmu - Lake Caroline,Cyanide,4.17 ppb,,200 ppb
Cmu - Lake Caroline,Fluoride,0.0395 ppm,,4 ppm
Cmu - Lake Caroline,Manganese,31.8 ppb,100 ppb,
Cmu - Lake Caroline,None,,,
East Madison Water Association-west,Arsenic,0.180 ppb,0.004 ppb,10 ppb
East Madison Water Association-west,Bromodichloromethane,5.70 ppb,0.06 ppb,
East Madison Water Association-west,Bromoform,2.77 ppb,0.5 ppb,
East Madison Water Association-west,Chloroform,28.8 ppb,0.4 ppb,
East Madison Water Association-west,Dibromoacetic acid,1.47 ppb,0.04 ppb,
East Madison Water Association-west,Dibromochloromethane,5.85 ppb,0.1 ppb,
East Madison Water Association-west,Dichloroacetic acid,13.6 ppb,0.2 ppb,
East Madison Water Association-west,Haloacetic acids (HAA5)†,32.1 ppb,0.1 ppb,60 ppb
East Madison Water Association-west,Total trihalomethanes (TTHMs)†,46.0 ppb,0.15 ppb,80 ppb
East Madison Water Association-west,Trichloroacetic acid,16.8 ppb,0.1 ppb,
East Madison Water Association-west,Antimony,0.140 ppb,1 ppb,6 ppb
East Madison Water Association-west,Barium,12.6 ppb,700 ppb,"2,000 ppb"
East Madison Water Association-west,Chromium (total),4.37 ppb,,100 ppb
East Madison Water Association-west,Fluoride,0.842 ppm,,4 ppm
East Madison Water Association-west,Monobromoacetic acid,0.277 ppb,25 ppb,
East Madison Water Association-west,Monochloroacetic acid,1.38 ppb,53 ppb,
East Madison Water Association-west,Nitrite,0.00133 ppm,,1 ppm
East Madison Water Association-west,Selenium,0.960 ppb,30 ppb,50 ppb
East Madison Water Association-west,None,,,
Lake Lorman Utility District,Bromodichloromethane,0.571 ppb,0.06 ppb,
Lake Lorman Utility District,Bromoform,1.41 ppb,0.5 ppb,
Lake Lorman Utility District,Dibromoacetic acid,0.889 ppb,0.04 ppb,
Lake Lorman Utility District,Dibromochloromethane,1.20 ppb,0.1 ppb,
Lake Lorman Utility District,Haloacetic acids (HAA5)†,1.44 ppb,0.1 ppb,60 ppb
Lake Lorman Utility District,Total trihalomethanes (TTHMs)†,3.39 ppb,0.15 ppb,80 ppb
Lake Lorman Utility District,Barium,15.2 ppb,700 ppb,"2,000 ppb"
Lake Lorman Utility District,Chloroform,0.219 ppb,0.4 ppb,
Lake Lorman Utility District,Chromium (total),1.65 ppb,,100 ppb
Lake Lorman Utility District,Dichloroacetic acid,0.222 ppb,0.2 ppb,
Lake Lorman Utility District,Fluoride,0.156 ppm,,4 ppm
Lake Lorman Utility District,Monochloroacetic acid,0.333 ppb,53 ppb,
Lake Lorman Utility District,Xylenes (total),0.246 ppb,"1,800 ppb","10,000 ppb"
Lake Lorman Utility District,None,,,
Prvwsd-main Harbor,Bromodichloromethane,5.91 ppb,0.06 ppb,
Prvwsd-main Harbor,Bromoform,1.10 ppb,0.5 ppb,
Prvwsd-main Harbor,Chloroform,28.2 ppb,0.4 ppb,
Prvwsd-main Harbor,Dibromoacetic acid,0.667 ppb,0.04 ppb,
Prvwsd-main Harbor,Dibromochloromethane,2.24 ppb,0.1 ppb,
Prvwsd-main Harbor,Dichloroacetic acid,12.3 ppb,0.2 ppb,
Prvwsd-main Harbor,Haloacetic acids (HAA5)†,24.3 ppb,0.1 ppb,60 ppb
Prvwsd-main Harbor,Total trihalomethanes (TTHMs)†,37.5 ppb,0.15 ppb,80 ppb
Prvwsd-main Harbor,Trichloroacetic acid,11.3 ppb,0.1 ppb,
Prvwsd-main Harbor,Barium,4.68 ppb,700 ppb,"2,000 ppb"
Prvwsd-main Harbor,Chromium (total),0.425 ppb,,100 ppb
Prvwsd-main Harbor,Fluoride,0.715 ppm,,4 ppm
Prvwsd-main Harbor,None,,,
Prvwsd-twin Harbor,Bromodichloromethane,5.38 ppb,0.06 ppb,
Prvwsd-twin Harbor,Bromoform,1.06 ppb,0.5 ppb,
Prvwsd-twin Harbor,Chloroform,19.5 ppb,0.4 ppb,
Prvwsd-twin Harbor,Dibromoacetic acid,0.667 ppb,0.04 ppb,
Prvwsd-twin Harbor,Dibromochloromethane,2.37 ppb,0.1 ppb,
Prvwsd-twin Harbor,Dichloroacetic acid,9.33 ppb,0.2 ppb,
Prvwsd-twin Harbor,Haloacetic acids (HAA5)†,18.3 ppb,0.1 ppb,60 ppb
