Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Prattville,Nitrate,0.0455 ppm,0.14 ppm,10 ppm
Prattville,Perfluoroheptanoic acid (PFHPA),1.60 ppt,1 ppt,
Prattville,Strontium,0.0910 ppb,"1,500 ppb",
Prattville,Vanadium,0.190 ppb,21 ppb,
Prattville,Xylenes (total),0.0352 ppb,"1,800 ppb","10,000 ppb"
Prattville,None,,,
West Autauga Water Authority,Chromium (hexavalent),0.154 ppb,0.02 ppb,
West Autauga Water Authority,Haloacetic acids (HAA5)†,2.24 ppb,0.1 ppb,60 ppb
West Autauga Water Authority,"Radium, combined (-226 &amp; -228)",0.30 pCi/L,0.05 pCi/L,5 pCi/L
West Autauga Water Authority,Total trihalomethanes (TTHMs)†,10.3 ppb,0.15 ppb,80 ppb
West Autauga Water Authority,Barium,63.0 ppb,700 ppb,"2,000 ppb"
West Autauga Water Authority,Chromium (total),0.0514 ppb,,100 ppb
West Autauga Water Authority,Manganese,0.623 ppb,100 ppb,
West Autauga Water Authority,Nitrate,0.195 ppm,0.14 ppm,10 ppm
West Autauga Water Authority,Nitrate and nitrite,0.185 ppm,0.14 ppm,10 ppm
West Autauga Water Authority,Strontium,0.0348 ppb,"1,500 ppb",
West Autauga Water Authority,None,,,
Bakerhill Water Authority,Bromodichloromethane,1.01 ppb,0.06 ppb,
Bakerhill Water Authority,Dibromochloromethane,1.41 ppb,0.1 ppb,
Bakerhill Water Authority,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Bakerhill Water Authority,"Radium, combined (-226 &amp; -228)",0.73 pCi/L,0.05 pCi/L,5 pCi/L
Bakerhill Water Authority,Total trihalomethanes (TTHMs)†,5.15 ppb,0.15 ppb,80 ppb
Bakerhill Water Authority,Aluminum,15.9 ppb,600 ppb,
Bakerhill Water Authority,Barium,1.55 ppb,700 ppb,"2,000 ppb"
Bakerhill Water Authority,Bromoform,0.894 ppb,0.5 ppb,
Bakerhill Water Authority,Chloroform,0.657 ppb,0.4 ppb,
Bakerhill Water Authority,Fluoride,0.647 ppm,,4 ppm
Bakerhill Water Authority,Nitrate,0.154 ppm,0.14 ppm,10 ppm
Bakerhill Water Authority,Nitrate and nitrite,0.134 ppm,0.14 ppm,10 ppm
Bakerhill Water Authority,Xylenes (total),0.145 ppb,"1,800 ppb","10,000 ppb"
Bakerhill Water Authority,None,,,
Banks Water System,Bromodichloromethane,0.830 ppb,0.06 ppb,
Banks Water System,Chloroform,1.49 ppb,0.4 ppb,
Banks Water System,Dibromochloromethane,0.630 ppb,0.1 ppb,
Banks Water System,Haloacetic acids (HAA5)†,1.30 ppb,0.1 ppb,60 ppb
Banks Water System,Total trihalomethanes (TTHMs)†,6.38 ppb,0.15 ppb,80 ppb
Banks Water System,Aluminum,16.9 ppb,600 ppb,
Banks Water System,Barium,1.46 ppb,700 ppb,"2,000 ppb"
Banks Water System,Fluoride,0.670 ppm,,4 ppm
Banks Water System,Manganese,0.540 ppb,100 ppb,
Banks Water System,Nitrate,0.0325 ppm,0.14 ppm,10 ppm
Banks Water System,Nitrate and nitrite,0.0800 ppm,0.14 ppm,10 ppm
Banks Water System,None,,,
Blue Springs Water Works,Haloacetic acids (HAA5)†,2.86 ppb,0.1 ppb,60 ppb
Blue Springs Water Works,Nitrate,3.64 ppm,0.14 ppm,10 ppm
Blue Springs Water Works,Nitrate and nitrite,3.50 ppm,0.14 ppm,10 ppm
Blue Springs Water Works,Total trihalomethanes (TTHMs)†,4.06 ppb,0.15 ppb,80 ppb
Blue Springs Water Works,Aluminum,7.50 ppb,600 ppb,
Blue Springs Water Works,Barium,27.5 ppb,700 ppb,"2,000 ppb"
Blue Springs Water Works,Beryllium,0.0950 ppb,1 ppb,4 ppb
Blue Springs Water Works,Chloroform,0.0338 ppb,0.4 ppb,
Blue Springs Water Works,Manganese,4.60 ppb,100 ppb,
Blue Springs Water Works,Xylenes (total),0.886 ppb,"1,800 ppb","10,000 ppb"
Blue Springs Water Works,None,,,
Brundidge Water Department,Arsenic,0.122 ppb,0.004 ppb,10 ppb
Brundidge Water Department,Bromodichloromethane,3.51 ppb,0.06 ppb,
Brundidge Water Department,Chloroform,4.98 ppb,0.4 ppb,
Brundidge Water Department,Dibromochloromethane,3.21 ppb,0.1 ppb,
Brundidge Water Department,Haloacetic acids (HAA5)†,3.20 ppb,0.1 ppb,60 ppb
Brundidge Water Department,Total trihalomethanes (TTHMs)†,16.6 ppb,0.15 ppb,80 ppb
Brundidge Water Department,Barium,1.44 ppb,700 ppb,"2,000 ppb"
Brundidge Water Department,Bromoform,0.961 ppb,0.5 ppb,
Brundidge Water Department,Chloroethane,0.0333 ppb,,
Brundidge Water Department,Dibromomethane,0.157 ppb,,
Brundidge Water Department,Ethylbenzene,0.0500 ppb,300 ppb,700 ppb
Brundidge Water Department,Fluoride,0.624 ppm,,4 ppm
Brundidge Water Department,Naphthalene,0.141 ppb,,
Brundidge Water Department,Selenium,0.222 ppb,30 ppb,50 ppb
Brundidge Water Department,Xylenes (total),0.260 ppb,"1,800 ppb","10,000 ppb"
Brundidge Water Department,None,,,
Clayton Water Works & Sewer,Bromodichloromethane,0.158 ppb,0.06 ppb,
Clayton Water Works & Sewer,Haloacetic acids (HAA5)†,1.45 ppb,0.1 ppb,60 ppb
Clayton Water Works & Sewer,Nitrate,2.58 ppm,0.14 ppm,10 ppm
Clayton Water Works & Sewer,Nitrate and nitrite,3.22 ppm,0.14 ppm,10 ppm
Clayton Water Works & Sewer,Total trihalomethanes (TTHMs)†,13.6 ppb,0.15 ppb,80 ppb
Clayton Water Works & Sewer,Aluminum,26.3 ppb,600 ppb,
Clayton Water Works & Sewer,Barium,74.1 ppb,700 ppb,"2,000 ppb"
Clayton Water Works & Sewer,Chloroform,0.278 ppb,0.4 ppb,
Clayton Water Works & Sewer,Dibromochloromethane,0.197 ppb,0.1 ppb,
Clayton Water Works & Sewer,Fluoride,0.253 ppm,,4 ppm
Clayton Water Works & Sewer,Selenium,0.117 ppb,30 ppb,50 ppb
Clayton Water Works & Sewer,None,,,
Clio Water Works,Bromodichloromethane,0.807 ppb,0.06 ppb,
Clio Water Works,Bromoform,2.66 ppb,0.5 ppb,
Clio Water Works,Chloroform,2.14 ppb,0.4 ppb,
Clio Water Works,Dibromochloromethane,1.91 ppb,0.1 ppb,
Clio Water Works,Haloacetic acids (HAA5)†,1.95 ppb,0.1 ppb,60 ppb
Clio Water Works,"Radium, combined (-226 &amp; -228)",0.43 pCi/L,0.05 pCi/L,5 pCi/L
Clio Water Works,Total trihalomethanes (TTHMs)†,15.6 ppb,0.15 ppb,80 ppb
Clio Water Works,Aluminum,4.00 ppb,600 ppb,
Clio Water Works,Fluoride,0.820 ppm,,4 ppm
Clio Water Works,Nitrate,0.0900 ppm,0.14 ppm,10 ppm
Clio Water Works,Nitrate and nitrite,0.140 ppm,0.14 ppm,10 ppm
Clio Water Works,None,,,
Cowikee Water Authority,Bromodichloromethane,0.174 ppb,0.06 ppb,
Cowikee Water Authority,Dibromochloromethane,0.237 ppb,0.1 ppb,
Cowikee Water Authority,Haloacetic acids (HAA5)†,0.687 ppb,0.1 ppb,60 ppb
Cowikee Water Authority,"Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
Cowikee Water Authority,Total trihalomethanes (TTHMs)†,5.22 ppb,0.15 ppb,80 ppb
Cowikee Water Authority,Aluminum,3.25 ppb,600 ppb,
Cowikee Water Authority,Bromoform,0.0888 ppb,0.5 ppb,
Cowikee Water Authority,Chloroform,0.173 ppb,0.4 ppb,
Cowikee Water Authority,Nitrate,0.0450 ppm,0.14 ppm,10 ppm
Cowikee Water Authority,Xylenes (total),0.0196 ppb,"1,800 ppb","10,000 ppb"
Cowikee Water Authority,None,,,
Eufaula Water Works,Arsenic,0.0338 ppb,0.004 ppb,10 ppb
Eufaula Water Works,Bromodichloromethane,0.285 ppb,0.06 ppb,
Eufaula Water Works,Dibromochloromethane,0.378 ppb,0.1 ppb,
Eufaula Water Works,Haloacetic acids (HAA5)†,0.937 ppb,0.1 ppb,60 ppb
Eufaula Water Works,Haloacetic acids (HAA9)†,2.88 ppb,0.06 ppb,
Eufaula Water Works,Total trihalomethanes (TTHMs)†,12.8 ppb,0.15 ppb,80 ppb
Eufaula Water Works,Aluminum,7.99 ppb,600 ppb,
Eufaula Water Works,Antimony,0.396 ppb,1 ppb,6 ppb
Eufaula Water Works,Barium,0.300 ppb,700 ppb,"2,000 ppb"
Eufaula Water Works,Bromoform,0.175 ppb,0.5 ppb,
Eufaula Water Works,Chloroform,0.168 ppb,0.4 ppb,
Eufaula Water Works,Chromium (hexavalent),0.00418 ppb,0.02 ppb,
Eufaula Water Works,Chromium (total),0.0163 ppb,,100 ppb
Eufaula Water Works,Fluoride,1.38 ppm,,4 ppm
Eufaula Water Works,Germanium,0.679 ppb,,
Eufaula Water Works,Manganese,0.577 ppb,100 ppb,
Eufaula Water Works,Nitrate,0.0157 ppm,0.14 ppm,10 ppm
Eufaula Water Works,Nitrate and nitrite,0.0275 ppm,0.14 ppm,10 ppm
Eufaula Water Works,Selenium,0.109 ppb,30 ppb,50 ppb
Eufaula Water Works,Strontium,0.0167 ppb,"1,500 ppb",
Eufaula Water Works,Vanadium,0.110 ppb,21 ppb,
Eufaula Water Works,None,,,
Goshen Water Works District System,Bromodichloromethane,0.252 ppb,0.06 ppb,
Goshen Water Works District System,"Radium, combined (-226 &amp; -228)",0.49 pCi/L,0.05 pCi/L,5 pCi/L
Goshen Water Works District System,Barium,52.0 ppb,700 ppb,"2,000 ppb"
Goshen Water Works District System,Chloroform,0.602 ppb,0.4 ppb,
Goshen Water Works District System,Ethylbenzene,0.290 ppb,300 ppb,700 ppb
Goshen Water Works District System,Haloacetic acids (HAA5)†,0.195 ppb,0.1 ppb,60 ppb
Goshen Water Works District System,Manganese,99.5 ppb,100 ppb,
Goshen Water Works District System,Xylenes (total),2.73 ppb,"1,800 ppb","10,000 ppb"
Goshen Water Works District System,None,,,
East Louisville Water District,Bromodichloromethane,8.34 ppb,0.06 ppb,
East Louisville Water District,Chloroform,18.0 ppb,0.4 ppb,
East Louisville Water District,Dibromoacetic acid,0.580 ppb,0.04 ppb,
East Louisville Water District,Dibromochloromethane,2.98 ppb,0.1 ppb,
East Louisville Water District,Dichloroacetic acid,7.36 ppb,0.2 ppb,
East Louisville Water District,Haloacetic acids (HAA5)†,16.7 ppb,0.1 ppb,60 ppb
East Louisville Water District,"Radium, combined (-226 &amp; -228)",1.86 pCi/L,0.05 pCi/L,5 pCi/L
East Louisville Water District,Total trihalomethanes (TTHMs)†,29.3 ppb,0.15 ppb,80 ppb
East Louisville Water District,Trichloroacetic acid,7.10 ppb,0.1 ppb,
East Louisville Water District,Barium,22.7 ppb,700 ppb,"2,000 ppb"
East Louisville Water District,Chromium (total),0.128 ppb,,100 ppb
East Louisville Water District,Fluoride,0.158 ppm,,4 ppm
East Louisville Water District,Monobromoacetic acid,0.750 ppb,25 ppb,
East Louisville Water District,Monochloroacetic acid,0.940 ppb,53 ppb,
East Louisville Water District,Nitrate,0.214 ppm,0.14 ppm,10 ppm
East Louisville Water District,None,,,
Midway Water Works,Bromodichloromethane,0.158 ppb,0.06 ppb,
Midway Water Works,Dibromochloromethane,0.230 ppb,0.1 ppb,
Midway Water Works,Haloacetic acids (HAA5)†,0.737 ppb,0.1 ppb,60 ppb
Midway Water Works,"Radium, combined (-226 &amp; -228)",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Midway Water Works,Total trihalomethanes (TTHMs)†,8.91 ppb,0.15 ppb,80 ppb
Midway Water Works,Bromoform,0.178 ppb,0.5 ppb,
Midway Water Works,Nitrate,0.128 ppm,0.14 ppm,10 ppm
Midway Water Works,Nitrate and nitrite,0.170 ppm,0.14 ppm,10 ppm
Midway Water Works,None,,,
Mount Andrew Water Authority,Bromodichloromethane*,0.158 ppb,0.06 ppb,
Mount Andrew Water Authority,Dibromochloromethane*,0.230 ppb,0.1 ppb,
Mount Andrew Water Authority,Haloacetic acids (HAA5)†,0.733 ppb,0.1 ppb,60 ppb
Mount Andrew Water Authority,"Radium, combined (-226 &amp; -228)*",0.50 pCi/L,0.05 pCi/L,5 pCi/L
Mount Andrew Water Authority,Total trihalomethanes (TTHMs)†,16.4 ppb,0.15 ppb,80 ppb
Mount Andrew Water Authority,Bromoform*,0.178 ppb,0.5 ppb,
Mount Andrew Water Authority,Nitrate*,0.128 ppm,0.14 ppm,10 ppm
Mount Andrew Water Authority,Nitrate and nitrite*,0.170 ppm,0.14 ppm,10 ppm
Pike County Water Authority,Arsenic,0.0664 ppb,0.004 ppb,10 ppb
Pike County Water Authority,Bromodichloromethane,0.746 ppb,0.06 ppb,
Pike County Water Authority,Chloroform,2.06 ppb,0.4 ppb,
Pike County Water Authority,Dibromochloromethane,0.318 ppb,0.1 ppb,
Pike County Water Authority,Haloacetic acids (HAA5)†,2.20 ppb,0.1 ppb,60 ppb
Pike County Water Authority,Haloacetic acids (HAA9)†,3.79 ppb,0.06 ppb,
Pike County Water Authority,"Radium, combined (-226 &amp; -228)",1.00 pCi/L,0.05 pCi/L,5 pCi/L
Pike County Water Authority,Total trihalomethanes (TTHMs)†,7.46 ppb,0.15 ppb,80 ppb
Pike County Water Authority,Aluminum,11.0 ppb,600 ppb,
Pike County Water Authority,Antimony,0.310 ppb,1 ppb,6 ppb
Pike County Water Authority,Barium,14.6 ppb,700 ppb,"2,000 ppb"
Pike County Water Authority,Chloromethane,0.00645 ppb,2.69 ppb,
Pike County Water Authority,Chromium (total),0.00500 ppb,,100 ppb
Pike County Water Authority,Endrin,0.00464 ppb,0.3 ppb,2 ppb
Pike County Water Authority,Ethylbenzene,0.0142 ppb,300 ppb,700 ppb
Pike County Water Authority,Fluoride,0.509 ppm,,4 ppm
Pike County Water Authority,Germanium,0.0548 ppb,,
Pike County Water Authority,Manganese,1.02 ppb,100 ppb,
Pike County Water Authority,Molybdenum,0.220 ppb,40 ppb,
Pike County Water Authority,Nitrate,0.0295 ppm,0.14 ppm,10 ppm
Pike County Water Authority,Selenium,0.208 ppb,30 ppb,50 ppb
Pike County Water Authority,Strontium,0.208 ppb,"1,500 ppb",
Pike County Water Authority,Thallium,0.0493 ppb,0.1 ppb,2 ppb
Pike County Water Authority,None,,,
Union Springs Utility Board,Total trihalomethanes (TTHMs)†,1.02 ppb,0.15 ppb,80 ppb
Union Springs Utility Board,Aluminum,1.64 ppb,600 ppb,
Union Springs Utility Board,Antimony,0.350 ppb,1 ppb,6 ppb
Union Springs Utility Board,Barium,2.46 ppb,700 ppb,"2,000 ppb"
Union Springs Utility Board,Chloroform,0.0833 ppb,0.4 ppb,
Union Springs Utility Board,Fluoride,0.208 ppm,,4 ppm
Union Springs Utility Board,Germanium,0.0848 ppb,,
Union Springs Utility Board,Haloacetic acids (HAA9)†,0.0693 ppb,0.06 ppb,
Union Springs Utility Board,Manganese,2.16 ppb,100 ppb,
Union Springs Utility Board,Nitrate,0.00250 ppm,0.14 ppm,10 ppm
Union Springs Utility Board,None,,,
West Barbour County Water Authority,Haloacetic acids (HAA5)†,0.792 ppb,0.1 ppb,60 ppb
West Barbour County Water Authority,Total trihalomethanes (TTHMs)†,7.31 ppb,0.15 ppb,80 ppb
West Barbour County Water Authority,Fluoride,0.260 ppm,,4 ppm
West Barbour County Water Authority,Nitrate,0.161 ppm,0.14 ppm,10 ppm
West Barbour County Water Authority,Nitrate and nitrite,0.175 ppm,0.14 ppm,10 ppm
West Barbour County Water Authority,None,,,
Brantley Water Works,Bromodichloromethane,1.77 ppb,0.06 ppb,
Brantley Water Works,Chloroform,4.22 ppb,0.4 ppb,
Brantley Water Works,Haloacetic acids (HAA5)†,9.38 ppb,0.1 ppb,60 ppb
Brantley Water Works,"Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
Brantley Water Works,Total trihalomethanes (TTHMs)†,10.1 ppb,0.15 ppb,80 ppb
Brantley Water Works,Manganese,24.5 ppb,100 ppb,
Brantley Water Works,None,,,
Coffee County Water Authority,Bromodichloromethane,0.484 ppb,0.06 ppb,
Coffee County Water Authority,Bromoform,1.15 ppb,0.5 ppb,
Coffee County Water Authority,Dibromochloromethane,0.965 ppb,0.1 ppb,
Coffee County Water Authority,Haloacetic acids (HAA5)†,0.898 ppb,0.1 ppb,60 ppb
Coffee County Water Authority,Total trihalomethanes (TTHMs)†,4.14 ppb,0.15 ppb,80 ppb
Coffee County Water Authority,Barium,9.40 ppb,700 ppb,"2,000 ppb"
Coffee County Water Authority,Chloroform,0.314 ppb,0.4 ppb,
Coffee County Water Authority,Di(2-ethylhexyl) phthalate,0.0525 ppb,3 ppb,6 ppb
Coffee County Water Authority,Manganese,2.90 ppb,100 ppb,
Coffee County Water Authority,Nitrate,0.0935 ppm,0.14 ppm,10 ppm
Coffee County Water Authority,Nitrate and nitrite,0.1000 ppm,0.14 ppm,10 ppm
Coffee County Water Authority,Xylenes (total),0.0494 ppb,"1,800 ppb","10,000 ppb"
Coffee County Water Authority,None,,,
Dozier Water Works,Haloacetic acids (HAA5)†,4.28 ppb,0.1 ppb,60 ppb
Dozier Water Works,"Radium, combined (-226 &amp; -228)",0.30 pCi/L,0.05 pCi/L,5 pCi/L
Dozier Water Works,Total trihalomethanes (TTHMs)†,7.42 ppb,0.15 ppb,80 ppb
Dozier Water Works,Manganese,22.5 ppb,100 ppb,
Dozier Water Works,None,,,
Elba Water Works,Bromodichloromethane,0.396 ppb,0.06 ppb,
Elba Water Works,Haloacetic acids (HAA5)†,0.800 ppb,0.1 ppb,60 ppb
Elba Water Works,Total trihalomethanes (TTHMs)†,5.96 ppb,0.15 ppb,80 ppb
Elba Water Works,Aluminum,0.250 ppb,600 ppb,
Elba Water Works,Antimony,0.350 ppb,1 ppb,6 ppb
Elba Water Works,Barium,9.50 ppb,700 ppb,"2,000 ppb"
Elba Water Works,Chloroform,0.705 ppb,0.4 ppb,
Elba Water Works,Dibromochloromethane,0.163 ppb,0.1 ppb,
Elba Water Works,Ethylbenzene,0.102 ppb,300 ppb,700 ppb
Elba Water Works,Nitrate,0.0113 ppm,0.14 ppm,10 ppm
Elba Water Works,Xylenes (total),0.814 ppb,"1,800 ppb","10,000 ppb"
Elba Water Works,None,,,
Central Enterprise Water Company,Arsenic,1.63 ppb,0.004 ppb,10 ppb
Central Enterprise Water Company,Nitrate,3.22 ppm,0.14 ppm,10 ppm
Central Enterprise Water Company,"Radium, combined (-226 &amp; -228)",0.51 pCi/L,0.05 pCi/L,5 pCi/L
Central Enterprise Water Company,Barium,192.1 ppb,700 ppb,"2,000 ppb"
Central Enterprise Water Company,Fluoride,0.122 ppm,,4 ppm
Central Enterprise Water Company,Selenium,0.625 ppb,30 ppb,50 ppb
Central Enterprise Water Company,None,,,
Glenwood Water District,Chromium (hexavalent)*,0.392 ppb,0.02 ppb,
Glenwood Water District,Haloacetic acids (HAA9)*†,1.03 ppb,0.06 ppb,
Glenwood Water District,Nitrate*,4.42 ppm,0.14 ppm,10 ppm
Glenwood Water District,Nitrate and nitrite*,3.38 ppm,0.14 ppm,10 ppm
Glenwood Water District,"1,1-Dichloroethane*",0.0113 ppb,3 ppb,
Glenwood Water District,"1,1-Dichloroethylene*",0.00458 ppb,,7 ppb
Glenwood Water District,"1,4-Dioxane*",0.303 ppb,0.35 ppb,
Glenwood Water District,Barium*,17.3 ppb,700 ppb,"2,000 ppb"
Glenwood Water District,Chlorate*,22.0 ppb,210 ppb,
Glenwood Water District,Chlorodifluoromethane*,0.234 ppb,,
Glenwood Water District,Chlorodifluoromethane*,0.230 ppb,,
Glenwood Water District,Chromium (total)*,0.285 ppb,,100 ppb
Glenwood Water District,Cobalt*,0.773 ppb,70 ppb,
Glenwood Water District,Dacthal*,0.607 ppb,,
Glenwood Water District,Dichlorodifluoromethane*,0.0500 ppb,,
Glenwood Water District,Manganese*,2.24 ppb,100 ppb,
Glenwood Water District,MTBE*,0.0449 ppb,13 ppb,
Glenwood Water District,Perchlorate*,1.05 ppb,1 ppb,
Glenwood Water District,Strontium*,0.0354 ppb,"1,500 ppb",
Glenwood Water District,Vanadium*,0.222 ppb,21 ppb,
Jack Water System Inc.,Arsenic,0.550 ppb,0.004 ppb,10 ppb
Jack Water System Inc.,Haloacetic acids (HAA5)†,0.641 ppb,0.1 ppb,60 ppb
Jack Water System Inc.,"Radium, combined (-226 &amp; -228)",0.53 pCi/L,0.05 pCi/L,5 pCi/L
Jack Water System Inc.,Total trihalomethanes (TTHMs)†,1.95 ppb,0.15 ppb,80 ppb
Jack Water System Inc.,Barium,9.50 ppb,700 ppb,"2,000 ppb"
Jack Water System Inc.,Manganese,22.5 ppb,100 ppb,
Jack Water System Inc.,None,,,
Kinston Water Works,Arsenic,0.0750 ppb,0.004 ppb,10 ppb
Kinston Water Works,Haloacetic acids (HAA5)†,6.54 ppb,0.1 ppb,60 ppb
Kinston Water Works,"Radium, combined (-226 &amp; -228)",0.68 pCi/L,0.05 pCi/L,5 pCi/L
Kinston Water Works,Total trihalomethanes (TTHMs)†,29.0 ppb,0.15 ppb,80 ppb
Kinston Water Works,Aluminum,15.3 ppb,600 ppb,
Kinston Water Works,Barium,0.225 ppb,700 ppb,"2,000 ppb"
Kinston Water Works,Fluoride,0.0800 ppm,,4 ppm
Kinston Water Works,Manganese,2.73 ppb,100 ppb,
Kinston Water Works,Nitrate,0.0229 ppm,0.14 ppm,10 ppm
Kinston Water Works,None,,,
Luverne Water & Sewer Department,Haloacetic acids (HAA5)†,0.293 ppb,0.1 ppb,60 ppb
Luverne Water & Sewer Department,"Radium, combined (-226 &amp; -228)",0.37 pCi/L,0.05 pCi/L,5 pCi/L
Luverne Water & Sewer Department,Total trihalomethanes (TTHMs)†,5.63 ppb,0.15 ppb,80 ppb
Luverne Water & Sewer Department,Fluoride,1.09 ppm,,4 ppm
Luverne Water & Sewer Department,Nitrate,0.0883 ppm,0.14 ppm,10 ppm
Luverne Water & Sewer Department,Nitrate and nitrite,0.107 ppm,0.14 ppm,10 ppm
Luverne Water & Sewer Department,None,,,
New Brockton Water Department,Bromodichloromethane,0.243 ppb,0.06 ppb,
New Brockton Water Department,Haloacetic acids (HAA5)†,0.504 ppb,0.1 ppb,60 ppb
New Brockton Water Department,Haloacetic acids (HAA9)†,0.955 ppb,0.06 ppb,
New Brockton Water Department,Total trihalomethanes (TTHMs)†,3.17 ppb,0.15 ppb,80 ppb
New Brockton Water Department,Barium,11.9 ppb,700 ppb,"2,000 ppb"
New Brockton Water Department,Chloroform,0.415 ppb,0.4 ppb,
New Brockton Water Department,Dibromochloromethane,0.0525 ppb,0.1 ppb,
New Brockton Water Department,Manganese,0.331 ppb,100 ppb,
New Brockton Water Department,Nitrate,0.01000 ppm,0.14 ppm,10 ppm
New Brockton Water Department,Nitrate and nitrite,0.0400 ppm,0.14 ppm,10 ppm
New Brockton Water Department,Xylenes (total),0.0875 ppb,"1,800 ppb","10,000 ppb"
New Brockton Water Department,None,,,
Quint-mar Water Authority,Arsenic,0.0128 ppb,0.004 ppb,10 ppb
Quint-mar Water Authority,Bromodichloromethane,0.511 ppb,0.06 ppb,
Quint-mar Water Authority,Dibromochloromethane,0.702 ppb,0.1 ppb,
Quint-mar Water Authority,Haloacetic acids (HAA5)†,2.97 ppb,0.1 ppb,60 ppb
Quint-mar Water Authority,"Radium, combined (-226 &amp; -228)",0.49 pCi/L,0.05 pCi/L,5 pCi/L
Quint-mar Water Authority,Total trihalomethanes (TTHMs)†,11.3 ppb,0.15 ppb,80 ppb
Quint-mar Water Authority,Aldicarb,0.0625 ppb,,
Quint-mar Water Authority,Aluminum,10.8 ppb,600 ppb,
Quint-mar Water Authority,Barium,8.76 ppb,700 ppb,"2,000 ppb"
Quint-mar Water Authority,Bromoform,0.519 ppb,0.5 ppb,
Quint-mar Water Authority,Carbofuran,0.0168 ppb,0.7 ppb,40 ppb
Quint-mar Water Authority,Chloroform,0.477 ppb,0.4 ppb,
Quint-mar Water Authority,Chromium (total),0.392 ppb,,100 ppb
Quint-mar Water Authority,Cyanide,0.667 ppb,,200 ppb
Quint-mar Water Authority,Di(2-ethylhexyl) phthalate,0.0222 ppb,3 ppb,6 ppb
Quint-mar Water Authority,Fluoride,0.629 ppm,,4 ppm
Quint-mar Water Authority,Manganese,1.98 ppb,100 ppb,
Quint-mar Water Authority,Nitrate,0.0164 ppm,0.14 ppm,10 ppm
Quint-mar Water Authority,Nitrate and nitrite,0.0170 ppm,0.14 ppm,10 ppm
Quint-mar Water Authority,Selenium,0.0775 ppb,30 ppb,50 ppb
Quint-mar Water Authority,None,,,
Rutledge Water System,Bromodichloromethane,2.91 ppb,0.06 ppb,
Rutledge Water System,Chloroform,8.51 ppb,0.4 ppb,
Rutledge Water System,Dibromoacetic acid,0.1000 ppb,0.04 ppb,
Rutledge Water System,Dibromochloromethane,1.29 ppb,0.1 ppb,
Rutledge Water System,Dichloroacetic acid,3.57 ppb,0.2 ppb,
Rutledge Water System,Haloacetic acids (HAA5)†,9.35 ppb,0.1 ppb,60 ppb
Rutledge Water System,Nitrate and nitrite,1.47 ppm,0.14 ppm,10 ppm
Rutledge Water System,Total trihalomethanes (TTHMs)†,17.3 ppb,0.15 ppb,80 ppb
Rutledge Water System,Trichloroacetic acid,5.68 ppb,0.1 ppb,
Rutledge Water System,Bromoform,0.207 ppb,0.5 ppb,
Rutledge Water System,Fluoride,0.485 ppm,,4 ppm
Rutledge Water System,None,,,
South Crenshaw County Water Authority,Bromodichloromethane,1.27 ppb,0.06 ppb,
South Crenshaw County Water Authority,Chloroform,3.56 ppb,0.4 ppb,
South Crenshaw County Water Authority,Dibromochloromethane,0.939 ppb,0.1 ppb,
South Crenshaw County Water Authority,Haloacetic acids (HAA5)†,5.76 ppb,0.1 ppb,60 ppb
South Crenshaw County Water Authority,Haloacetic acids (HAA9)†,1.50 ppb,0.06 ppb,
South Crenshaw County Water Authority,"Radium, combined (-226 &amp; -228)",0.67 pCi/L,0.05 pCi/L,5 pCi/L
South Crenshaw County Water Authority,Total trihalomethanes (TTHMs)†,14.3 ppb,0.15 ppb,80 ppb
South Crenshaw County Water Authority,1-Butanol ,0.233 ppb,,
South Crenshaw County Water Authority,Aluminum,15.0 ppb,600 ppb,
South Crenshaw County Water Authority,Bromoform,0.0886 ppb,0.5 ppb,
South Crenshaw County Water Authority,Carbon tetrachloride,0.0361 ppb,0.1 ppb,5 ppb
South Crenshaw County Water Authority,Fluoride,0.0640 ppm,,4 ppm
South Crenshaw County Water Authority,Germanium,0.0625 ppb,,
South Crenshaw County Water Authority,Manganese,1.97 ppb,100 ppb,
South Crenshaw County Water Authority,Nitrate,0.116 ppm,0.14 ppm,10 ppm
South Crenshaw County Water Authority,Nitrate and nitrite,0.142 ppm,0.14 ppm,10 ppm
South Crenshaw County Water Authority,Xylenes (total),0.260 ppb,"1,800 ppb","10,000 ppb"
South Crenshaw County Water Authority,None,,,
Ariton Water Works,Haloacetic acids (HAA5)†,4.13 ppb,0.1 ppb,60 ppb
Ariton Water Works,"Radium, combined (-226 &amp; -228)",0.23 pCi/L,0.05 pCi/L,5 pCi/L
Ariton Water Works,Total trihalomethanes (TTHMs)†,6.69 ppb,0.15 ppb,80 ppb
Ariton Water Works,"1,2,4-Trimethylbenzene",0.132 ppb,,
Ariton Water Works,Barium,16.8 ppb,700 ppb,"2,000 ppb"
Ariton Water Works,Chloroform,0.217 ppb,0.4 ppb,
Ariton Water Works,Manganese,14.8 ppb,100 ppb,
Ariton Water Works,None,,,
Dale County Water Authority,Bromodichloromethane,0.978 ppb,0.06 ppb,
