Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Kampsville,None,,,
Carlinville,Arsenic,0.820 ppb,0.004 ppb,10 ppb
Carlinville,Atrazine,0.487 ppb,0.1 ppb,3 ppb
Carlinville,Bromodichloromethane,2.81 ppb,0.06 ppb,
Carlinville,Chlorite,128.9 ppb,50 ppb,"1,000 ppb"
Carlinville,Chloroform,22.3 ppb,0.4 ppb,
Carlinville,Dibromochloromethane,0.239 ppb,0.1 ppb,
Carlinville,Dichloroacetic acid,6.88 ppb,0.2 ppb,
Carlinville,Haloacetic acids (HAA5)†,13.9 ppb,0.1 ppb,60 ppb
Carlinville,Nitrate,0.950 ppm,0.14 ppm,10 ppm
Carlinville,Nitrate and nitrite,1.35 ppm,0.14 ppm,10 ppm
Carlinville,"Radium, combined (-226 &amp; -228)",0.79 pCi/L,0.05 pCi/L,5 pCi/L
Carlinville,Simazine,0.374 ppb,0.1 ppb,4 ppb
Carlinville,Total trihalomethanes (TTHMs)†,25.4 ppb,0.15 ppb,80 ppb
Carlinville,Trichloroacetic acid,6.81 ppb,0.1 ppb,
Carlinville,Aluminum,21.0 ppb,600 ppb,
Carlinville,Barium,35.0 ppb,700 ppb,"2,000 ppb"
Carlinville,Chromium (total),0.720 ppb,,100 ppb
Carlinville,Dibromoacetic acid,0.0563 ppb,0.04 ppb,
Carlinville,Fluoride,0.664 ppm,,4 ppm
Carlinville,Manganese,15.0 ppb,100 ppb,
Carlinville,Monobromoacetic acid,0.0856 ppb,25 ppb,
Carlinville,Monochloroacetic acid,0.0500 ppb,53 ppb,
Carlinville,None,,,
City of Staunton,Chromium (hexavalent),0.264 ppb,0.02 ppb,
City of Staunton,Haloacetic acids (HAA5)†,20.6 ppb,0.1 ppb,60 ppb
City of Staunton,Haloacetic acids (HAA9)†,17.2 ppb,0.06 ppb,
City of Staunton,Nitrate and nitrite,0.544 ppm,0.14 ppm,10 ppm
City of Staunton,"Radium, combined (-226 &amp; -228)",0.93 pCi/L,0.05 pCi/L,5 pCi/L
City of Staunton,Total trihalomethanes (TTHMs)†,21.2 ppb,0.15 ppb,80 ppb
City of Staunton,Aluminum,20.5 ppb,600 ppb,
City of Staunton,Antimony,0.0500 ppb,1 ppb,6 ppb
City of Staunton,Barium,18.6 ppb,700 ppb,"2,000 ppb"
City of Staunton,Chlorate,83.3 ppb,210 ppb,
City of Staunton,Chromium (total),0.139 ppb,,100 ppb
City of Staunton,Fluoride,0.694 ppm,,4 ppm
City of Staunton,Manganese,0.0968 ppb,100 ppb,
City of Staunton,Strontium,0.0360 ppb,"1,500 ppb",
City of Staunton,Vanadium,0.342 ppb,21 ppb,
City of Staunton,None,,,
Virden,Arsenic*,0.662 ppb,0.004 ppb,10 ppb
Virden,Bromodichloromethane,9.50 ppb,0.06 ppb,
Virden,Chloroform,35.9 ppb,0.4 ppb,
Virden,Dibromochloromethane,2.37 ppb,0.1 ppb,
Virden,Dichloroacetic acid,15.7 ppb,0.2 ppb,
Virden,Haloacetic acids (HAA5)†,27.2 ppb,0.1 ppb,60 ppb
Virden,Nitrate*,1.30 ppm,0.14 ppm,10 ppm
Virden,Nitrate and nitrite*,1.61 ppm,0.14 ppm,10 ppm
Virden,Total trihalomethanes (TTHMs)†,47.8 ppb,0.15 ppb,80 ppb
Virden,Trichloroacetic acid,11.0 ppb,0.1 ppb,
Virden,Aluminum*,14.0 ppb,600 ppb,
Virden,Atrazine*,0.0487 ppb,0.1 ppb,3 ppb
Virden,Barium*,41.5 ppb,700 ppb,"2,000 ppb"
Virden,Dibromoacetic acid,0.0521 ppb,0.04 ppb,
Virden,Fluoride*,0.895 ppm,,4 ppm
Virden,Manganese*,8.58 ppb,100 ppb,
Virden,Monobromoacetic acid*,0.985 ppb,25 ppb,
Virden,Monochloroacetic acid,0.404 ppb,53 ppb,
Virden,Nitrite*,0.00236 ppm,,1 ppm
Virden,Simazine*,0.0650 ppb,0.1 ppb,4 ppb
Virden,None,,,
Chaparral Water System Gillespie,Arsenic,1.95 ppb,0.004 ppb,10 ppb
Chaparral Water System Gillespie,Bromoform,3.57 ppb,0.5 ppb,
Chaparral Water System Gillespie,Dibromoacetic acid,3.55 ppb,0.04 ppb,
Chaparral Water System Gillespie,Dibromochloromethane,0.786 ppb,0.1 ppb,
Chaparral Water System Gillespie,Haloacetic acids (HAA5)†,3.55 ppb,0.1 ppb,60 ppb
Chaparral Water System Gillespie,Nitrate,7.49 ppm,0.14 ppm,10 ppm
Chaparral Water System Gillespie,Nitrate and nitrite,7.28 ppm,0.14 ppm,10 ppm
Chaparral Water System Gillespie,Total trihalomethanes (TTHMs)†,6.00 ppb,0.15 ppb,80 ppb
Chaparral Water System Gillespie,Uranium,1.54 pCi/L,0.43 pCi/L,20 pCi/L
Chaparral Water System Gillespie,Barium,124.0 ppb,700 ppb,"2,000 ppb"
Chaparral Water System Gillespie,Fluoride,0.365 ppm,,4 ppm
Chaparral Water System Gillespie,Manganese,0.600 ppb,100 ppb,
Chaparral Water System Gillespie,Selenium,11.0 ppb,30 ppb,50 ppb
Chaparral Water System Gillespie,None,,,
Brownstown,Bromodichloromethane,7.45 ppb,0.06 ppb,
Brownstown,Chloroform,18.1 ppb,0.4 ppb,
Brownstown,Dibromoacetic acid,0.691 ppb,0.04 ppb,
Brownstown,Dibromochloromethane,2.80 ppb,0.1 ppb,
Brownstown,Dichloroacetic acid,10.3 ppb,0.2 ppb,
Brownstown,Haloacetic acids (HAA5)†,17.5 ppb,0.1 ppb,60 ppb
Brownstown,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
Brownstown,Total trihalomethanes (TTHMs)†,28.3 ppb,0.15 ppb,80 ppb
Brownstown,Trichloroacetic acid,6.58 ppb,0.1 ppb,
Brownstown,Barium*,65.7 ppb,700 ppb,"2,000 ppb"
Brownstown,Fluoride*,0.834 ppm,,4 ppm
Brownstown,Manganese*,34.6 ppb,100 ppb,
Brownstown,Monobromoacetic acid*,0.0541 ppb,25 ppb,
Brownstown,Monochloroacetic acid*,0.515 ppb,53 ppb,
Brownstown,Nitrate*,0.0846 ppm,0.14 ppm,10 ppm
Brownstown,Nitrate and nitrite*,0.0846 ppm,0.14 ppm,10 ppm
Brownstown,None,,,
Farina,Arsenic*,1.13 ppb,0.004 ppb,10 ppb
Farina,Bromodichloromethane,7.83 ppb,0.06 ppb,
Farina,Chloroform,32.2 ppb,0.4 ppb,
Farina,Dibromoacetic acid,0.143 ppb,0.04 ppb,
Farina,Dibromochloromethane,1.20 ppb,0.1 ppb,
Farina,Dichloroacetic acid,21.7 ppb,0.2 ppb,
Farina,Haloacetic acids (HAA5)†,35.3 ppb,0.1 ppb,60 ppb
Farina,Nitrate*,0.553 ppm,0.14 ppm,10 ppm
Farina,Simazine*,0.325 ppb,0.1 ppb,4 ppb
Farina,Total trihalomethanes (TTHMs)†,41.3 ppb,0.15 ppb,80 ppb
Farina,Trichloroacetic acid,12.2 ppb,0.1 ppb,
Farina,Aluminum*,83.0 ppb,600 ppb,
Farina,Atrazine*,0.176 ppb,0.1 ppb,3 ppb
Farina,Barium*,57.3 ppb,700 ppb,"2,000 ppb"
Farina,Fluoride*,0.823 ppm,,4 ppm
Farina,Manganese*,14.2 ppb,100 ppb,
Farina,Monobromoacetic acid,0.562 ppb,25 ppb,
Farina,Monochloroacetic acid,0.683 ppb,53 ppb,
Farina,Nitrate and nitrite*,0.240 ppm,0.14 ppm,10 ppm
Farina,Selenium*,0.383 ppb,30 ppb,50 ppb
Farina,None,,,
Fayette Water Company,"Radium, combined (-226 &amp; -228)",19.52 pCi/L,0.05 pCi/L,5 pCi/L
Fayette Water Company,Total trihalomethanes (TTHMs)†,0.313 ppb,0.15 ppb,80 ppb
Fayette Water Company,Barium,9.47 ppb,700 ppb,"2,000 ppb"
Fayette Water Company,Chloroform,0.470 ppb,0.4 ppb,
Fayette Water Company,Dalapon,0.193 ppb,,200 ppb
Fayette Water Company,Fluoride,1.16 ppm,,4 ppm
Fayette Water Company,Nitrate,0.0991 ppm,0.14 ppm,10 ppm
Fayette Water Company,Nitrate and nitrite,0.0749 ppm,0.14 ppm,10 ppm
Fayette Water Company,None,,,
Greater Ramsey Water District,Arsenic,3.90 ppb,0.004 ppb,10 ppb
Greater Ramsey Water District,Chloroform,0.993 ppb,0.4 ppb,
Greater Ramsey Water District,Dibromoacetic acid,2.47 ppb,0.04 ppb,
Greater Ramsey Water District,Haloacetic acids (HAA5)†,2.66 ppb,0.1 ppb,60 ppb
Greater Ramsey Water District,"Radium, combined (-226 &amp; -228)",0.28 pCi/L,0.05 pCi/L,5 pCi/L
Greater Ramsey Water District,Total trihalomethanes (TTHMs)†,0.993 ppb,0.15 ppb,80 ppb
Greater Ramsey Water District,Barium,42.3 ppb,700 ppb,"2,000 ppb"
Greater Ramsey Water District,Chromium (total),3.17 ppb,,100 ppb
Greater Ramsey Water District,Dichloroacetic acid,0.191 ppb,0.2 ppb,
Greater Ramsey Water District,Fluoride,0.710 ppm,,4 ppm
Greater Ramsey Water District,Manganese,26.0 ppb,100 ppb,
Greater Ramsey Water District,Uranium,0.22 pCi/L,0.43 pCi/L,20 pCi/L
Greater Ramsey Water District,None,,,
St. Elmo,Bromodichloromethane,6.77 ppb,0.06 ppb,
St. Elmo,Chloroform,16.6 ppb,0.4 ppb,
St. Elmo,Dibromoacetic acid*,0.281 ppb,0.04 ppb,
St. Elmo,Dibromochloromethane,2.30 ppb,0.1 ppb,
St. Elmo,Dichloroacetic acid,8.30 ppb,0.2 ppb,
St. Elmo,Haloacetic acids (HAA5)†,13.2 ppb,0.1 ppb,60 ppb
St. Elmo,"Radium, combined (-226 &amp; -228)*",0.65 pCi/L,0.05 pCi/L,5 pCi/L
St. Elmo,Total trihalomethanes (TTHMs)†,25.6 ppb,0.15 ppb,80 ppb
St. Elmo,Trichloroacetic acid,4.90 ppb,0.1 ppb,
St. Elmo,Barium*,65.7 ppb,700 ppb,"2,000 ppb"
St. Elmo,Fluoride*,0.834 ppm,,4 ppm
St. Elmo,Manganese*,34.6 ppb,100 ppb,
St. Elmo,Monobromoacetic acid*,0.0541 ppb,25 ppb,
St. Elmo,Monochloroacetic acid*,0.515 ppb,53 ppb,
St. Elmo,Nitrate*,0.0846 ppm,0.14 ppm,10 ppm
St. Elmo,Nitrate and nitrite*,0.0846 ppm,0.14 ppm,10 ppm
St. Elmo,None,,,
City of St. Petersburg,Arsenic,0.0750 ppb,0.004 ppb,10 ppb
City of St. Petersburg,Chromium (hexavalent),0.0839 ppb,0.02 ppb,
City of St. Petersburg,Haloacetic acids (HAA5)†,18.9 ppb,0.1 ppb,60 ppb
City of St. Petersburg,Haloacetic acids (HAA9)†,22.5 ppb,0.06 ppb,
City of St. Petersburg,Total trihalomethanes (TTHMs)†,16.3 ppb,0.15 ppb,80 ppb
City of St. Petersburg,Aluminum,18.0 ppb,600 ppb,
City of St. Petersburg,Barium,11.0 ppb,700 ppb,"2,000 ppb"
City of St. Petersburg,Chlorate,190.0 ppb,210 ppb,
City of St. Petersburg,Chromium (total),0.182 ppb,,100 ppb
City of St. Petersburg,Cyanide,3.00 ppb,,200 ppb
City of St. Petersburg,Fluoride,0.572 ppm,,4 ppm
City of St. Petersburg,Manganese,1.01 ppb,100 ppb,
City of St. Petersburg,Nitrate,0.186 ppm,0.14 ppm,10 ppm
City of St. Petersburg,Strontium,0.287 ppb,"1,500 ppb",
City of St. Petersburg,Vanadium,0.479 ppb,21 ppb,
City of St. Petersburg,None,,,
Vandalia,Arsenic,1.02 ppb,0.004 ppb,10 ppb
Vandalia,Bromodichloromethane,6.92 ppb,0.06 ppb,
Vandalia,Chloroform,35.1 ppb,0.4 ppb,
Vandalia,Dibromoacetic acid,0.0875 ppb,0.04 ppb,
Vandalia,Dibromochloromethane,1.19 ppb,0.1 ppb,
Vandalia,Dichloroacetic acid,18.5 ppb,0.2 ppb,
Vandalia,Haloacetic acids (HAA5)†,36.3 ppb,0.1 ppb,60 ppb
Vandalia,Nitrate,0.823 ppm,0.14 ppm,10 ppm
Vandalia,"Radium, combined (-226 &amp; -228)",0.82 pCi/L,0.05 pCi/L,5 pCi/L
Vandalia,Total trihalomethanes (TTHMs)†,43.3 ppb,0.15 ppb,80 ppb
Vandalia,Trichloroacetic acid,16.5 ppb,0.1 ppb,
Vandalia,Aluminum,270.0 ppb,600 ppb,
Vandalia,Barium,28.2 ppb,700 ppb,"2,000 ppb"
Vandalia,Bromoform,0.0788 ppb,0.5 ppb,
Vandalia,Fluoride,0.798 ppm,,4 ppm
Vandalia,Manganese,0.267 ppb,100 ppb,
Vandalia,Monobromoacetic acid,0.879 ppb,25 ppb,
Vandalia,Monochloroacetic acid,0.259 ppb,53 ppb,
Vandalia,Simazine,0.0818 ppb,0.1 ppb,4 ppb
Vandalia,None,,,
Vandalia Correctional Center,Arsenic*,1.02 ppb,0.004 ppb,10 ppb
Vandalia Correctional Center,Bromodichloromethane,6.44 ppb,0.06 ppb,
Vandalia Correctional Center,Chloroform,34.1 ppb,0.4 ppb,
Vandalia Correctional Center,Dibromoacetic acid*,0.0875 ppb,0.04 ppb,
Vandalia Correctional Center,Dibromochloromethane,1.32 ppb,0.1 ppb,
Vandalia Correctional Center,Dichloroacetic acid,21.0 ppb,0.2 ppb,
Vandalia Correctional Center,Haloacetic acids (HAA5)†,39.4 ppb,0.1 ppb,60 ppb
Vandalia Correctional Center,Nitrate*,0.823 ppm,0.14 ppm,10 ppm
Vandalia Correctional Center,"Radium, combined (-226 &amp; -228)*",0.82 pCi/L,0.05 pCi/L,5 pCi/L
Vandalia Correctional Center,Total trihalomethanes (TTHMs)†,41.9 ppb,0.15 ppb,80 ppb
Vandalia Correctional Center,Trichloroacetic acid,17.5 ppb,0.1 ppb,
Vandalia Correctional Center,Aluminum*,270.0 ppb,600 ppb,
Vandalia Correctional Center,Barium*,28.2 ppb,700 ppb,"2,000 ppb"
Vandalia Correctional Center,Bromoform*,0.0788 ppb,0.5 ppb,
Vandalia Correctional Center,Fluoride*,0.798 ppm,,4 ppm
Vandalia Correctional Center,Manganese*,0.267 ppb,100 ppb,
Vandalia Correctional Center,Monobromoacetic acid,0.736 ppb,25 ppb,
Vandalia Correctional Center,Monochloroacetic acid,0.140 ppb,53 ppb,
Vandalia Correctional Center,Simazine*,0.0818 ppb,0.1 ppb,4 ppb
Vandalia Correctional Center,None,,,
Jersey RWC,Arsenic*,0.333 ppb,0.004 ppb,10 ppb
Jersey RWC,Bromodichloromethane,9.36 ppb,0.06 ppb,
Jersey RWC,Chloroform,36.7 ppb,0.4 ppb,
Jersey RWC,Dibromoacetic acid,0.288 ppb,0.04 ppb,
Jersey RWC,Dibromochloromethane,1.97 ppb,0.1 ppb,
Jersey RWC,Dichloroacetic acid,18.3 ppb,0.2 ppb,
Jersey RWC,Haloacetic acids (HAA5)†,34.6 ppb,0.1 ppb,60 ppb
Jersey RWC,Haloacetic acids (HAA9)†,40.0 ppb,0.06 ppb,
Jersey RWC,Nitrate*,3.91 ppm,0.14 ppm,10 ppm
Jersey RWC,Total trihalomethanes (TTHMs)†,48.0 ppb,0.15 ppb,80 ppb
Jersey RWC,Trichloroacetic acid,13.6 ppb,0.1 ppb,
Jersey RWC,"1,4-Dioxane",0.314 ppb,0.35 ppb,
Jersey RWC,2-Methoxyethanol*,0.215 ppb,,
Jersey RWC,Aluminum*,80.0 ppb,600 ppb,
Jersey RWC,Chlorate,155.4 ppb,210 ppb,
Jersey RWC,Chromium (hexavalent),0.0350 ppb,0.02 ppb,
Jersey RWC,Chromium (total)*,0.0714 ppb,,100 ppb
Jersey RWC,Fluoride*,0.781 ppm,,4 ppm
Jersey RWC,Manganese,1.93 ppb,100 ppb,
Jersey RWC,Molybdenum,1.98 ppb,40 ppb,
Jersey RWC,Monobromoacetic acid,2.06 ppb,25 ppb,
Jersey RWC,Monochloroacetic acid,0.419 ppb,53 ppb,
Jersey RWC,Strontium,0.126 ppb,"1,500 ppb",
Jersey RWC,Vanadium,1.38 ppb,21 ppb,
Jersey RWC,None,,,
Jerseyville,Arsenic,0.700 ppb,0.004 ppb,10 ppb
Jerseyville,Bromodichloromethane,9.60 ppb,0.06 ppb,
Jerseyville,Bromoform,9.87 ppb,0.5 ppb,
Jerseyville,Chloroform,4.83 ppb,0.4 ppb,
Jerseyville,Chromium (hexavalent),2.63 ppb,0.02 ppb,
Jerseyville,Dibromoacetic acid,2.82 ppb,0.04 ppb,
Jerseyville,Dibromochloromethane,14.4 ppb,0.1 ppb,
Jerseyville,Dichloroacetic acid,0.637 ppb,0.2 ppb,
Jerseyville,Haloacetic acids (HAA5)†,3.82 ppb,0.1 ppb,60 ppb
Jerseyville,"Radium, combined (-226 &amp; -228)",0.47 pCi/L,0.05 pCi/L,5 pCi/L
Jerseyville,Total trihalomethanes (TTHMs)†,38.7 ppb,0.15 ppb,80 ppb
Jerseyville,Barium,7.70 ppb,700 ppb,"2,000 ppb"
Jerseyville,Chromium (total),1.66 ppb,,100 ppb
Jerseyville,Fluoride,0.828 ppm,,4 ppm
Jerseyville,Manganese,21.9 ppb,100 ppb,
Jerseyville,Molybdenum,1.14 ppb,40 ppb,
Jerseyville,Monobromoacetic acid,0.270 ppb,25 ppb,
Jerseyville,Nitrate,0.0833 ppm,0.14 ppm,10 ppm
Jerseyville,Selenium,1.30 ppb,30 ppb,50 ppb
Jerseyville,Strontium,0.0501 ppb,"1,500 ppb",
Jerseyville,Trichloroacetic acid,0.0954 ppb,0.1 ppb,
Jerseyville,Vanadium,1.00 ppb,21 ppb,
Jerseyville,None,,,
Butler,Bromochloroacetic acid,10.4 ppb,0.02 ppb,
Butler,Bromodichloromethane,7.82 ppb,0.06 ppb,
Butler,Bromoform,2.55 ppb,0.5 ppb,
Butler,Chloroform,9.13 ppb,0.4 ppb,
Butler,Dibromoacetic acid,5.15 ppb,0.04 ppb,
Butler,Dibromochloromethane,5.77 ppb,0.1 ppb,
Butler,Dichloroacetic acid,15.8 ppb,0.2 ppb,
Butler,Haloacetic acids (HAA5)†,25.1 ppb,0.1 ppb,60 ppb
Butler,Total trihalomethanes (TTHMs)†,25.3 ppb,0.15 ppb,80 ppb
Butler,Trichloroacetic acid,0.900 ppb,0.1 ppb,
Butler,Uranium*,2.45 pCi/L,0.43 pCi/L,20 pCi/L
Butler,Monobromoacetic acid,0.483 ppb,25 ppb,
Butler,Monochloroacetic acid,2.82 ppb,53 ppb,
Butler,Nitrate and nitrite*,0.0386 ppm,0.14 ppm,10 ppm
Coalton,Arsenic*,1.15 ppb,0.004 ppb,10 ppb
Coalton,Benzene*,0.347 ppb,0.15 ppb,5 ppb
Coalton,Bromodichloromethane,13.5 ppb,0.06 ppb,
Coalton,Bromoform,3.27 ppb,0.5 ppb,
Coalton,Chloroform,10.1 ppb,0.4 ppb,
Coalton,Dibromoacetic acid,3.47 ppb,0.04 ppb,
Coalton,Dibromochloromethane,11.1 ppb,0.1 ppb,
Coalton,Dichloroacetic acid,4.47 ppb,0.2 ppb,
Coalton,Haloacetic acids (HAA5)†,10.1 ppb,0.1 ppb,60 ppb
Coalton,Nitrate*,0.902 ppm,0.14 ppm,10 ppm
Coalton,"Radium, combined (-226 &amp; -228)*",0.94 pCi/L,0.05 pCi/L,5 pCi/L
Coalton,Total trihalomethanes (TTHMs)†,38.1 ppb,0.15 ppb,80 ppb
Coalton,Trichloroacetic acid,2.27 ppb,0.1 ppb,
Coalton,Vinyl chloride*,0.424 ppb,0.05 ppb,2 ppb
Coalton,Barium*,48.5 ppb,700 ppb,"2,000 ppb"
Coalton,Chromium (total)*,3.05 ppb,,100 ppb
Coalton,"cis-1,2-Dichloroethylene*",1.96 ppb,,70 ppb
Coalton,Fluoride*,0.825 ppm,,4 ppm
Coalton,Manganese*,2.10 ppb,100 ppb,
Coalton,Monobromoacetic acid*,0.130 ppb,25 ppb,
Coalton,MTBE*,0.579 ppb,13 ppb,
Coalton,Toluene*,0.0471 ppb,150 ppb,"1,000 ppb"
Coalton,"trans-1,2-Dichloroethylene*",0.868 ppb,60 ppb,100 ppb
Coalton,None,,,
Coffeen,Arsenic*,0.233 ppb,0.004 ppb,10 ppb
Coffeen,Atrazine*,0.540 ppb,0.1 ppb,3 ppb
Coffeen,Bromodichloromethane,7.74 ppb,0.06 ppb,
Coffeen,Chloroform,40.6 ppb,0.4 ppb,
Coffeen,Dibromochloromethane,1.33 ppb,0.1 ppb,
Coffeen,Dichloroacetic acid,19.0 ppb,0.2 ppb,
Coffeen,Haloacetic acids (HAA5)†,43.5 ppb,0.1 ppb,60 ppb
Coffeen,Nitrate*,1.40 ppm,0.14 ppm,10 ppm
Coffeen,Nitrate and nitrite*,1.40 ppm,0.14 ppm,10 ppm
Coffeen,Simazine*,0.427 ppb,0.1 ppb,4 ppb
Coffeen,Total trihalomethanes (TTHMs)†,49.7 ppb,0.15 ppb,80 ppb
Coffeen,Trichloroacetic acid,21.9 ppb,0.1 ppb,
Coffeen,Barium*,47.7 ppb,700 ppb,"2,000 ppb"
Coffeen,Dibromoacetic acid*,0.0594 ppb,0.04 ppb,
Coffeen,Fluoride*,0.615 ppm,,4 ppm
Coffeen,Manganese*,8.20 ppb,100 ppb,
Coffeen,Monobromoacetic acid,2.11 ppb,25 ppb,
Coffeen,Monochloroacetic acid,0.529 ppb,53 ppb,
Coffeen,Selenium*,0.383 ppb,30 ppb,50 ppb
Coffeen,None,,,
City of Farmersville,Bromodichloromethane,0.357 ppb,0.06 ppb,
City of Farmersville,Chromium (hexavalent),0.308 ppb,0.02 ppb,
City of Farmersville,Dibromochloromethane,0.284 ppb,0.1 ppb,
City of Farmersville,Haloacetic acids (HAA5)†,0.400 ppb,0.1 ppb,60 ppb
City of Farmersville,Haloacetic acids (HAA9)†,1.02 ppb,0.06 ppb,
City of Farmersville,Nitrate,0.951 ppm,0.14 ppm,10 ppm
City of Farmersville,Nitrate and nitrite,0.936 ppm,0.14 ppm,10 ppm
City of Farmersville,Total trihalomethanes (TTHMs)†,1.54 ppb,0.15 ppb,80 ppb
City of Farmersville,"1,4-Dioxane",0.01000 ppb,0.35 ppb,
City of Farmersville,Aluminum,17.1 ppb,600 ppb,
City of Farmersville,Barium,13.4 ppb,700 ppb,"2,000 ppb"
City of Farmersville,Bromoform,0.0864 ppb,0.5 ppb,
City of Farmersville,Chlorate,65.9 ppb,210 ppb,
City of Farmersville,Chloroform,0.300 ppb,0.4 ppb,
City of Farmersville,Chromium (total),0.300 ppb,,100 ppb
City of Farmersville,Dichloroacetic acid,0.133 ppb,0.2 ppb,
City of Farmersville,Fluoride,0.0714 ppm,,4 ppm
City of Farmersville,Manganese,6.83 ppb,100 ppb,
City of Farmersville,Mercury (inorganic),0.00500 ppb,1.2 ppb,2 ppb
City of Farmersville,Molybdenum,4.38 ppb,40 ppb,
City of Farmersville,Monobromoacetic acid,0.133 ppb,25 ppb,
City of Farmersville,Monochloroacetic acid,0.133 ppb,53 ppb,
City of Farmersville,Strontium,0.122 ppb,"1,500 ppb",
City of Farmersville,Trichlorotrifluoroethane,0.0357 ppb,"4,000 ppb",
City of Farmersville,Vanadium,8.90 ppb,21 ppb,
City of Farmersville,None,,,
Fillmore,Arsenic,0.329 ppb,0.004 ppb,10 ppb
Fillmore,Bromodichloromethane,4.70 ppb,0.06 ppb,
Fillmore,Bromoform,2.00 ppb,0.5 ppb,
Fillmore,Chloroform,3.65 ppb,0.4 ppb,
Fillmore,Dibromoacetic acid,0.550 ppb,0.04 ppb,
Fillmore,Dibromochloromethane,4.50 ppb,0.1 ppb,
Fillmore,Dichloroacetic acid,1.90 ppb,0.2 ppb,
Fillmore,Haloacetic acids (HAA5)†,2.45 ppb,0.1 ppb,60 ppb
Fillmore,Nitrate,8.03 ppm,0.14 ppm,10 ppm
Fillmore,Nitrate and nitrite,8.03 ppm,0.14 ppm,10 ppm
Fillmore,"Radium, combined (-226 &amp; -228)",1.25 pCi/L,0.05 pCi/L,5 pCi/L
Fillmore,Total trihalomethanes (TTHMs)†,14.9 ppb,0.15 ppb,80 ppb
Fillmore,Barium,23.9 ppb,700 ppb,"2,000 ppb"
Fillmore,Fluoride,1.06 ppm,,4 ppm
Fillmore,Selenium,1.46 ppb,30 ppb,50 ppb
Fillmore,None,,,
Harvel,Bromodichloromethane,10.1 ppb,0.06 ppb,
Harvel,Bromoform,1.62 ppb,0.5 ppb,
Harvel,Chloroform,12.8 ppb,0.4 ppb,
Harvel,Dibromoacetic acid,2.26 ppb,0.04 ppb,
Harvel,Dibromochloromethane,6.57 ppb,0.1 ppb,
Harvel,Dichloroacetic acid,5.23 ppb,0.2 ppb,
Harvel,Haloacetic acids (HAA5)†,12.3 ppb,0.1 ppb,60 ppb
Harvel,"Radium, combined (-226 &amp; -228)",0.48 pCi/L,0.05 pCi/L,5 pCi/L
Harvel,Total trihalomethanes (TTHMs)†,31.1 ppb,0.15 ppb,80 ppb
Harvel,Trichloroacetic acid,4.80 ppb,0.1 ppb,
Harvel,Barium,180.0 ppb,700 ppb,"2,000 ppb"
Harvel,Fluoride,0.898 ppm,,4 ppm
Harvel,Nitrate,0.0333 ppm,0.14 ppm,10 ppm
Harvel,None,,,
Henderson Public Water District,Bromodichloromethane,4.92 ppb,0.06 ppb,
Henderson Public Water District,Chloroform,20.2 ppb,0.4 ppb,
Henderson Public Water District,Dibromochloromethane,0.863 ppb,0.1 ppb,
Henderson Public Water District,Dichloroacetic acid,12.2 ppb,0.2 ppb,
Henderson Public Water District,Haloacetic acids (HAA5)†,19.6 ppb,0.1 ppb,60 ppb
Henderson Public Water District,Total trihalomethanes (TTHMs)†,26.0 ppb,0.15 ppb,80 ppb
Henderson Public Water District,Trichloroacetic acid,5.79 ppb,0.1 ppb,
Henderson Public Water District,Dibromoacetic acid,0.0446 ppb,0.04 ppb,
Henderson Public Water District,Monobromoacetic acid,1.35 ppb,25 ppb,
Henderson Public Water District,Monochloroacetic acid,0.210 ppb,53 ppb,
Henderson Public Water District,None,,,
City of Hillsboro,Arsenic*,0.183 ppb,0.004 ppb,10 ppb
City of Hillsboro,Atrazine*,0.517 ppb,0.1 ppb,3 ppb
City of Hillsboro,Bromochloroacetic acid,5.91 ppb,0.02 ppb,
City of Hillsboro,Bromodichloromethane,3.56 ppb,0.06 ppb,
City of Hillsboro,Chlorite*,552.1 ppb,50 ppb,"1,000 ppb"
City of Hillsboro,Chloroform,6.72 ppb,0.4 ppb,
City of Hillsboro,Dibromoacetic acid,1.99 ppb,0.04 ppb,
City of Hillsboro,Dibromochloromethane,1.19 ppb,0.1 ppb,
City of Hillsboro,Dichloroacetic acid,13.8 ppb,0.2 ppb,
City of Hillsboro,Haloacetic acids (HAA5)†,20.6 ppb,0.1 ppb,60 ppb
City of Hillsboro,Haloacetic acids (HAA9)†,27.0 ppb,0.06 ppb,
City of Hillsboro,Nitrate,0.957 ppm,0.14 ppm,10 ppm
City of Hillsboro,Nitrate and nitrite,0.690 ppm,0.14 ppm,10 ppm
City of Hillsboro,Total trihalomethanes (TTHMs)†,11.5 ppb,0.15 ppb,80 ppb
City of Hillsboro,Trichloroacetic acid,2.60 ppb,0.1 ppb,
City of Hillsboro,Acetone*,1.80 ppb,,
City of Hillsboro,Aluminum*,37.4 ppb,600 ppb,
City of Hillsboro,Barium*,47.2 ppb,700 ppb,"2,000 ppb"
City of Hillsboro,Butachlor*,0.00417 ppb,,
City of Hillsboro,Chromium (total)*,0.183 ppb,,100 ppb
City of Hillsboro,Cyanide*,37.7 ppb,,200 ppb
City of Hillsboro,Fluoride*,0.220 ppm,,4 ppm
City of Hillsboro,Manganese*,0.767 ppb,100 ppb,
City of Hillsboro,Methyl ethyl ketone*,0.488 ppb,,
