Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
"Baker, City of",Haloacetic acids (HAA5)†,0.728 ppb,0.1 ppb,60 ppb
"Baker, City of",Total trihalomethanes (TTHMs)†,0.456 ppb,0.15 ppb,80 ppb
"Baker, City of",Bromodichloromethane,0.0589 ppb,0.06 ppb,
"Baker, City of",Chloroform,0.389 ppb,0.4 ppb,
"Baker, City of",Nitrate and nitrite,0.0200 ppm,0.14 ppm,10 ppm
"Baker, City of",None,,,
Fallon County Water District,Bromochloroacetic acid*,0.150 ppb,0.02 ppb,
Fallon County Water District,Dibromoacetic acid,0.270 ppb,0.04 ppb,
Fallon County Water District,Haloacetic acids (HAA5)†,0.570 ppb,0.1 ppb,60 ppb
Fallon County Water District,Bromodichloromethane*,0.0589 ppb,0.06 ppb,
Fallon County Water District,Chloroform,0.155 ppb,0.4 ppb,
Fallon County Water District,Dichloroacetic acid,0.300 ppb,0.2 ppb,
Fallon County Water District,Nitrate and nitrite*,0.0200 ppm,0.14 ppm,10 ppm
Fallon County Water District,Total trihalomethanes (TTHMs)†,0.180 ppb,0.15 ppb,80 ppb
Fallon County Water District,None,,,
North Baker Water and Or Sewer District,Bromochloroacetic acid*,0.150 ppb,0.02 ppb,
North Baker Water and Or Sewer District,Dibromoacetic acid,0.215 ppb,0.04 ppb,
North Baker Water and Or Sewer District,Dichloroacetic acid,0.450 ppb,0.2 ppb,
North Baker Water and Or Sewer District,Haloacetic acids (HAA5)†,0.860 ppb,0.1 ppb,60 ppb
North Baker Water and Or Sewer District,Total trihalomethanes (TTHMs)*†,0.456 ppb,0.15 ppb,80 ppb
North Baker Water and Or Sewer District,Bromodichloromethane*,0.0589 ppb,0.06 ppb,
North Baker Water and Or Sewer District,Chloroform*,0.389 ppb,0.4 ppb,
North Baker Water and Or Sewer District,Nitrate and nitrite*,0.0200 ppm,0.14 ppm,10 ppm
North Baker Water and Or Sewer District,None,,,
"Plevna, Town of",Bromochloroacetic acid,0.315 ppb,0.02 ppb,
"Plevna, Town of",Dibromoacetic acid,1.35 ppb,0.04 ppb,
"Plevna, Town of",Dichloroacetic acid,0.465 ppb,0.2 ppb,
"Plevna, Town of",Haloacetic acids (HAA5)†,2.30 ppb,0.1 ppb,60 ppb
"Plevna, Town of","Radium, combined (-226 &amp; -228)",0.70 pCi/L,0.05 pCi/L,5 pCi/L
"Plevna, Town of",Nitrate and nitrite,0.0300 ppm,0.14 ppm,10 ppm
"Plevna, Town of",None,,,
"Wibaux, Town of",Nitrate and nitrite,0.001000 ppm,0.14 ppm,10 ppm
"Wibaux, Town of",None,,,
City of Great Falls,Arsenic,2.29 ppb,0.004 ppb,10 ppb
City of Great Falls,Bromochloroacetic acid,3.38 ppb,0.02 ppb,
City of Great Falls,Bromodichloromethane,10.8 ppb,0.06 ppb,
City of Great Falls,Chloroform,33.7 ppb,0.4 ppb,
City of Great Falls,Dibromoacetic acid,0.287 ppb,0.04 ppb,
City of Great Falls,Dibromochloromethane,1.59 ppb,0.1 ppb,
City of Great Falls,Dichloroacetic acid,17.4 ppb,0.2 ppb,
City of Great Falls,Haloacetic acids (HAA5)†,42.5 ppb,0.1 ppb,60 ppb
City of Great Falls,Haloacetic acids (HAA9)†,39.1 ppb,0.06 ppb,
City of Great Falls,Total trihalomethanes (TTHMs)†,46.2 ppb,0.15 ppb,80 ppb
City of Great Falls,Trichloroacetic acid,23.8 ppb,0.1 ppb,
City of Great Falls,"4-Androstene-3,17-dione",0.0980 ppt,,
City of Great Falls,Aluminum,25.0 ppb,600 ppb,
City of Great Falls,Barium,8.33 ppb,700 ppb,"2,000 ppb"
City of Great Falls,Chromium (hexavalent),0.0319 ppb,0.02 ppb,
City of Great Falls,Fluoride,0.783 ppm,,4 ppm
City of Great Falls,Hexachlorocyclopentadiene,0.0288 ppb,2 ppb,50 ppb
City of Great Falls,Manganese,0.178 ppb,100 ppb,
City of Great Falls,Molybdenum,2.29 ppb,40 ppb,
City of Great Falls,Monobromoacetic acid,0.203 ppb,25 ppb,
City of Great Falls,Monochloroacetic acid,0.654 ppb,53 ppb,
City of Great Falls,Nitrate and nitrite,0.193 ppm,0.14 ppm,10 ppm
City of Great Falls,"Radium, combined (-226 &amp; -228)",0.05 pCi/L,0.05 pCi/L,5 pCi/L
City of Great Falls,Strontium,0.191 ppb,"1,500 ppb",
City of Great Falls,Uranium,0.67 pCi/L,0.43 pCi/L,20 pCi/L
City of Great Falls,Vanadium,1.20 ppb,21 ppb,
City of Great Falls,None,,,
Malmstrom Air Force Base,Arsenic*,2.29 ppb,0.004 ppb,10 ppb
Malmstrom Air Force Base,Bromochloroacetic acid,2.18 ppb,0.02 ppb,
Malmstrom Air Force Base,Bromodichloromethane,10.8 ppb,0.06 ppb,
Malmstrom Air Force Base,Chloroform,38.8 ppb,0.4 ppb,
Malmstrom Air Force Base,Dibromoacetic acid,0.180 ppb,0.04 ppb,
Malmstrom Air Force Base,Dibromochloromethane,1.52 ppb,0.1 ppb,
Malmstrom Air Force Base,Dichloroacetic acid,10.2 ppb,0.2 ppb,
Malmstrom Air Force Base,Haloacetic acids (HAA5)†,27.9 ppb,0.1 ppb,60 ppb
Malmstrom Air Force Base,Haloacetic acids (HAA9)*†,39.1 ppb,0.06 ppb,
Malmstrom Air Force Base,Total trihalomethanes (TTHMs)†,51.2 ppb,0.15 ppb,80 ppb
Malmstrom Air Force Base,Trichloroacetic acid,17.1 ppb,0.1 ppb,
Malmstrom Air Force Base,"4-Androstene-3,17-dione*",0.0980 ppt,,
Malmstrom Air Force Base,Aluminum*,25.0 ppb,600 ppb,
Malmstrom Air Force Base,Barium*,8.33 ppb,700 ppb,"2,000 ppb"
Malmstrom Air Force Base,Chromium (hexavalent)*,0.0319 ppb,0.02 ppb,
Malmstrom Air Force Base,Fluoride*,0.783 ppm,,4 ppm
Malmstrom Air Force Base,Hexachlorocyclopentadiene*,0.0288 ppb,2 ppb,50 ppb
Malmstrom Air Force Base,Manganese*,0.178 ppb,100 ppb,
Malmstrom Air Force Base,Molybdenum*,2.29 ppb,40 ppb,
Malmstrom Air Force Base,Monobromoacetic acid,0.0452 ppb,25 ppb,
Malmstrom Air Force Base,Monochloroacetic acid,0.365 ppb,53 ppb,
Malmstrom Air Force Base,Nitrate and nitrite*,0.193 ppm,0.14 ppm,10 ppm
Malmstrom Air Force Base,"Radium, combined (-226 &amp; -228)*",0.05 pCi/L,0.05 pCi/L,5 pCi/L
Malmstrom Air Force Base,Strontium*,0.191 ppb,"1,500 ppb",
Malmstrom Air Force Base,Uranium*,0.67 pCi/L,0.43 pCi/L,20 pCi/L
Malmstrom Air Force Base,Vanadium*,1.20 ppb,21 ppb,
Malmstrom Air Force Base,None,,,
Sun Prairie Village County,Dibromoacetic acid,0.150 ppb,0.04 ppb,
Sun Prairie Village County,Dibromochloromethane,0.333 ppb,0.1 ppb,
Sun Prairie Village County,"Radium, combined (-226 &amp; -228)",0.85 pCi/L,0.05 pCi/L,5 pCi/L
Sun Prairie Village County,Total trihalomethanes (TTHMs)†,1.00 ppb,0.15 ppb,80 ppb
Sun Prairie Village County,Uranium,0.89 pCi/L,0.43 pCi/L,20 pCi/L
Sun Prairie Village County,Bromodichloromethane,0.0656 ppb,0.06 ppb,
Sun Prairie Village County,Bromoform,0.106 ppb,0.5 ppb,
Sun Prairie Village County,Haloacetic acids (HAA5)†,0.150 ppb,0.1 ppb,60 ppb
Sun Prairie Village County,Nitrate and nitrite,0.0813 ppm,0.14 ppm,10 ppm
Sun Prairie Village County,None,,,
Black Eagle Cascade County Water Sewer,Arsenic*,2.29 ppb,0.004 ppb,10 ppb
Black Eagle Cascade County Water Sewer,Bromochloroacetic acid,3.50 ppb,0.02 ppb,
Black Eagle Cascade County Water Sewer,Bromodichloromethane,11.4 ppb,0.06 ppb,
Black Eagle Cascade County Water Sewer,Chloroform,36.0 ppb,0.4 ppb,
Black Eagle Cascade County Water Sewer,Dibromoacetic acid,0.351 ppb,0.04 ppb,
Black Eagle Cascade County Water Sewer,Dibromochloromethane,1.72 ppb,0.1 ppb,
Black Eagle Cascade County Water Sewer,Dichloroacetic acid,18.3 ppb,0.2 ppb,
Black Eagle Cascade County Water Sewer,Haloacetic acids (HAA5)†,45.3 ppb,0.1 ppb,60 ppb
Black Eagle Cascade County Water Sewer,Haloacetic acids (HAA9)*†,39.1 ppb,0.06 ppb,
Black Eagle Cascade County Water Sewer,Total trihalomethanes (TTHMs)†,49.2 ppb,0.15 ppb,80 ppb
Black Eagle Cascade County Water Sewer,Trichloroacetic acid,25.6 ppb,0.1 ppb,
Black Eagle Cascade County Water Sewer,"4-Androstene-3,17-dione*",0.0980 ppt,,
Black Eagle Cascade County Water Sewer,Aluminum*,25.0 ppb,600 ppb,
Black Eagle Cascade County Water Sewer,Barium*,8.33 ppb,700 ppb,"2,000 ppb"
Black Eagle Cascade County Water Sewer,Chromium (hexavalent)*,0.0319 ppb,0.02 ppb,
Black Eagle Cascade County Water Sewer,Fluoride*,0.783 ppm,,4 ppm
Black Eagle Cascade County Water Sewer,Hexachlorocyclopentadiene*,0.0288 ppb,2 ppb,50 ppb
Black Eagle Cascade County Water Sewer,Manganese*,0.178 ppb,100 ppb,
Black Eagle Cascade County Water Sewer,Molybdenum*,2.29 ppb,40 ppb,
Black Eagle Cascade County Water Sewer,Monobromoacetic acid,0.258 ppb,25 ppb,
Black Eagle Cascade County Water Sewer,Monochloroacetic acid,0.758 ppb,53 ppb,
Black Eagle Cascade County Water Sewer,Nitrate and nitrite*,0.193 ppm,0.14 ppm,10 ppm
Black Eagle Cascade County Water Sewer,"Radium, combined (-226 &amp; -228)*",0.05 pCi/L,0.05 pCi/L,5 pCi/L
Black Eagle Cascade County Water Sewer,Strontium*,0.191 ppb,"1,500 ppb",
Black Eagle Cascade County Water Sewer,Uranium*,0.67 pCi/L,0.43 pCi/L,20 pCi/L
Black Eagle Cascade County Water Sewer,Vanadium*,1.20 ppb,21 ppb,
Black Eagle Cascade County Water Sewer,None,,,
Big Prairie Water Company,Arsenic,2.65 ppb,0.004 ppb,10 ppb
Big Prairie Water Company,Bromodichloromethane,1.12 ppb,0.06 ppb,
Big Prairie Water Company,Chloroform,1.41 ppb,0.4 ppb,
Big Prairie Water Company,Dibromochloromethane,0.815 ppb,0.1 ppb,
Big Prairie Water Company,Haloacetic acids (HAA5)†,0.374 ppb,0.1 ppb,60 ppb
Big Prairie Water Company,Manganese,316.0 ppb,100 ppb,
Big Prairie Water Company,Total trihalomethanes (TTHMs)†,4.07 ppb,0.15 ppb,80 ppb
Big Prairie Water Company,Barium,83.5 ppb,700 ppb,"2,000 ppb"
Big Prairie Water Company,Bromoform,0.495 ppb,0.5 ppb,
Big Prairie Water Company,Dichloroacetic acid,0.186 ppb,0.2 ppb,
Big Prairie Water Company,Monobromoacetic acid,0.189 ppb,25 ppb,
Big Prairie Water Company,Nitrate,0.0700 ppm,0.14 ppm,10 ppm
Big Prairie Water Company,Nitrate and nitrite,0.160 ppm,0.14 ppm,10 ppm
Big Prairie Water Company,None,,,
"Fort Benton, City of",Arsenic,6.00 ppb,0.004 ppb,10 ppb
"Fort Benton, City of",Bromochloroacetic acid,0.975 ppb,0.02 ppb,
"Fort Benton, City of",Bromodichloromethane,5.59 ppb,0.06 ppb,
"Fort Benton, City of",Bromoform,1.90 ppb,0.5 ppb,
"Fort Benton, City of",Chloroform,3.95 ppb,0.4 ppb,
"Fort Benton, City of",Dibromoacetic acid,0.853 ppb,0.04 ppb,
"Fort Benton, City of",Dibromochloromethane,5.48 ppb,0.1 ppb,
"Fort Benton, City of",Dichloroacetic acid,0.537 ppb,0.2 ppb,
"Fort Benton, City of",Haloacetic acids (HAA5)†,2.87 ppb,0.1 ppb,60 ppb
"Fort Benton, City of",Nitrate and nitrite,0.493 ppm,0.14 ppm,10 ppm
"Fort Benton, City of",Total trihalomethanes (TTHMs)†,17.0 ppb,0.15 ppb,80 ppb
"Fort Benton, City of",Trichloroacetic acid,1.46 ppb,0.1 ppb,
"Fort Benton, City of",Fluoride,0.900 ppm,,4 ppm
"Fort Benton, City of",Selenium,1.50 ppb,30 ppb,50 ppb
"Fort Benton, City of",None,,,
"Cascade, Town of",Arsenic,2.50 ppb,0.004 ppb,10 ppb
"Cascade, Town of",Bromochloroacetic acid,0.320 ppb,0.02 ppb,
"Cascade, Town of",Bromodichloromethane,0.429 ppb,0.06 ppb,
"Cascade, Town of",Dibromoacetic acid,0.560 ppb,0.04 ppb,
"Cascade, Town of",Dibromochloromethane,0.571 ppb,0.1 ppb,
"Cascade, Town of",Haloacetic acids (HAA5)†,0.560 ppb,0.1 ppb,60 ppb
"Cascade, Town of",Nitrate and nitrite,0.371 ppm,0.14 ppm,10 ppm
"Cascade, Town of","Radium, combined (-226 &amp; -228)",1.90 pCi/L,0.05 pCi/L,5 pCi/L
"Cascade, Town of",Total trihalomethanes (TTHMs)†,1.64 ppb,0.15 ppb,80 ppb
"Cascade, Town of",Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
"Cascade, Town of",Bromoform,0.314 ppb,0.5 ppb,
"Cascade, Town of",Chloroform,0.226 ppb,0.4 ppb,
"Cascade, Town of",Fluoride,0.800 ppm,,4 ppm
"Cascade, Town of",None,,,
"Big Sandy, Town of",Arsenic,7.50 ppb,0.004 ppb,10 ppb
"Big Sandy, Town of",Bromochloroacetic acid,1.16 ppb,0.02 ppb,
"Big Sandy, Town of",Bromodichloromethane,2.23 ppb,0.06 ppb,
"Big Sandy, Town of",Bromoform,1.52 ppb,0.5 ppb,
"Big Sandy, Town of",Chloroform,2.19 ppb,0.4 ppb,
"Big Sandy, Town of",Dibromoacetic acid,1.68 ppb,0.04 ppb,
"Big Sandy, Town of",Dibromochloromethane,2.68 ppb,0.1 ppb,
"Big Sandy, Town of",Dichloroacetic acid,1.03 ppb,0.2 ppb,
"Big Sandy, Town of",Haloacetic acids (HAA5)†,3.55 ppb,0.1 ppb,60 ppb
"Big Sandy, Town of","Radium, combined (-226 &amp; -228)",4.60 pCi/L,0.05 pCi/L,5 pCi/L
"Big Sandy, Town of",Total trihalomethanes (TTHMs)†,8.63 ppb,0.15 ppb,80 ppb
"Big Sandy, Town of",Trichloroacetic acid,0.828 ppb,0.1 ppb,
"Big Sandy, Town of",Uranium,2.21 pCi/L,0.43 pCi/L,20 pCi/L
"Big Sandy, Town of",None,,,
Countryside Village,Arsenic,0.1000 ppb,0.004 ppb,10 ppb
Countryside Village,Haloacetic acids (HAA5)†,18.1 ppb,0.1 ppb,60 ppb
Countryside Village,Nitrate,0.764 ppm,0.14 ppm,10 ppm
Countryside Village,"Radium, combined (-226 &amp; -228)",2.50 pCi/L,0.05 pCi/L,5 pCi/L
Countryside Village,Total trihalomethanes (TTHMs)†,19.6 ppb,0.15 ppb,80 ppb
Countryside Village,Aluminum,55.0 ppb,600 ppb,
Countryside Village,Antimony,0.150 ppb,1 ppb,6 ppb
Countryside Village,Barium,12.7 ppb,700 ppb,"2,000 ppb"
Countryside Village,Fluoride,0.193 ppm,,4 ppm
Countryside Village,Manganese,19.0 ppb,100 ppb,
Countryside Village,None,,,
"Belt, Town of",Arsenic,0.500 ppb,0.004 ppb,10 ppb
"Belt, Town of",Nitrate and nitrite,0.341 ppm,0.14 ppm,10 ppm
"Belt, Town of","Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
"Belt, Town of",Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
"Belt, Town of",None,,,
Helena Water System,Arsenic,6.45 ppb,0.004 ppb,10 ppb
Helena Water System,Bromochloroacetic acid,2.11 ppb,0.02 ppb,
Helena Water System,Bromodichloromethane,5.43 ppb,0.06 ppb,
Helena Water System,Cadmium,0.667 ppb,0.04 ppb,5 ppb
Helena Water System,Chloroform,36.7 ppb,0.4 ppb,
Helena Water System,Chromium (hexavalent),0.0413 ppb,0.02 ppb,
Helena Water System,Dibromoacetic acid,0.189 ppb,0.04 ppb,
Helena Water System,Dibromochloromethane,0.835 ppb,0.1 ppb,
Helena Water System,Dichloroacetic acid,16.3 ppb,0.2 ppb,
Helena Water System,Haloacetic acids (HAA5)†,39.0 ppb,0.1 ppb,60 ppb
Helena Water System,Haloacetic acids (HAA9)†,44.1 ppb,0.06 ppb,
Helena Water System,Nitrate and nitrite,0.434 ppm,0.14 ppm,10 ppm
Helena Water System,Total trihalomethanes (TTHMs)†,42.9 ppb,0.15 ppb,80 ppb
Helena Water System,Trichloroacetic acid,20.0 ppb,0.1 ppb,
Helena Water System,Uranium,1.12 pCi/L,0.43 pCi/L,20 pCi/L
Helena Water System,"1,4-Dioxane",0.00815 ppb,0.35 ppb,
Helena Water System,Chlorate,134.0 ppb,210 ppb,
Helena Water System,Chromium (total),0.00946 ppb,,100 ppb
Helena Water System,Fluoride,0.300 ppm,,4 ppm
Helena Water System,Germanium,0.0760 ppb,,
Helena Water System,Manganese,8.08 ppb,100 ppb,
Helena Water System,Molybdenum,1.12 ppb,40 ppb,
Helena Water System,Monobromoacetic acid,0.106 ppb,25 ppb,
Helena Water System,Monochloroacetic acid,2.34 ppb,53 ppb,
Helena Water System,"Radium, combined (-226 &amp; -228)",0.08 pCi/L,0.05 pCi/L,5 pCi/L
Helena Water System,Strontium,0.130 ppb,"1,500 ppb",
Helena Water System,"trans-1,2-Dichloroethylene",0.0407 ppb,60 ppb,100 ppb
Helena Water System,Vanadium,0.836 ppb,21 ppb,
Helena Water System,None,,,
"East Helena, City of",Arsenic,0.167 ppb,0.004 ppb,10 ppb
"East Helena, City of",Bromochloroacetic acid,0.494 ppb,0.02 ppb,
"East Helena, City of",Bromodichloromethane,0.745 ppb,0.06 ppb,
"East Helena, City of",Chloroform,0.953 ppb,0.4 ppb,
"East Helena, City of",Dibromoacetic acid,0.262 ppb,0.04 ppb,
"East Helena, City of",Dibromochloromethane,0.445 ppb,0.1 ppb,
"East Helena, City of",Dichloroacetic acid,0.915 ppb,0.2 ppb,
"East Helena, City of",Haloacetic acids (HAA5)†,1.86 ppb,0.1 ppb,60 ppb
"East Helena, City of",Nitrate and nitrite,0.327 ppm,0.14 ppm,10 ppm
"East Helena, City of",Total trihalomethanes (TTHMs)†,2.43 ppb,0.15 ppb,80 ppb
"East Helena, City of",Trichloroacetic acid,0.567 ppb,0.1 ppb,
"East Helena, City of",Bromoform,0.0413 ppb,0.5 ppb,
"East Helena, City of",Fluoride,0.300 ppm,,4 ppm
"East Helena, City of","Radium, combined (-226 &amp; -228)",0.07 pCi/L,0.05 pCi/L,5 pCi/L
"East Helena, City of",Uranium,0.67 pCi/L,0.43 pCi/L,20 pCi/L
"East Helena, City of",None,,,
Eastgate Village Manufactured Homes,Arsenic*,0.333 ppb,0.004 ppb,10 ppb
Eastgate Village Manufactured Homes,Bromodichloromethane,8.62 ppb,0.06 ppb,
Eastgate Village Manufactured Homes,Bromoform,5.01 ppb,0.5 ppb,
Eastgate Village Manufactured Homes,Chloroform,6.09 ppb,0.4 ppb,
Eastgate Village Manufactured Homes,Chromium (hexavalent)*,0.257 ppb,0.02 ppb,
Eastgate Village Manufactured Homes,Dibromoacetic acid,3.71 ppb,0.04 ppb,
Eastgate Village Manufactured Homes,Dibromochloromethane,10.1 ppb,0.1 ppb,
Eastgate Village Manufactured Homes,Dichloroacetic acid,4.01 ppb,0.2 ppb,
Eastgate Village Manufactured Homes,Haloacetic acids (HAA5)†,11.1 ppb,0.1 ppb,60 ppb
Eastgate Village Manufactured Homes,Haloacetic acids (HAA9)*†,35.0 ppb,0.06 ppb,
Eastgate Village Manufactured Homes,Nitrate*,4.15 ppm,0.14 ppm,10 ppm
Eastgate Village Manufactured Homes,Total trihalomethanes (TTHMs)†,30.4 ppb,0.15 ppb,80 ppb
Eastgate Village Manufactured Homes,Trichloroacetic acid,1.87 ppb,0.1 ppb,
Eastgate Village Manufactured Homes,Uranium*,1.84 pCi/L,0.43 pCi/L,20 pCi/L
Eastgate Village Manufactured Homes,"1,4-Dioxane*",0.0989 ppb,0.35 ppb,
Eastgate Village Manufactured Homes,1-Butanol *,0.790 ppb,,
Eastgate Village Manufactured Homes,Barium*,25.9 ppb,700 ppb,"2,000 ppb"
Eastgate Village Manufactured Homes,Chlorate*,287.7 ppb,210 ppb,
Eastgate Village Manufactured Homes,Chromium (total)*,0.428 ppb,,100 ppb
Eastgate Village Manufactured Homes,Ethylbenzene*,0.168 ppb,300 ppb,700 ppb
Eastgate Village Manufactured Homes,Fluoride*,0.604 ppm,,4 ppm
Eastgate Village Manufactured Homes,Manganese*,4.65 ppb,100 ppb,
Eastgate Village Manufactured Homes,Molybdenum*,3.50 ppb,40 ppb,
Eastgate Village Manufactured Homes,Monobromoacetic acid,1.04 ppb,25 ppb,
Eastgate Village Manufactured Homes,Monochloroacetic acid,0.115 ppb,53 ppb,
Eastgate Village Manufactured Homes,Selenium*,1.17 ppb,30 ppb,50 ppb
Eastgate Village Manufactured Homes,Strontium*,0.500 ppb,"1,500 ppb",
Eastgate Village Manufactured Homes,Vanadium*,0.242 ppb,21 ppb,
Eastgate Village Manufactured Homes,Xylenes (total)*,1.44 ppb,"1,800 ppb","10,000 ppb"
Lafferty Leisure Village,Bromodichloromethane,0.186 ppb,0.06 ppb,
Lafferty Leisure Village,Chloroform,1.46 ppb,0.4 ppb,
Lafferty Leisure Village,Dichloroacetic acid,1.16 ppb,0.2 ppb,
Lafferty Leisure Village,Haloacetic acids (HAA5)†,0.567 ppb,0.1 ppb,60 ppb
Lafferty Leisure Village,Total trihalomethanes (TTHMs)†,0.833 ppb,0.15 ppb,80 ppb
Lafferty Leisure Village,Barium,29.5 ppb,700 ppb,"2,000 ppb"
Lafferty Leisure Village,Fluoride,1.48 ppm,,4 ppm
Lafferty Leisure Village,Simazine,0.0255 ppb,0.1 ppb,4 ppb
Lafferty Leisure Village,None,,,
Ten Mile and Pleasant Valley Wua,Arsenic,5.00 ppb,0.004 ppb,10 ppb
Ten Mile and Pleasant Valley Wua,Bromochloroacetic acid,0.596 ppb,0.02 ppb,
Ten Mile and Pleasant Valley Wua,Bromodichloromethane,0.629 ppb,0.06 ppb,
Ten Mile and Pleasant Valley Wua,Dibromoacetic acid,0.862 ppb,0.04 ppb,
Ten Mile and Pleasant Valley Wua,Dibromochloromethane,0.919 ppb,0.1 ppb,
Ten Mile and Pleasant Valley Wua,Haloacetic acids (HAA5)†,1.16 ppb,0.1 ppb,60 ppb
Ten Mile and Pleasant Valley Wua,Nitrate and nitrite,0.453 ppm,0.14 ppm,10 ppm
Ten Mile and Pleasant Valley Wua,"Radium, combined (-226 &amp; -228)",0.80 pCi/L,0.05 pCi/L,5 pCi/L
Ten Mile and Pleasant Valley Wua,Total trihalomethanes (TTHMs)†,2.65 ppb,0.15 ppb,80 ppb
Ten Mile and Pleasant Valley Wua,Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
Ten Mile and Pleasant Valley Wua,Barium,37.0 ppb,700 ppb,"2,000 ppb"
Ten Mile and Pleasant Valley Wua,Bromoform,0.557 ppb,0.5 ppb,
Ten Mile and Pleasant Valley Wua,Chloroform,0.0886 ppb,0.4 ppb,
Ten Mile and Pleasant Valley Wua,Dichloroacetic acid,0.200 ppb,0.2 ppb,
Ten Mile and Pleasant Valley Wua,Fluoride,0.341 ppm,,4 ppm
Ten Mile and Pleasant Valley Wua,Monochloroacetic acid,0.262 ppb,53 ppb,
Ten Mile and Pleasant Valley Wua,None,,,
Big Sky Colony Cut Bank,Bromochloroacetic acid,0.736 ppb,0.02 ppb,
Big Sky Colony Cut Bank,Bromodichloromethane,1.05 ppb,0.06 ppb,
Big Sky Colony Cut Bank,Bromoform,1.11 ppb,0.5 ppb,
Big Sky Colony Cut Bank,Dibromoacetic acid,0.940 ppb,0.04 ppb,
Big Sky Colony Cut Bank,Dibromochloromethane,1.64 ppb,0.1 ppb,
Big Sky Colony Cut Bank,Haloacetic acids (HAA5)†,1.40 ppb,0.1 ppb,60 ppb
Big Sky Colony Cut Bank,Nitrate and nitrite,4.45 ppm,0.14 ppm,10 ppm
Big Sky Colony Cut Bank,Total trihalomethanes (TTHMs)†,4.28 ppb,0.15 ppb,80 ppb
Big Sky Colony Cut Bank,Chloroform,0.382 ppb,0.4 ppb,
Big Sky Colony Cut Bank,Dichloroacetic acid,0.360 ppb,0.2 ppb,
Big Sky Colony Cut Bank,Ethylbenzene,0.262 ppb,300 ppb,700 ppb
Big Sky Colony Cut Bank,Trichloroacetic acid,0.110 ppb,0.1 ppb,
Big Sky Colony Cut Bank,Xylenes (total),2.65 ppb,"1,800 ppb","10,000 ppb"
Big Sky Colony Cut Bank,None,,,
Cut Bank North Water District,Arsenic*,0.167 ppb,0.004 ppb,10 ppb
Cut Bank North Water District,Bromochloroacetic acid,3.59 ppb,0.02 ppb,
Cut Bank North Water District,Bromodichloromethane,11.5 ppb,0.06 ppb,
Cut Bank North Water District,Chloroform,17.3 ppb,0.4 ppb,
Cut Bank North Water District,Dibromoacetic acid,1.10 ppb,0.04 ppb,
Cut Bank North Water District,Dibromochloromethane,5.77 ppb,0.1 ppb,
Cut Bank North Water District,Dichloroacetic acid,7.67 ppb,0.2 ppb,
Cut Bank North Water District,Haloacetic acids (HAA5)†,18.2 ppb,0.1 ppb,60 ppb
Cut Bank North Water District,Nitrate and nitrite,0.450 ppm,0.14 ppm,10 ppm
Cut Bank North Water District,"Radium, combined (-226 &amp; -228)*",0.15 pCi/L,0.05 pCi/L,5 pCi/L
Cut Bank North Water District,Total trihalomethanes (TTHMs)†,35.4 ppb,0.15 ppb,80 ppb
Cut Bank North Water District,Trichloroacetic acid,8.73 ppb,0.1 ppb,
Cut Bank North Water District,Uranium*,1.34 pCi/L,0.43 pCi/L,20 pCi/L
Cut Bank North Water District,Bromoform,0.886 ppb,0.5 ppb,
Cut Bank North Water District,Monobromoacetic acid,0.164 ppb,25 ppb,
Cut Bank North Water District,Monochloroacetic acid,0.451 ppb,53 ppb,
"Cut Bank, City of",Arsenic,0.167 ppb,0.004 ppb,10 ppb
"Cut Bank, City of",Bromochloroacetic acid,2.96 ppb,0.02 ppb,
"Cut Bank, City of",Bromodichloromethane,5.10 ppb,0.06 ppb,
"Cut Bank, City of",Chloroform,8.34 ppb,0.4 ppb,
"Cut Bank, City of",Dibromoacetic acid,0.574 ppb,0.04 ppb,
"Cut Bank, City of",Dibromochloromethane,2.12 ppb,0.1 ppb,
"Cut Bank, City of",Dichloroacetic acid,9.64 ppb,0.2 ppb,
"Cut Bank, City of",Haloacetic acids (HAA5)†,20.2 ppb,0.1 ppb,60 ppb
"Cut Bank, City of",Nitrate and nitrite,0.377 ppm,0.14 ppm,10 ppm
"Cut Bank, City of","Radium, combined (-226 &amp; -228)",0.15 pCi/L,0.05 pCi/L,5 pCi/L
"Cut Bank, City of",Total trihalomethanes (TTHMs)†,15.7 ppb,0.15 ppb,80 ppb
"Cut Bank, City of",Trichloroacetic acid,9.44 ppb,0.1 ppb,
"Cut Bank, City of",Uranium,1.34 pCi/L,0.43 pCi/L,20 pCi/L
"Cut Bank, City of",Bromoform,0.0414 ppb,0.5 ppb,
"Cut Bank, City of",Monobromoacetic acid,0.147 ppb,25 ppb,
"Cut Bank, City of",Monochloroacetic acid,0.413 ppb,53 ppb,
"Cut Bank, City of",None,,,
Glacier Colony,Nitrate and nitrite,0.0867 ppm,0.14 ppm,10 ppm
Glacier Colony,None,,,
Glendale Colony,Uranium,6.70 pCi/L,0.43 pCi/L,20 pCi/L
Glendale Colony,Nitrate and nitrite,0.0700 ppm,0.14 ppm,10 ppm
Glendale Colony,"Radium, combined (-226 &amp; -228)",0.05 pCi/L,0.05 pCi/L,5 pCi/L
Glendale Colony,None,,,
