Utility name,City,People served,Zip
Urbana PWS,Urbana,Population served: 409,65536
Henrys Mobile Home Park,West Plains,Population served: 80,65548
Howell County Public Water Supply District 1,Pomona,Population served: 840,65548
Howell County Public Water Supply District 3,Willow Springs,"Population served: 2,000",65548
Howell Oregon 2 West,West Plains,Population served: 952,65548
Howell Oregon County Public Water Supply District 2 North,West Plains,"Population served: 1,926",65548
Howell Oregon County Public Water Supply District 2 South,West Plains,Population served: 164,65548
Mountain View PWS,Mountain View,"Population served: 2,791",65548
West Plains,West Plains,"Population served: 12,248",65548
Willow Springs PWS,Willow Springs,"Population served: 2,100",65548
Bolivar,Bolivar,"Population served: 10,885",65601
Bolivar Southtown Utilities Company Inc.,Bolivar,Population served: 573,65601
Bybee Estates,Bolivar,Population served: 75,65601
Fair Play PWS,Fair Play,Population served: 475,65601
Flemington PWS,Flemington,Population served: 124,65601
Good Samaritan Boys Ranch,Brighton,Population served: 87,65601
Halfway PWS,Halfway,Population served: 173,65601
Humansville PWS,Humansville,"Population served: 1,048",65601
Morrisville PWS,Morrisville,Population served: 400,65601
Plantation Estates,Bolivar,Population served: 51,65601
Pleasant Hope PWS,Pleasant Hope,Population served: 614,65601
Prairie Heights Subdivision,Bolivar,Population served: 85,65601
Quail Creek Mobile Home Park,Bolivar,Population served: 26,65601
Silo Ridge,Bolivar,Population served: 400,65601
Sunshine Estates,Buffalo,Population served: 60,65601
Springfield,"Springfield, MO","Population served:170,554",65604
Republic,"Republic, MO","Population served:16,100",65604
Greene County Public Water Supply District 1,"Battlefield, MO","Population served:8,738",65604
Willard PWS,"Willard, MO","Population served:8,312",65604
Strafford PWS,"Strafford, MO","Population served:2,600",65604
Ash Grove PWS,"Ash Grove, MO","Population served:1,472",65604
Greene County Public Water Supply District 5,"Fair Grove, MO","Population served:1,411",65604
Stone County Public Water Supply District 1,"Kimberling City, MO","Population served:1,700",65605
MO American Stonebridge Village,"Branson, MO","Population served:1,875",65605
Crane PWS,"Crane, MO","Population served:1,492",65605
MO Ark Water Company,"Lampe, MO","Population served:1,478",65605
Branson,"Branson, MO","Population served:11,880",65608
Missouri American - Tri State,"Chesterfield, MO","Population served:10,472",65608
Taney County Public Water Supply District 3,"Branson, MO","Population served:6,000",65608
Taney County Public Water Supply District 2,"Powersite, MO","Population served:4,500",65608
Hollister PWS,"Hollister, MO","Population served:4,426",65608
Ava PWS,"Ava, MO","Population served:3,082",65608
Forsyth PWS,"Forsyth, MO","Population served:2,413",65608
Holiday Hills Resort,"Branson, MO","Population served:2,065",65608
Taney County Public Water Supply District 1,"Taneyville, MO","Population served:2,000",65608
Merriam Woods Village of,"Rockaway Beach, MO","Population served:1,750",65608
Nixa,"Nixa, MO","Population served:21,000",65610
Ozark,"Ozark, MO","Population served:19,000",65610
Rde Water Company,"Nixa, MO","Population served:2,900",65610
Clever PWS,"Clever, MO","Population served:2,139",65614
Sparta PWS,"Sparta, MO","Population served:1,700",65619
College of The Ozarks,"Point Lookout, MO","Population served:1,700",65627
Apple Valley Court,Sparta,Population served: 32,65630
Billings PWS,Billings,"Population served: 1,035",65630
Bilyeu Ridge Water Company LLC,Aurora,Population served: 135,65630
Blue Stem Estates Subdivision,Ozark,Population served: 36,65630
Cedar Hill Apartments,Ozark,Population served: 102,65630
Christian County Public Water Supply District 1,Chadwick,Population served: 258,65630
Citydel Mobile Home Park,Nixa,Population served: 32,65630
Country Meadows Estates,Springfield,Population served: 120,65630
Ctw Waterworks Inc.,Nixa,Population served: 80,65630
Finley Valley/city of Ozark,Ozark,Population served: 560,65630
Gold Ridge North,Billings,Population served: 28,65630
Highlandville PWS,Highlandville,"Population served: 1,410",65630
James River Estates Subd,Nixa,Population served: 50,65630
Midland Water Company,Aurora,Population served: 240,65630
MO American - Saddlebrooke Village of,Chestnut Ridge,Population served: 315,65630
MO American - Spring Valley Estates Subdivision,Shell Knob,Population served: 300,65630
MO American Spokane Highlands,Joplin,Population served: 150,65630
Pippinville & Oak Park Owners Association,Ozark,Population served: 150,65630
South Oaks Mobile Home Park,Nixa,Population served: 150,65630
Sparta Mobile Home Park,Sparta,Population served: 22,65630
Sunset Heights 2nd Addition,Ozark,Population served: 37,65630
Sunset Heights Subdivision Well 2 Block 2,Ozark,Population served: 25,65630
Twin Ridges Park Inc.,Nixa,Population served: 125,65630
Liberty Utilities Valley Woods Subd,Aurora,Population served: 120,65630
White Pine Village,Nixa,Population served: 80,65630
Diggins PWS,Diggins,Population served: 300,65632
Fordland PWS,Fordland,Population served: 800,65632
Fountain Plaza Mobile Home Park,Marshfield,Population served: 186,65632
Joyce Rentals,Marshfield,Population served: 66,65632
Marshfield PWS,Marshfield,"Population served: 6,791",65632
Niangua PWS,Niangua,Population served: 411,65632
Oak Hill Mobile Home Park,Rogersville,Population served: 46,65632
Oak Ridge Estates,Marshfield,Population served: 25,65632
Ozark Correctional Center,Fordland,Population served: 900,65632
Rogersville PWS,Rogersville,"Population served: 3,213",65632
Seymour PWS,Seymour,"Population served: 1,943",65632
Reeds Spring PWS,"Reeds Spring, MO","Population served:1,287",65633
Public Water Supply District 2 of Stone County 265,"Branson, MO","Population served:1,000",65633
Country Aire Apartments,Mansfield,Population served: 25,65637
Cross Timbers PWS,Cross Timbers,Population served: 215,65650
Fugate Mobile Home Park,Pittsburg,Population served: 100,65650
Hermitage PWS,Hermitage,Population served: 458,65650
Riviera South Water Corporation,Pittsburg,Population served: 212,65650
Village of Preston Water Department,Preston,Population served: 213,65650
Weaubleau PWS,Weaubleau,Population served: 400,65650
Wheatland PWS,Wheatland,Population served: 388,65650
Whiteside Hidden Acres,Pittsburg,Population served: 92,65650
Twin Island Estates,"Blue Eye, MO",Population served:525,65675
Treehouse Condominiums,"Branson, MO",Population served:516,65675
Liberty Utilities Riverfork Ranch Estate,"Aurora, MO",Population served:483,65675
Branson West PWS,"Branson West, MO",Population served:478,65675
Ozark Mtn Regional PWA,"Diamond City, AR",Population served:2,65739
Harrison Waterworks,"Harrison, AR","Population served:17,053",65739
Sw Boone County Water Association,"Harrison, AR","Population served:4,183",65739
Valley Springs,"Valley Springs, AR","Population served:3,168",65739
Bergman Waterworks,"Bergman, AR","Population served:2,945",65739
Marion County Reg,"Bull Shoals, AR",Population served:0,65761
Flippin Waterworks,"Flippin, AR","Population served:3,625",65761
Bull Shoals Water,"Bull Shoals, AR","Population served:2,723",65761
Yellville,"Yellville, AR","Population served:2,329",65761
