Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Cass County Public Water Supply District 1,Bromochloroacetic acid,1.29 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Bromodichloroacetic acid*,0.109 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Bromodichloromethane,1.17 ppb,0.06 ppb,
Cass County Public Water Supply District 1,Chlorodibromoacetic acid,0.327 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Chloroform,9.13 ppb,0.4 ppb,
Cass County Public Water Supply District 1,Dibromoacetic acid,0.177 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Dichloroacetic acid,15.7 ppb,0.2 ppb,
Cass County Public Water Supply District 1,Haloacetic acids (HAA5)†,16.1 ppb,0.1 ppb,60 ppb
Cass County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Cass County Public Water Supply District 1,Trichloroacetic acid,1.21 ppb,0.1 ppb,
Cass County Public Water Supply District 1,Bromoform,0.132 ppb,0.5 ppb,
Cass County Public Water Supply District 1,Dibromochloromethane,0.179 ppb,0.1 ppb,
Cass County Public Water Supply District 1,None,,,
Cass County Public Water Supply District 1,Bromochloroacetic acid,1.29 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Bromodichloroacetic acid*,0.109 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Bromodichloromethane,1.17 ppb,0.06 ppb,
Cass County Public Water Supply District 1,Chlorodibromoacetic acid,0.327 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Chloroform,9.13 ppb,0.4 ppb,
Cass County Public Water Supply District 1,Dibromoacetic acid,0.177 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Dichloroacetic acid,15.7 ppb,0.2 ppb,
Cass County Public Water Supply District 1,Haloacetic acids (HAA5)†,16.1 ppb,0.1 ppb,60 ppb
Cass County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Cass County Public Water Supply District 1,Trichloroacetic acid,1.21 ppb,0.1 ppb,
Cass County Public Water Supply District 1,Bromoform,0.132 ppb,0.5 ppb,
Cass County Public Water Supply District 1,Dibromochloromethane,0.179 ppb,0.1 ppb,
Cass County Public Water Supply District 1,None,,,
Cass County Public Water Supply District 1,Bromochloroacetic acid,1.29 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Bromodichloroacetic acid*,0.109 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Bromodichloromethane,1.17 ppb,0.06 ppb,
Cass County Public Water Supply District 1,Chlorodibromoacetic acid,0.327 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Chloroform,9.13 ppb,0.4 ppb,
Cass County Public Water Supply District 1,Dibromoacetic acid,0.177 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Dichloroacetic acid,15.7 ppb,0.2 ppb,
Cass County Public Water Supply District 1,Haloacetic acids (HAA5)†,16.1 ppb,0.1 ppb,60 ppb
Cass County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Cass County Public Water Supply District 1,Trichloroacetic acid,1.21 ppb,0.1 ppb,
Cass County Public Water Supply District 1,Bromoform,0.132 ppb,0.5 ppb,
Cass County Public Water Supply District 1,Dibromochloromethane,0.179 ppb,0.1 ppb,
Cass County Public Water Supply District 1,None,,,
Cass County Public Water Supply District 1,Bromochloroacetic acid,1.29 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Bromodichloroacetic acid*,0.109 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Bromodichloromethane,1.17 ppb,0.06 ppb,
Cass County Public Water Supply District 1,Chlorodibromoacetic acid,0.327 ppb,0.02 ppb,
Cass County Public Water Supply District 1,Chloroform,9.13 ppb,0.4 ppb,
Cass County Public Water Supply District 1,Dibromoacetic acid,0.177 ppb,0.04 ppb,
Cass County Public Water Supply District 1,Dichloroacetic acid,15.7 ppb,0.2 ppb,
Cass County Public Water Supply District 1,Haloacetic acids (HAA5)†,16.1 ppb,0.1 ppb,60 ppb
Cass County Public Water Supply District 1,Total trihalomethanes (TTHMs)†,10.6 ppb,0.15 ppb,80 ppb
Cass County Public Water Supply District 1,Trichloroacetic acid,1.21 ppb,0.1 ppb,
Cass County Public Water Supply District 1,Bromoform,0.132 ppb,0.5 ppb,
Cass County Public Water Supply District 1,Dibromochloromethane,0.179 ppb,0.1 ppb,
Cass County Public Water Supply District 1,None,,,
Aurora City - Cleveland PWS,Bromochloroacetic acid*,3.21 ppb,0.02 ppb,
Aurora City - Cleveland PWS,Bromodichloromethane,11.2 ppb,0.06 ppb,
Aurora City - Cleveland PWS,Bromoform,1.10 ppb,0.5 ppb,
Aurora City - Cleveland PWS,Chloroform,20.5 ppb,0.4 ppb,
Aurora City - Cleveland PWS,Chromium (hexavalent)*,0.103 ppb,0.02 ppb,
Aurora City - Cleveland PWS,Dibromoacetic acid,0.958 ppb,0.04 ppb,
Aurora City - Cleveland PWS,Dibromochloromethane,6.39 ppb,0.1 ppb,
Aurora City - Cleveland PWS,Dichloroacetic acid,6.38 ppb,0.2 ppb,
Aurora City - Cleveland PWS,Haloacetic acids (HAA5)†,14.0 ppb,0.1 ppb,60 ppb
Aurora City - Cleveland PWS,Haloacetic acids (HAA9)†,39.7 ppb,0.06 ppb,
Aurora City - Cleveland PWS,Nitrate*,0.333 ppm,0.14 ppm,10 ppm
Aurora City - Cleveland PWS,Nitrate and nitrite*,0.365 ppm,0.14 ppm,10 ppm
Aurora City - Cleveland PWS,Total trihalomethanes (TTHMs)†,39.3 ppb,0.15 ppb,80 ppb
Aurora City - Cleveland PWS,Trichloroacetic acid,6.68 ppb,0.1 ppb,
Aurora City - Cleveland PWS,1-Butanol ,0.998 ppb,,
Aurora City - Cleveland PWS,Bromomethane*,0.0193 ppb,,
Aurora City - Cleveland PWS,Chlorate*,59.9 ppb,210 ppb,
Aurora City - Cleveland PWS,Chromium (total)*,0.0500 ppb,,100 ppb
Aurora City - Cleveland PWS,Fluoride*,0.978 ppm,,4 ppm
Aurora City - Cleveland PWS,Manganese,4.47 ppb,100 ppb,
Aurora City - Cleveland PWS,Molybdenum*,1.29 ppb,40 ppb,
Aurora City - Cleveland PWS,Monobromoacetic acid,0.0196 ppb,25 ppb,
Aurora City - Cleveland PWS,Monochloroacetic acid,0.0446 ppb,53 ppb,
Aurora City - Cleveland PWS,Strontium*,0.169 ppb,"1,500 ppb",
Aurora City - Cleveland PWS,Testosterone*,0.01000 ppt,,
Aurora City - Cleveland PWS,Vanadium*,0.309 ppb,21 ppb,
Aurora City - Cleveland PWS,None,,,
Creighton PWS,Bromochloroacetic acid,3.60 ppb,0.02 ppb,
Creighton PWS,Bromodichloroacetic acid,0.345 ppb,0.04 ppb,
Creighton PWS,Bromodichloromethane,2.21 ppb,0.06 ppb,
Creighton PWS,Chloroform,4.20 ppb,0.4 ppb,
Creighton PWS,Dibromoacetic acid,0.780 ppb,0.04 ppb,
Creighton PWS,Dibromochloromethane,0.630 ppb,0.1 ppb,
Creighton PWS,Dichloroacetic acid,6.70 ppb,0.2 ppb,
Creighton PWS,Haloacetic acids (HAA5)*†,1.99 ppb,0.1 ppb,60 ppb
Creighton PWS,Total trihalomethanes (TTHMs)†,7.04 ppb,0.15 ppb,80 ppb
Creighton PWS,Trichloroacetic acid,0.465 ppb,0.1 ppb,
Creighton PWS,Monobromoacetic acid,1.88 ppb,25 ppb,
Creighton PWS,None,,,
Crown Mobile Home Park,Bromochloroacetic acid,1.03 ppb,0.02 ppb,
Crown Mobile Home Park,Bromodichloromethane,1.26 ppb,0.06 ppb,
Crown Mobile Home Park,Chlorodibromoacetic acid*,0.564 ppb,0.02 ppb,
Crown Mobile Home Park,Chloroform,11.1 ppb,0.4 ppb,
Crown Mobile Home Park,Chromium (hexavalent)*,3.16 ppb,0.02 ppb,
Crown Mobile Home Park,Dichloroacetic acid,15.4 ppb,0.2 ppb,
Crown Mobile Home Park,Haloacetic acids (HAA5)†,14.9 ppb,0.1 ppb,60 ppb
Crown Mobile Home Park,Haloacetic acids (HAA9)*†,24.3 ppb,0.06 ppb,
Crown Mobile Home Park,Total trihalomethanes (TTHMs)†,12.3 ppb,0.15 ppb,80 ppb
Crown Mobile Home Park,Trichloroacetic acid,1.27 ppb,0.1 ppb,
Crown Mobile Home Park,Bromodichloroacetic acid*,0.0226 ppb,0.04 ppb,
Crown Mobile Home Park,Chromium (total)*,2.74 ppb,,100 ppb
Crown Mobile Home Park,Manganese*,0.125 ppb,100 ppb,
Crown Mobile Home Park,Molybdenum*,2.96 ppb,40 ppb,
Crown Mobile Home Park,Strontium*,93.0 ppb,"1,500 ppb",
Crown Mobile Home Park,Vanadium*,1.92 ppb,21 ppb,
Crown Mobile Home Park,None,,,
Drexel PWS,Arsenic*,1.13 ppb,0.004 ppb,10 ppb
Drexel PWS,Atrazine*,0.430 ppb,0.1 ppb,3 ppb
Drexel PWS,Bromochloroacetic acid,3.08 ppb,0.02 ppb,
Drexel PWS,Bromodichloroacetic acid*,0.157 ppb,0.04 ppb,
Drexel PWS,Bromodichloromethane,2.24 ppb,0.06 ppb,
Drexel PWS,Chlorodibromoacetic acid*,0.270 ppb,0.02 ppb,
Drexel PWS,Chloroform,4.28 ppb,0.4 ppb,
Drexel PWS,Dibromoacetic acid,0.967 ppb,0.04 ppb,
Drexel PWS,Dibromochloromethane,0.626 ppb,0.1 ppb,
Drexel PWS,Dichloroacetic acid,6.26 ppb,0.2 ppb,
Drexel PWS,Haloacetic acids (HAA5)†,2.30 ppb,0.1 ppb,60 ppb
Drexel PWS,Nitrate and nitrite*,0.423 ppm,0.14 ppm,10 ppm
Drexel PWS,Total trihalomethanes (TTHMs)†,7.14 ppb,0.15 ppb,80 ppb
Drexel PWS,Trichloroacetic acid,0.367 ppb,0.1 ppb,
Drexel PWS,Barium*,42.8 ppb,700 ppb,"2,000 ppb"
Drexel PWS,Chromium (total)*,1.71 ppb,,100 ppb
Drexel PWS,Fluoride*,0.160 ppm,,4 ppm
Drexel PWS,Manganese*,5.71 ppb,100 ppb,
Drexel PWS,Monobromoacetic acid,0.589 ppb,25 ppb,
Drexel PWS,None,,,
East Lynne PWS,Arsenic*,1.13 ppb,0.004 ppb,10 ppb
East Lynne PWS,Atrazine*,0.430 ppb,0.1 ppb,3 ppb
East Lynne PWS,Bromochloroacetic acid,3.43 ppb,0.02 ppb,
East Lynne PWS,Bromodichloroacetic acid,0.106 ppb,0.04 ppb,
East Lynne PWS,Bromodichloromethane,1.57 ppb,0.06 ppb,
East Lynne PWS,Chlorodibromoacetic acid*,0.270 ppb,0.02 ppb,
East Lynne PWS,Chloroform,3.72 ppb,0.4 ppb,
East Lynne PWS,Dibromoacetic acid,0.600 ppb,0.04 ppb,
East Lynne PWS,Dibromochloromethane,0.417 ppb,0.1 ppb,
East Lynne PWS,Dichloroacetic acid,7.30 ppb,0.2 ppb,
East Lynne PWS,Haloacetic acids (HAA5)†,1.63 ppb,0.1 ppb,60 ppb
East Lynne PWS,Nitrate and nitrite*,0.423 ppm,0.14 ppm,10 ppm
East Lynne PWS,Total trihalomethanes (TTHMs)†,5.71 ppb,0.15 ppb,80 ppb
East Lynne PWS,Trichloroacetic acid,0.721 ppb,0.1 ppb,
East Lynne PWS,Barium*,42.8 ppb,700 ppb,"2,000 ppb"
East Lynne PWS,Chromium (total)*,1.71 ppb,,100 ppb
East Lynne PWS,Fluoride*,0.160 ppm,,4 ppm
East Lynne PWS,Manganese*,5.71 ppb,100 ppb,
East Lynne PWS,Monobromoacetic acid*,0.815 ppb,25 ppb,
East Lynne PWS,None,,,
Freeman PWS,Arsenic*,0.340 ppb,0.004 ppb,10 ppb
Freeman PWS,Atrazine*,0.494 ppb,0.1 ppb,3 ppb
Freeman PWS,Bromochloroacetic acid,6.43 ppb,0.02 ppb,
Freeman PWS,Bromodichloroacetic acid,5.53 ppb,0.04 ppb,
Freeman PWS,Bromodichloromethane,14.1 ppb,0.06 ppb,
Freeman PWS,Chlorodibromoacetic acid,0.176 ppb,0.02 ppb,
Freeman PWS,Chloroform,39.2 ppb,0.4 ppb,
Freeman PWS,Dibromoacetic acid,0.409 ppb,0.04 ppb,
Freeman PWS,Dibromochloromethane,4.03 ppb,0.1 ppb,
Freeman PWS,Dichloroacetic acid,23.0 ppb,0.2 ppb,
Freeman PWS,Haloacetic acids (HAA5)†,36.2 ppb,0.1 ppb,60 ppb
Freeman PWS,Total trihalomethanes (TTHMs)†,57.3 ppb,0.15 ppb,80 ppb
Freeman PWS,Tribromoacetic acid*,0.145 ppb,0.04 ppb,
Freeman PWS,Trichloroacetic acid,10.3 ppb,0.1 ppb,
Freeman PWS,Aluminum*,91.5 ppb,600 ppb,
Freeman PWS,Barium*,95.1 ppb,700 ppb,"2,000 ppb"
Freeman PWS,Chromium (total)*,1.16 ppb,,100 ppb
Freeman PWS,Fluoride*,0.113 ppm,,4 ppm
Freeman PWS,Manganese*,3.13 ppb,100 ppb,
Freeman PWS,Monobromoacetic acid,2.78 ppb,25 ppb,
Freeman PWS,Monochloroacetic acid,0.325 ppb,53 ppb,
Freeman PWS,Nitrate and nitrite*,0.130 ppm,0.14 ppm,10 ppm
Freeman PWS,None,,,
Garden City PWS,Atrazine,0.750 ppb,0.1 ppb,3 ppb
Garden City PWS,Bromochloroacetic acid,6.48 ppb,0.02 ppb,
Garden City PWS,Bromodichloroacetic acid,5.69 ppb,0.04 ppb,
Garden City PWS,Bromodichloromethane,10.1 ppb,0.06 ppb,
Garden City PWS,Chlorate,"1,211.4 ppb",210 ppb,
Garden City PWS,Chlorite,517.6 ppb,50 ppb,"1,000 ppb"
Garden City PWS,Chloroform,49.8 ppb,0.4 ppb,
Garden City PWS,Chromium (hexavalent),0.221 ppb,0.02 ppb,
Garden City PWS,Dibromoacetic acid,0.174 ppb,0.04 ppb,
Garden City PWS,Dibromochloromethane,1.78 ppb,0.1 ppb,
Garden City PWS,Dichloroacetic acid,26.3 ppb,0.2 ppb,
Garden City PWS,Haloacetic acids (HAA5)†,52.6 ppb,0.1 ppb,60 ppb
Garden City PWS,Total trihalomethanes (TTHMs)†,69.5 ppb,0.15 ppb,80 ppb
Garden City PWS,Trichloroacetic acid,18.6 ppb,0.1 ppb,
Garden City PWS,Aluminum,12.5 ppb,600 ppb,
Garden City PWS,Barium,51.9 ppb,700 ppb,"2,000 ppb"
Garden City PWS,Chromium (total),0.478 ppb,,100 ppb
Garden City PWS,Fluoride,0.113 ppm,,4 ppm
Garden City PWS,Manganese,2.72 ppb,100 ppb,
Garden City PWS,Monobromoacetic acid,3.23 ppb,25 ppb,
Garden City PWS,Monochloroacetic acid,1.01 ppb,53 ppb,
Garden City PWS,Nitrate and nitrite,0.183 ppm,0.14 ppm,10 ppm
Garden City PWS,Strontium,0.147 ppb,"1,500 ppb",
Garden City PWS,Vanadium,0.0943 ppb,21 ppb,
Garden City PWS,None,,,
Harrisonville PWS,Atrazine,0.803 ppb,0.1 ppb,3 ppb
Harrisonville PWS,Bromochloroacetic acid,3.87 ppb,0.02 ppb,
Harrisonville PWS,Bromodichloroacetic acid,0.584 ppb,0.04 ppb,
Harrisonville PWS,Bromodichloromethane,4.31 ppb,0.06 ppb,
Harrisonville PWS,Chlorite,534.1 ppb,50 ppb,"1,000 ppb"
Harrisonville PWS,Chloroform,11.4 ppb,0.4 ppb,
Harrisonville PWS,Dibromochloromethane,1.17 ppb,0.1 ppb,
Harrisonville PWS,Dichloroacetic acid,12.8 ppb,0.2 ppb,
Harrisonville PWS,Haloacetic acids (HAA5)†,13.7 ppb,0.1 ppb,60 ppb
Harrisonville PWS,Nitrate and nitrite,0.663 ppm,0.14 ppm,10 ppm
Harrisonville PWS,Total trihalomethanes (TTHMs)†,17.5 ppb,0.15 ppb,80 ppb
Harrisonville PWS,Trichloroacetic acid,3.19 ppb,0.1 ppb,
Harrisonville PWS,Aluminum,119.5 ppb,600 ppb,
Harrisonville PWS,Barium,76.3 ppb,700 ppb,"2,000 ppb"
Harrisonville PWS,Chromium (total),0.537 ppb,,100 ppb
Harrisonville PWS,Fluoride,0.590 ppm,,4 ppm
Harrisonville PWS,Manganese,2.34 ppb,100 ppb,
Harrisonville PWS,Metolachlor,0.0333 ppb,,
Harrisonville PWS,Monobromoacetic acid,0.283 ppb,25 ppb,
Harrisonville PWS,Picloram,3.27 ppb,166 ppb,500 ppb
Harrisonville PWS,None,,,
Lake Winnebago PWS,Arsenic*,1.13 ppb,0.004 ppb,10 ppb
Lake Winnebago PWS,Atrazine*,0.430 ppb,0.1 ppb,3 ppb
Lake Winnebago PWS,Bromochloroacetic acid,2.28 ppb,0.02 ppb,
Lake Winnebago PWS,Bromodichloroacetic acid,0.110 ppb,0.04 ppb,
Lake Winnebago PWS,Bromodichloromethane,1.68 ppb,0.06 ppb,
Lake Winnebago PWS,Chlorodibromoacetic acid,0.143 ppb,0.02 ppb,
Lake Winnebago PWS,Chloroform,3.88 ppb,0.4 ppb,
Lake Winnebago PWS,Dibromoacetic acid,0.390 ppb,0.04 ppb,
Lake Winnebago PWS,Dibromochloromethane,0.476 ppb,0.1 ppb,
Lake Winnebago PWS,Dichloroacetic acid,6.27 ppb,0.2 ppb,
Lake Winnebago PWS,Haloacetic acids (HAA5)*†,2.50 ppb,0.1 ppb,60 ppb
Lake Winnebago PWS,Nitrate and nitrite*,0.423 ppm,0.14 ppm,10 ppm
Lake Winnebago PWS,Total trihalomethanes (TTHMs)†,6.05 ppb,0.15 ppb,80 ppb
Lake Winnebago PWS,Trichloroacetic acid,0.224 ppb,0.1 ppb,
Lake Winnebago PWS,Barium*,42.8 ppb,700 ppb,"2,000 ppb"
Lake Winnebago PWS,Chromium (total)*,1.71 ppb,,100 ppb
Lake Winnebago PWS,Fluoride*,0.160 ppm,,4 ppm
Lake Winnebago PWS,Manganese*,5.71 ppb,100 ppb,
Lake Winnebago PWS,Monobromoacetic acid,0.334 ppb,25 ppb,
Lake Winnebago PWS,None,,,
Nw Cass County Sewer & Water District,Bromochloroacetic acid,1.03 ppb,0.02 ppb,
Nw Cass County Sewer & Water District,Bromodichloromethane,0.747 ppb,0.06 ppb,
Nw Cass County Sewer & Water District,Chlorodibromoacetic acid,0.912 ppb,0.02 ppb,
Nw Cass County Sewer & Water District,Chloroform,6.40 ppb,0.4 ppb,
Nw Cass County Sewer & Water District,Chromium (hexavalent)*,3.16 ppb,0.02 ppb,
Nw Cass County Sewer & Water District,Dichloroacetic acid,13.6 ppb,0.2 ppb,
Nw Cass County Sewer & Water District,Haloacetic acids (HAA5)†,12.9 ppb,0.1 ppb,60 ppb
Nw Cass County Sewer & Water District,Haloacetic acids (HAA9)*†,24.3 ppb,0.06 ppb,
Nw Cass County Sewer & Water District,Total trihalomethanes (TTHMs)†,7.36 ppb,0.15 ppb,80 ppb
Nw Cass County Sewer & Water District,Trichloroacetic acid,0.910 ppb,0.1 ppb,
Nw Cass County Sewer & Water District,Bromodichloroacetic acid,0.0372 ppb,0.04 ppb,
Nw Cass County Sewer & Water District,Chromium (total)*,2.74 ppb,,100 ppb
Nw Cass County Sewer & Water District,Manganese*,0.125 ppb,100 ppb,
Nw Cass County Sewer & Water District,Molybdenum*,2.96 ppb,40 ppb,
Nw Cass County Sewer & Water District,Strontium*,93.0 ppb,"1,500 ppb",
Nw Cass County Sewer & Water District,Vanadium*,1.92 ppb,21 ppb,
Nw Cass County Sewer & Water District,None,,,
Peculiar PWS,Bromochloroacetic acid,1.31 ppb,0.02 ppb,
Peculiar PWS,Bromodichloromethane,0.954 ppb,0.06 ppb,
Peculiar PWS,Chloroform,9.28 ppb,0.4 ppb,
Peculiar PWS,Chromium (hexavalent)*,2.53 ppb,0.02 ppb,
Peculiar PWS,Dichloroacetic acid,14.8 ppb,0.2 ppb,
Peculiar PWS,Haloacetic acids (HAA5)†,16.0 ppb,0.1 ppb,60 ppb
Peculiar PWS,Haloacetic acids (HAA9)*†,16.8 ppb,0.06 ppb,
Peculiar PWS,Nitrate*,2.12 ppm,0.14 ppm,10 ppm
Peculiar PWS,Nitrate and nitrite*,2.13 ppm,0.14 ppm,10 ppm
Peculiar PWS,Total trihalomethanes (TTHMs)†,10.2 ppb,0.15 ppb,80 ppb
Peculiar PWS,Tribromoacetic acid,0.208 ppb,0.04 ppb,
Peculiar PWS,Trichloroacetic acid,1.42 ppb,0.1 ppb,
Peculiar PWS,Alachlor (Lasso)*,0.0360 ppb,,2 ppb
Peculiar PWS,Aluminum*,2.05 ppb,600 ppb,
Peculiar PWS,Atrazine*,0.137 ppb,0.1 ppb,3 ppb
Peculiar PWS,Barium*,13.9 ppb,700 ppb,"2,000 ppb"
Peculiar PWS,Bromide*,6.44 ppb,,
Peculiar PWS,Chromium (total)*,4.35 ppb,,100 ppb
Peculiar PWS,Cyanide*,7.02 ppb,,200 ppb
Peculiar PWS,Dibromoacetic acid*,0.0282 ppb,0.04 ppb,
Peculiar PWS,Fluoride*,0.699 ppm,,4 ppm
Peculiar PWS,Manganese*,0.535 ppb,100 ppb,
Peculiar PWS,Metolachlor*,0.0421 ppb,,
Peculiar PWS,Molybdenum*,3.19 ppb,40 ppb,
Peculiar PWS,Monobromoacetic acid*,0.258 ppb,25 ppb,
Peculiar PWS,Monochloroacetic acid,1.10 ppb,53 ppb,
Peculiar PWS,Nitrite*,0.00853 ppm,,1 ppm
Peculiar PWS,Phenols*,7.75 ppb,,
Peculiar PWS,Selenium*,2.02 ppb,30 ppb,50 ppb
Peculiar PWS,Strontium*,182.1 ppb,"1,500 ppb",
Peculiar PWS,Titanium*,0.0455 ppb,,
Peculiar PWS,Vanadium*,1.51 ppb,21 ppb,
Peculiar PWS,None,,,
Pickering Place,Bromochloroacetic acid,1.34 ppb,0.02 ppb,
Pickering Place,Bromodichloromethane,1.15 ppb,0.06 ppb,
Pickering Place,Chloroform,12.0 ppb,0.4 ppb,
Pickering Place,Dichloroacetic acid,18.1 ppb,0.2 ppb,
Pickering Place,Haloacetic acids (HAA5)†,22.1 ppb,0.1 ppb,60 ppb
Pickering Place,Total trihalomethanes (TTHMs)†,13.1 ppb,0.15 ppb,80 ppb
Pickering Place,Trichloroacetic acid,1.64 ppb,0.1 ppb,
Pickering Place,Bromoform*,0.0270 ppb,0.5 ppb,
Pickering Place,Dibromochloromethane*,0.0255 ppb,0.1 ppb,
Pickering Place,Monochloroacetic acid,2.36 ppb,53 ppb,
Pickering Place,None,,,
Pleasant Hill P S D Rt 16 District,Bromodichloromethane,7.94 ppb,0.06 ppb,
Pleasant Hill P S D Rt 16 District,Chloroform,31.6 ppb,0.4 ppb,
Pleasant Hill P S D Rt 16 District,Dibromoacetic acid,0.0884 ppb,0.04 ppb,
Pleasant Hill P S D Rt 16 District,Dibromochloromethane,1.58 ppb,0.1 ppb,
Pleasant Hill P S D Rt 16 District,Dichloroacetic acid,10.2 ppb,0.2 ppb,
Pleasant Hill P S D Rt 16 District,Haloacetic acids (HAA5)†,26.0 ppb,0.1 ppb,60 ppb
Pleasant Hill P S D Rt 16 District,Total trihalomethanes (TTHMs)†,41.1 ppb,0.15 ppb,80 ppb
Pleasant Hill P S D Rt 16 District,Trichloroacetic acid,14.5 ppb,0.1 ppb,
Pleasant Hill P S D Rt 16 District,Barium*,27.4 ppb,700 ppb,"2,000 ppb"
Pleasant Hill P S D Rt 16 District,Bromoform*,0.0113 ppb,0.5 ppb,
Pleasant Hill P S D Rt 16 District,Fluoride*,0.598 ppm,,4 ppm
Pleasant Hill P S D Rt 16 District,Monobromoacetic acid,0.247 ppb,25 ppb,
Pleasant Hill P S D Rt 16 District,Monochloroacetic acid,1.09 ppb,53 ppb,
Pleasant Hill P S D Rt 16 District,Nitrate*,0.213 ppm,0.14 ppm,10 ppm
Pleasant Hill P S D Rt 16 District,Nitrate and nitrite*,0.240 ppm,0.14 ppm,10 ppm
Pleasant Hill P S D Rt 16 District,None,,,
Raymore,Bromochloroacetic acid,0.916 ppb,0.02 ppb,
Raymore,Bromodichloromethane,0.850 ppb,0.06 ppb,
Raymore,Chlorodibromoacetic acid,0.500 ppb,0.02 ppb,
Raymore,Chloroform,8.05 ppb,0.4 ppb,
Raymore,Chromium (hexavalent),2.36 ppb,0.02 ppb,
Raymore,Dichloroacetic acid,15.3 ppb,0.2 ppb,
Raymore,Haloacetic acids (HAA5)†,15.2 ppb,0.1 ppb,60 ppb
Raymore,Haloacetic acids (HAA9)†,20.4 ppb,0.06 ppb,
Raymore,Nitrate*,2.12 ppm,0.14 ppm,10 ppm
Raymore,Nitrate and nitrite*,2.13 ppm,0.14 ppm,10 ppm
Raymore,Total trihalomethanes (TTHMs)†,8.91 ppb,0.15 ppb,80 ppb
Raymore,Tribromoacetic acid,0.0812 ppb,0.04 ppb,
Raymore,Trichloroacetic acid,0.958 ppb,0.1 ppb,
Raymore,Alachlor (Lasso)*,0.0360 ppb,,2 ppb
Raymore,Aluminum*,2.05 ppb,600 ppb,
Raymore,Atrazine*,0.137 ppb,0.1 ppb,3 ppb
Raymore,Barium*,13.9 ppb,700 ppb,"2,000 ppb"
Raymore,Bromide*,6.44 ppb,,
Raymore,Bromodichloroacetic acid,0.0109 ppb,0.04 ppb,
Raymore,Chromium (total),2.39 ppb,,100 ppb
Raymore,Cyanide*,7.02 ppb,,200 ppb
Raymore,Dibromoacetic acid*,0.0282 ppb,0.04 ppb,
Raymore,Fluoride*,0.699 ppm,,4 ppm
Raymore,Manganese,0.350 ppb,100 ppb,
Raymore,Metolachlor*,0.0421 ppb,,
Raymore,Molybdenum,3.07 ppb,40 ppb,
Raymore,Monobromoacetic acid*,0.258 ppb,25 ppb,
Raymore,Monochloroacetic acid*,0.915 ppb,53 ppb,
Raymore,Nitrite*,0.00853 ppm,,1 ppm
Raymore,Phenols*,7.75 ppb,,
Raymore,Selenium*,2.02 ppb,30 ppb,50 ppb
Raymore,Strontium,0.225 ppb,"1,500 ppb",
Raymore,Titanium*,0.0455 ppb,,
Raymore,Vanadium,1.79 ppb,21 ppb,
Raymore,None,,,
Southfork Mobile Home Park,Bromochloroacetic acid,1.07 ppb,0.02 ppb,
Southfork Mobile Home Park,Bromodichloromethane,0.938 ppb,0.06 ppb,
Southfork Mobile Home Park,Chlorodibromoacetic acid,0.804 ppb,0.02 ppb,
Southfork Mobile Home Park,Chloroform,7.20 ppb,0.4 ppb,
Southfork Mobile Home Park,Chromium (hexavalent)*,3.16 ppb,0.02 ppb,
Southfork Mobile Home Park,Dichloroacetic acid,13.5 ppb,0.2 ppb,
Southfork Mobile Home Park,Haloacetic acids (HAA5)†,12.4 ppb,0.1 ppb,60 ppb
Southfork Mobile Home Park,Haloacetic acids (HAA9)*†,24.3 ppb,0.06 ppb,
Southfork Mobile Home Park,Total trihalomethanes (TTHMs)†,8.14 ppb,0.15 ppb,80 ppb
Southfork Mobile Home Park,Tribromoacetic acid,0.196 ppb,0.04 ppb,
Southfork Mobile Home Park,Trichloroacetic acid,0.851 ppb,0.1 ppb,
Southfork Mobile Home Park,Bromodichloroacetic acid,0.0356 ppb,0.04 ppb,
Southfork Mobile Home Park,Chromium (total)*,2.74 ppb,,100 ppb
Southfork Mobile Home Park,Manganese*,0.125 ppb,100 ppb,
Southfork Mobile Home Park,Molybdenum*,2.96 ppb,40 ppb,
Southfork Mobile Home Park,Strontium*,93.0 ppb,"1,500 ppb",
Southfork Mobile Home Park,Vanadium*,1.92 ppb,21 ppb,
Southfork Mobile Home Park,None,,,
Springdale Lake Estates,Bromochloroacetic acid,1.24 ppb,0.02 ppb,
Springdale Lake Estates,Bromodichloromethane,0.824 ppb,0.06 ppb,
Springdale Lake Estates,Chlorodibromoacetic acid*,0.564 ppb,0.02 ppb,
